SCHOOL NAME,DISTrictNUMBER,DISTRICT NAME,EMH,EMH-Combined,SCHOOL NUMBER,rate_at.5_chng_ach,rate_at.5_chng_gro,pct_pts_chng_.5
BROOMFIELD HIGH SCHOOL                                      ,480,BOULDER VALLEY RE 2       ,H,   ,1070,2,2,2
BROWN ELEMENTARY SCHOOL                                     ,880,DENVER COUNTY 1           ,E,   ,1076,3,1,2
BRUSH MIDDLE SCHOOL                                         ,2395,BRUSH RE-2(J)             ,M,   ,1094,1,1,1
BRUSH HIGH SCHOOL                                           ,2395,BRUSH RE-2(J)             ,H,   ,1096,3,2,2
BRYANT WEBSTER K-8 SCHOOL                                   ,880,DENVER COUNTY 1           ,E,   ,1106,1,1,1
BRYANT WEBSTER K-8 SCHOOL                                   ,880,DENVER COUNTY 1           ,M,   ,1106,3,2,2
BUENA VISTA ELEMENTARY SCHOOL                               ,1010,COLORADO SPRINGS 11       ,E,   ,1126,3,3,3
BUENA VISTA HIGH SCHOOL                                     ,490,BUENA VISTA R-31          ,H,   ,1130,2,2,2
BUFFALO RIDGE ELEMENTARY SCHOOL                             ,900,DOUGLAS COUNTY RE 1       ,E,   ,1131,2,2,2
HARRY L MC GINNIS MIDDLE SCHOOL                             ,490,BUENA VISTA R-31          ,M,   ,1132,1,2,1
MANHATTAN MIDDLE SCHOOL OF THE ARTS AND ACADEMICS           ,480,BOULDER VALLEY RE 2       ,M,   ,1136,2,3,3
BURLINGTON ELEMENTARY SCHOOL                                ,1500,BURLINGTON RE-6J          ,E,   ,1144,2,3,2
BURLINGTON ELEMENTARY SCHOOL                                ,470,ST VRAIN VALLEY RE 1J     ,E,   ,1148,2,3,2
BURLINGTON MIDDLE SCHOOL                                    ,1500,BURLINGTON RE-6J          ,E,   ,1150,1,2,1
BURLINGTON MIDDLE SCHOOL                                    ,1500,BURLINGTON RE-6J          ,M,   ,1150,1,2,1
BURLINGTON HIGH SCHOOL                                      ,1500,BURLINGTON RE-6J          ,H,   ,1152,1,1,2
BUFFALO TRAIL ELEMENTARY SCHOOL                             ,130,CHERRY CREEK 5            ,E,   ,1155,1,2,2
BYERS ELEMENTARY SCHOOL                                     ,190,BYERS 32J                 ,E,   ,1168,2,1,1
BYERS JUNIOR-SENIOR HIGH SCHOOL                             ,190,BYERS 32J                 ,H,   ,1176,3,3,3
BYERS JUNIOR-SENIOR HIGH SCHOOL                             ,190,BYERS 32J                 ,M,   ,1176,2,3,2
CACHE LA POUDRE ELEMENTARY SCHOOL                           ,1550,POUDRE R-1                ,E,   ,1186,2,3,3
CACHE LA POUDRE MIDDLE SCHOOL                               ,1550,POUDRE R-1                ,M,   ,1190,2,3,3
CALHAN ELEMENTARY SCHOOL                                    ,970,CALHAN RJ-1               ,E,   ,1210,2,2,2
CALHAN MIDDLE SCHOOL                                        ,970,CALHAN RJ-1               ,M,   ,1215,1,2,2
CALHAN HIGH SCHOOL                                          ,970,CALHAN RJ-1               ,H,   ,1218,2,3,2
CALICHE ELEMENTARY SCHOOL                                   ,1828,VALLEY RE-1               ,E,   ,1220,1,3,2
CALICHE JUNIOR-SENIOR HIGH SCHOOL                           ,1828,VALLEY RE-1               ,H,   ,1224,3,3,2
CALICHE JUNIOR-SENIOR HIGH SCHOOL                           ,1828,VALLEY RE-1               ,M,   ,1224,3,3,3
CAMPBELL ELEMENTARY SCHOOL                                  ,1420,JEFFERSON COUNTY R-1      ,E,   ,1238,2,1,1
CENTENNIAL ELEMENTARY                                       ,470,ST VRAIN VALLEY RE 1J     ,E,   ,1245,1,1,1
CAMPO UNDIVIDED HIGH SCHOOL                                 ,270,CAMPO RE-6                ,H,   ,1252,,,3
CANON CITY MIDDLE SCHOOL                                    ,1140,CANON CITY RE-1           ,M,   ,1262,2,1,1
CANON CITY HIGH SCHOOL                                      ,1140,CANON CITY RE-1           ,H,   ,1266,1,2,1
CANYON CREEK ELEMENTARY SCHOOL                              ,130,CHERRY CREEK 5            ,E,   ,1273,3,2,2
CENTAURI MIDDLE SCHOOL                                      ,550,NORTH CONEJOS RE-1J       ,M,   ,1276,2,3,3
CAPROCK ACADEMY                                             ,8001,CHARTER SCHOOL INSTITUTE  ,E,   ,1279,2,3,1
CAPROCK ACADEMY                                             ,8001,CHARTER SCHOOL INSTITUTE  ,H,   ,1279,2,2,2
CAPROCK ACADEMY                                             ,8001,CHARTER SCHOOL INSTITUTE  ,M,   ,1279,3,1,1
CARBON VALLEY ACADEMY                                       ,470,ST VRAIN VALLEY RE 1J     ,E,   ,1284,3,3,3
CARBON VALLEY ACADEMY                                       ,470,ST VRAIN VALLEY RE 1J     ,H,   ,1284,,,2
CARBON VALLEY ACADEMY                                       ,470,ST VRAIN VALLEY RE 1J     ,M,   ,1284,2,2,2
CARBONDALE MIDDLE SCHOOL                                    ,1180,ROARING FORK RE-1         ,E,   ,1296,3,2,1
CARBONDALE MIDDLE SCHOOL                                    ,1180,ROARING FORK RE-1         ,M,   ,1296,2,2,2
CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL                   ,3090,KEENESBURG RE-3(J)        ,E,   ,1299,2,3,3
CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL                   ,3090,KEENESBURG RE-3(J)        ,M,   ,1299,2,3,3
CARLILE ELEMENTARY SCHOOL                                   ,2690,PUEBLO CITY 60            ,E,   ,1304,1,1,1
CARMEL MIDDLE SCHOOL                                        ,980,HARRISON 2                ,M,   ,1306,2,2,2
CARMODY MIDDLE SCHOOL                                       ,1420,JEFFERSON COUNTY R-1      ,M,   ,1318,2,1,1
FRED N THOMAS CAREER EDUCATION CENTER                       ,880,DENVER COUNTY 1           ,H,   ,1319,3,2,2
CAMPBELL ELEMENTARY SCHOOL                                  ,1828,VALLEY RE-1               ,E,   ,1321,3,2,3
CARRIE MARTIN ELEMENTARY SCHOOL                             ,1560,THOMPSON R2-J             ,E,   ,1323,2,1,2
CARSON ELEMENTARY SCHOOL                                    ,880,DENVER COUNTY 1           ,E,   ,1324,3,3,3
CARSON MIDDLE SCHOOL                                        ,1000,FOUNTAIN 8                ,M,   ,1332,2,2,2
ABRAMS ELEMENTARY SCHOOL                                    ,1000,FOUNTAIN 8                ,E,   ,1334,1,2,1
CARVER ELEMENTARY SCHOOL                                    ,1010,COLORADO SPRINGS 11       ,E,   ,1340,3,3,3
CESAR CHAVEZ ACADEMY DENVER                                 ,880,DENVER COUNTY 1           ,E,   ,1345,2,1,1
CESAR CHAVEZ ACADEMY DENVER                                 ,880,DENVER COUNTY 1           ,M,   ,1345,1,2,2
CASEY MIDDLE SCHOOL                                         ,480,BOULDER VALLEY RE 2       ,M,   ,1352,3,1,2
CASTLE ROCK ELEMENTARY SCHOOL                               ,900,DOUGLAS COUNTY RE 1       ,E,   ,1362,1,2,2
CASTLE VIEW HIGH SCHOOL                                     ,900,DOUGLAS COUNTY RE 1       ,H,   ,1367,2,2,2
CEDAREDGE HIGH SCHOOL                                       ,870,DELTA COUNTY 50(J)        ,H,   ,1372,3,3,3
CEDAREDGE MIDDLE SCHOOL                                     ,870,DELTA COUNTY 50(J)        ,M,   ,1375,2,1,1
SCHOLARS TO LEADERS ACADEMY                                 ,8001,CHARTER SCHOOL INSTITUTE  ,E,   ,1376,3,3,3
SCHOLARS TO LEADERS ACADEMY                                 ,8001,CHARTER SCHOOL INSTITUTE  ,M,   ,1376,1,3,2
CEDAR RIDGE ELEMENTARY SCHOOL                               ,2700,PUEBLO COUNTY 70          ,E,   ,1377,2,2,2
CENTAURI HIGH SCHOOL                                        ,550,NORTH CONEJOS RE-1J       ,H,   ,1378,2,2,2
CENTAURUS HIGH SCHOOL                                       ,480,BOULDER VALLEY RE 2       ,H,   ,1380,2,2,2
CENTENNIAL ACADEMY OF FINE ARTS EDUCATION                   ,140,LITTLETON 6               ,E,   ,1382,2,1,2
CENTENNIAL ELEMENTARY SCHOOL                                ,980,HARRISON 2                ,E,   ,1383,2,2,2
CENTENNIAL ELEMENTARY SCHOOL                                ,3120,GREELEY 6                 ,E,   ,1384,2,3,2
CENTENNIAL ELEMENTARY SCHOOL                                ,1560,THOMPSON R2-J             ,E,   ,1385,3,2,3
TRINIDAD MIDDLE SCHOOL                                      ,1580,TRINIDAD 1                ,M,   ,1386,1,1,1
CENTENNIAL ELEMENTARY SCHOOL                                ,20,ADAMS 12 FIVE STAR SCHOOLS,E,   ,1388,1,1,1
CENTENNIAL MIDDLE SCHOOL                                    ,480,BOULDER VALLEY RE 2       ,M,   ,1390,2,2,2
CENTENNIAL MIDDLE SCHOOL                                    ,2180,MONTROSE COUNTY RE-1J     ,M,   ,1392,3,2,2
CENTENNIAL JUNIOR HIGH SCHOOL                               ,640,CENTENNIAL R-1            ,M,   ,1396,3,3,3
CENTENNIAL HIGH SCHOOL                                      ,640,CENTENNIAL R-1            ,H,   ,1398,1,2,2
CENTENNIAL K-8 SCHOOL                                       ,880,DENVER COUNTY 1           ,E,   ,1400,3,1,2
CENTENNIAL K-8 SCHOOL                                       ,880,DENVER COUNTY 1           ,M,   ,1400,2,3,3
CENTENNIAL HIGH SCHOOL                                      ,2690,PUEBLO CITY 60            ,H,   ,1402,1,1,2
HASKIN ELEMENTARY SCHOOL                                    ,2810,CENTER 26 JT              ,E,   ,1412,3,3,3
SKOGLUND MIDDLE SCHOOL                                      ,2810,CENTER 26 JT              ,M,   ,1416,2,3,3
CENTER HIGH SCHOOL                                          ,2810,CENTER 26 JT              ,H,   ,1420,3,2,2
CENTRAL ELEMENTARY SCHOOL                                   ,30,ADAMS COUNTY 14           ,E,   ,1426,1,1,1
CENTRAL ELEMENTARY SCHOOL                                   ,470,ST VRAIN VALLEY RE 1J     ,E,   ,1434,2,3,3
BEAVER VALLEY ELEMENTARY SCHOOL                             ,2395,BRUSH RE-2(J)             ,E,   ,1438,2,1,1
WELD CENTRAL SENIOR HIGH SCHOOL                             ,3090,KEENESBURG RE-3(J)        ,H,   ,1446,2,3,2
CENTRAL HIGH SCHOOL                                         ,2000,MESA COUNTY VALLEY 51     ,H,   ,1450,2,3,3
CENTRAL HIGH SCHOOL                                         ,2690,PUEBLO CITY 60            ,H,   ,1454,1,2,2
AURORA CENTRAL HIGH SCHOOL                                  ,180,ADAMS-ARAPAHOE 28J        ,H,   ,1458,1,2,3
CENTURY ELEMENTARY SCHOOL                                   ,180,ADAMS-ARAPAHOE 28J        ,E,   ,1470,2,1,1
CENTURY MIDDLE SCHOOL                                       ,20,ADAMS 12 FIVE STAR SCHOOLS,M,   ,1480,2,2,2
CESAR CHAVEZ ACADEMY                                        ,2690,PUEBLO CITY 60            ,E,   ,1488,2,2,2
CESAR CHAVEZ ACADEMY                                        ,2690,PUEBLO CITY 60            ,M,   ,1488,1,2,2
CHAPPELOW K-8 MAGNET SCHOOL                                 ,3120,GREELEY 6                 ,E,   ,1500,2,3,3
CHAPPELOW K-8 MAGNET SCHOOL                                 ,3120,GREELEY 6                 ,M,   ,1500,2,2,2
CHAPARRAL HIGH SCHOOL                                       ,900,DOUGLAS COUNTY RE 1       ,H,   ,1503,2,1,2
GOODNIGHT ELEMENTARY SCHOOL                                 ,2690,PUEBLO CITY 60            ,E,   ,1504,2,2,2
GOODNIGHT ELEMENTARY SCHOOL                                 ,2690,PUEBLO CITY 60            ,M,   ,1504,1,1,1
CHAFFEE COUNTY HIGH SCHOOL                                  ,490,BUENA VISTA R-31          ,H,   ,1508,,,1
CHALLENGE SCHOOL                                            ,130,CHERRY CREEK 5            ,E,   ,1510,2,1,1
CHALLENGE SCHOOL                                            ,130,CHERRY CREEK 5            ,M,   ,1510,2,2,2
CHALLENGE TO EXCELLENCE CHARTER SCHOOL                      ,900,DOUGLAS COUNTY RE 1       ,E,   ,1512,3,2,2
CHALLENGE TO EXCELLENCE CHARTER SCHOOL                      ,900,DOUGLAS COUNTY RE 1       ,M,   ,1512,2,2,2
CHARLES HAY WORLD SCHOOL                                    ,120,ENGLEWOOD 1               ,E,   ,1514,3,3,3
STARGATE CHARTER SCHOOL                                     ,20,ADAMS 12 FIVE STAR SCHOOLS,E,   ,1519,2,2,2
STARGATE CHARTER SCHOOL                                     ,20,ADAMS 12 FIVE STAR SCHOOLS,M,   ,1519,2,2,2
CHATFIELD ELEMENTARY SCHOOL                                 ,2000,MESA COUNTY VALLEY 51     ,E,   ,1520,2,2,1
CHATFIELD HIGH SCHOOL                                       ,1420,JEFFERSON COUNTY R-1      ,H,   ,1522,2,2,2
CHELTENHAM ELEMENTARY SCHOOL                                ,880,DENVER COUNTY 1           ,E,   ,1528,2,3,2
CHERAW ELEMENTARY SCHOOL                                    ,2560,CHERAW 31                 ,E,   ,1538,1,1,1
CHERAW HIGH SCHOOL                                          ,2560,CHERAW 31                 ,H,   ,1546,1,,2
CHERAW MIDDLE SCHOOL                                        ,2560,CHERAW 31                 ,M,   ,1548,2,1,1
CHEROKEE TRAIL HIGH SCHOOL                                  ,130,CHERRY CREEK 5            ,H,   ,1551,2,2,2
CHERRELYN ELEMENTARY SCHOOL                                 ,120,ENGLEWOOD 1               ,E,   ,1556,2,3,3
CAMPUS MIDDLE SCHOOL                                        ,130,CHERRY CREEK 5            ,M,   ,1566,2,2,2
WEST MIDDLE SCHOOL                                          ,130,CHERRY CREEK 5            ,M,   ,1568,2,2,2
CHERRY CREEK HIGH SCHOOL                                    ,130,CHERRY CREEK 5            ,H,   ,1570,2,2,2
CHERRY CREEK CHARTER ACADEMY                                ,130,CHERRY CREEK 5            ,E,   ,1571,2,3,2
CHERRY CREEK CHARTER ACADEMY                                ,130,CHERRY CREEK 5            ,M,   ,1571,2,3,3
HIGH PLAINS ELEMENTARY SCHOOL                               ,130,CHERRY CREEK 5            ,E,   ,1572,3,2,2
CHERRY HILLS VILLAGE ELEMENTARY SCHOOL                      ,130,CHERRY CREEK 5            ,E,   ,1574,2,2,2
CHERRY VALLEY ELEMENTARY SCHOOL                             ,900,DOUGLAS COUNTY RE 1       ,E,   ,1578,2,1,1
NORTH STAR ACADEMY                                          ,900,DOUGLAS COUNTY RE 1       ,E,   ,1579,2,2,2
NORTH STAR ACADEMY                                          ,900,DOUGLAS COUNTY RE 1       ,M,   ,1579,2,2,1
CHEYENNE MOUNTAIN CHARTER ACADEMY                           ,1020,CHEYENNE MOUNTAIN 12      ,E,   ,1582,2,1,1
CHEYENNE MOUNTAIN ELEMENTARY SCHOOL                         ,1020,CHEYENNE MOUNTAIN 12      ,E,   ,1586,2,3,3
CHEYENNE MOUNTAIN JUNIOR HIGH SCHOOL                        ,1020,CHEYENNE MOUNTAIN 12      ,M,   ,1588,2,2,2
CHEYENNE MOUNTAIN HIGH SCHOOL                               ,1020,CHEYENNE MOUNTAIN 12      ,H,   ,1590,2,2,2
BROADMOOR ELEMENTARY SCHOOL                                 ,1020,CHEYENNE MOUNTAIN 12      ,E,   ,1592,2,2,2
SKYWAY PARK ELEMENTARY SCHOOL                               ,1020,CHEYENNE MOUNTAIN 12      ,E,   ,1604,3,3,2
CHEYENNE WELLS ELEMENTARY SCHOOL                            ,520,CHEYENNE COUNTY RE-5      ,E,   ,1608,1,2,2
CHEYENNE WELLS MIDDLE SCHOOL                                ,520,CHEYENNE COUNTY RE-5      ,M,   ,1610,3,3,3
CHEYENNE WELLS HIGH SCHOOL                                  ,520,CHEYENNE COUNTY RE-5      ,H,   ,1612,1,2,2
CHIPETA ELEMENTARY SCHOOL                                   ,1010,COLORADO SPRINGS 11       ,E,   ,1613,2,3,3
CIMARRON ELEMENTARY SCHOOL                                  ,130,CHERRY CREEK 5            ,E,   ,1614,3,3,3
CHINOOK TRAIL ELEMENTARY SCHOOL                             ,1040,ACADEMY 20                ,E,   ,1615,3,3,2
CIVA CHARTER ACADEMY                                        ,1010,COLORADO SPRINGS 11       ,H,   ,1616,1,1,1
EVANS INTERNATIONAL ELEMENTARY SCHOOL                       ,1110,FALCON 49                 ,E,   ,1618,2,2,2
CHIPETA ELEMENTARY SCHOOL                                   ,2000,MESA COUNTY VALLEY 51     ,E,   ,1619,3,3,3
CLARA E. METZ ELEMENTARY SCHOOL                             ,70,WESTMINSTER 50            ,E,   ,1622,2,1,1
MCAULIFFE ELEMENTARY                                        ,1010,COLORADO SPRINGS 11       ,E,   ,1625,2,3,3
THE CLASSICAL ACADEMY CHARTER                               ,1040,ACADEMY 20                ,E,   ,1627,2,2,2
THE CLASSICAL ACADEMY MIDDLE SCHOOL                         ,1040,ACADEMY 20                ,M,   ,1629,2,2,2
THE CLASSICAL ACADEMY HIGH SCHOOL                           ,1040,ACADEMY 20                ,H,   ,1630,1,1,1
GILPIN COUNTY ELEMENTARY SCHOOL                             ,1330,GILPIN COUNTY RE-1        ,E,   ,1632,1,1,1
GILPIN COUNTY UNDIVIDED HIGH SCHOOL                         ,1330,GILPIN COUNTY RE-1        ,H,   ,1634,2,1,1
GILPIN COUNTY UNDIVIDED HIGH SCHOOL                         ,1330,GILPIN COUNTY RE-1        ,M,   ,1634,1,1,2
CLAYTON ELEMENTARY SCHOOL                                   ,120,ENGLEWOOD 1               ,E,   ,1652,2,3,3
CLEAR CREEK MIDDLE SCHOOL                                   ,540,CLEAR CREEK RE-1          ,M,   ,1660,2,2,3
CLIFTON ELEMENTARY SCHOOL                                   ,2000,MESA COUNTY VALLEY 51     ,E,   ,1686,3,3,3
CLYDE MILLER K-8                                            ,180,ADAMS-ARAPAHOE 28J        ,E,   ,1720,3,2,2
COAL CREEK ELEMENTARY SCHOOL                                ,480,BOULDER VALLEY RE 2       ,E,   ,1725,2,3,3
COAL CREEK CANYON K-8 ELEMENTARY SCHOOL                     ,1420,JEFFERSON COUNTY R-1      ,E,   ,1730,3,3,3
COAL CREEK CANYON K-8 ELEMENTARY SCHOOL                     ,1420,JEFFERSON COUNTY R-1      ,M,   ,1730,2,2,2
COLORADO HIGH SCHOOL                                        ,880,DENVER COUNTY 1           ,H,   ,1748,,,2
COLORADO VIRTUAL ACADEMY (COVA)                             ,20,ADAMS 12 FIVE STAR SCHOOLS,E,   ,1752,2,1,2
COLORADO VIRTUAL ACADEMY (COVA)                             ,20,ADAMS 12 FIVE STAR SCHOOLS,H,   ,1752,2,2,3
COLORADO VIRTUAL ACADEMY (COVA)                             ,20,ADAMS 12 FIVE STAR SCHOOLS,M,   ,1752,2,2,1
COLFAX ELEMENTARY SCHOOL                                    ,880,DENVER COUNTY 1           ,E,   ,1774,3,2,2
COLE ARTS AND SCIENCE ACADEMY                               ,880,DENVER COUNTY 1           ,E,   ,1785,3,2,1
COLE ARTS AND SCIENCE ACADEMY                               ,880,DENVER COUNTY 1           ,M,   ,1785,3,2,2
COLLEGE VIEW ELEMENTARY SCHOOL                              ,880,DENVER COUNTY 1           ,E,   ,1788,2,1,1
