School Code,School Name,Physical Address,Physical City,Physical State,Physical Zipcode,Phone,LowestGrade,,School Type,Organization Code,District Name,District Size,District Setting
0504, WELBY MONTESSORI SCHOOL,1200 E 78TH AVE,DENVER,CO,80229,3038531700,Preschool,6th Grade,Elementary,0010,MAPLETON 1,"1,201 - 6,000",Denver Metro
0505,ACHIEVE ACADEMY,9100 POZE BLVD,THORNTON,CO,80229,3038531300,Kindergarten,8th Grade,Elementary,0010,MAPLETON 1,"1,201 - 6,000",Denver Metro
0506,EXPLORE ELEMENTARY,9150 POZE BLVD,THORNTON,CO,80229,3038531300,Kindergarten,6th Grade,Elementary,0010,MAPLETON 1,"1,201 - 6,000",Denver Metro
0507,ADVENTURE ELEMENTARY,7700 DELTA ST.,DENVER,CO,80221,3038531410,Preschool,6th Grade,Elementary,0010,MAPLETON 1,"1,201 - 6,000",Denver Metro
0509,CLAYTON PARTNERSHIP SCHOOL,2410 POZE BLVD,THORNTON,CO,80229,3038531460,Kindergarten,8th Grade,Elementary,0010,MAPLETON 1,"1,201 - 6,000",Denver Metro
0510,CONRAD BALL MIDDLE SCHOOL,2660 NORTH MONROE AVENUE,LOVELAND,CO,80538,9706137300,6th Grade,8th Grade,Middle,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
0515,AYRES ELEMENTARY SCHOOL,1812 ROBIN ROAD,STERLING,CO,80751,9705221409,Kindergarten,2nd Grade,Elementary,1828,VALLEY RE-1,"1,201 - 6,000",Outlying City
0517,ACADEMY FOR ADVANCED AND CREATIVE LEARNING,2510 NORTH CHESTNUT STREET,COLORADO SPRINGS,CO,80907,0,Kindergarten,8th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
0520,BARNUM ELEMENTARY SCHOOL,85 HOOKER STREET,DENVER,CO,80219,7204249784,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
0540,BARRETT ELEMENTARY SCHOOL,2900 RICHARD ALLEN COURT,DENVER,CO,80205,7204249530,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
0550,BARTON PREKINDERGARTEN,703 EAST PROSPECT,FORT COLLINS,CO,80525,9704903204,Preschool,Preschool,Elementary,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
0555,BANNING LEWIS RANCH ACADEMY,7094 COTTONWOOD TREE DRIVE,COLORADO SPRINGS,CO,80927,7195700075,Kindergarten,8th Grade,Elementary,1110,FALCON 49,"1,201 - 6,000",Urban-Suburban
0560,BASALT ELEMENTARY SCHOOL,151 EAST COTTONWOOD DRIVE,BASALT,CO,81621,9703845800,Preschool,4th Grade,Elementary,1180,ROARING FORK RE-1,"1,201 - 6,000",Outlying City
0561,BASALT MIDDLE SCHOOL,51 SCHOOL STREET,BASALT,CO,81621,9703845900,5th Grade,8th Grade,Middle,1180,ROARING FORK RE-1,"1,201 - 6,000",Outlying City
0570,BASALT HIGH SCHOOL,600 SOUTHSIDE DRIVE,BASALT,CO,81621,9703845959,9th Grade,12th Grade,Senior,1180,ROARING FORK RE-1,"1,201 - 6,000",Outlying City
0594,BATES ELEMENTARY SCHOOL,702 CRAGMOR ROAD,COLORADO SPRINGS,CO,80907,7193285400,Preschool,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
0604,BATTLE MOUNTAIN HIGH SCHOOL,151 MILLER RANCH ROAD,EDWARDS,CO,81620,9703282930,9th Grade,12th Grade,Senior,0910,EAGLE COUNTY RE 50,"1,201 - 6,000",Outlying Town
0609,BATTLE ROCK CHARTER SCHOOL,11247 COUNTY ROAD G,CORTEZ,CO,81321,9705653237,Kindergarten,6th Grade,Elementary,2035,MONTEZUMA-CORTEZ RE-1,"1,201 - 6,000",Outlying City
0612,BAUDER ELEMENTARY SCHOOL,2345 WEST PROSPECT,FORT COLLINS,CO,80526,9704884150,Preschool,5th Grade,Elementary,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
0632,BAYFIELD ELEMENTARY SCHOOL,"511 E MUSTANG LN, 24 CLOVER DR",BAYFIELD,CO,81122,9708849571,Preschool,5th Grade,Elementary,1530,BAYFIELD 10 JT-R,601 - 1.200,Outlying Town
0636,BAYFIELD MIDDLE SCHOOL,"615 E. OAK, 24 CLOVER DR",BAYFIELD,CO,81122,9708849592,6th Grade,8th Grade,Middle,1530,BAYFIELD 10 JT-R,601 - 1.200,Outlying Town
0640,BAYFIELD HIGH SCHOOL,"800 CO RD 501, 24 CLOVER DR",BAYFIELD,CO,81122,9708849521,9th Grade,12th Grade,Senior,1530,BAYFIELD 10 JT-R,601 - 1.200,Outlying Town
0650,BEACH COURT ELEMENTARY SCHOOL,4950 BEACH COURT,DENVER,CO,80221,7204249470,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
0651,BEAR CANYON ELEMENTARY SCHOOL,9660 SALFORD LANE,HIGHLANDS RANCH,CO,80126,3033876475,Kindergarten,6th Grade,Elementary,0900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
0652,BEAR CREEK ELEMENTARY SCHOOL,2500 TABLE MESA DRIVE,BOULDER,CO,80305,7205613500,Kindergarten,5th Grade,Elementary,0480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
0653,STONE CREEK SCHOOL,0375 YODER AVE,AVON,CO,81620,9707484535,Kindergarten,8th Grade,Elementary,8001,Charter School Institute,#N/A,#N/A
0654,THE PINNACLE CHARTER SCHOOL ELEMENTARY,1001 W 84TH STREET,FEDERAL HEIGHTS,CO,80206,3034503985,Kindergarten,5th Grade,Elementary,8001,Charter School Institute,#N/A,#N/A
0655,HIGH POINT ACADEMY,6192 NORTH GENOA STREET,AURORA,CO,80019,3032175152,Preschool,8th Grade,Elementary,8001,Charter School Institute,#N/A,#N/A
0657,T.R. PAUL ACADEMY OF ARTS & KNOWLEDGE,4512 MCMURRAY,FT COLLINS,CO,80525,9702262800,Kindergarten,8th Grade,Elementary,8001,Charter School Institute,#N/A,#N/A
0660,BEAR CREEK K-8 SCHOOL,9601 WEST DARTMOUTH PLACE,LAKEWOOD,CO,80227,3039828714,Kindergarten,8th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
0664,BEAR CREEK HIGH SCHOOL,9800 WEST DARTMOUTH PLACE,LAKEWOOD,CO,80227,3039828855,9th Grade,12th Grade,Senior,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
0678,BEATTIE ELEMENTARY SCHOOL,3000 MEADOWLARK,FORT COLLINS,CO,80526,9704884225,Preschool,5th Grade,Elementary,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
0694,BELL MIDDLE SCHOOL,1001 ULYSSES STREET,GOLDEN,CO,80401,3039824280,7th Grade,8th Grade,Middle,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
0700,BELLE CREEK CHARTER SCHOOL,9290 EAST 107TH AVENUE,HENDERSON,CO,80640,3034680160,Kindergarten,8th Grade,Elementary,0040,BRIGHTON 27J,"1,201 - 6,000",Denver Metro
0714,BELLEVIEW ELEMENTARY SCHOOL,4851 SOUTH DAYTON STREET,GREENWOOD VILLAGE,CO,80111,7205543100,Preschool,5th Grade,Elementary,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
0724,BELMAR ELEMENTARY SCHOOL,885 SOUTH GARRISON STREET,LAKEWOOD,CO,80226,3039828220,Kindergarten,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
0738,BELMONT ELEMENTARY SCHOOL,31 MACNAUGHTON ROAD,PUEBLO,CO,81001,7195497500,Preschool,5th Grade,Elementary,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
0752,FRANKLIN ELEMENTARY SCHOOL,1603 EAST EUCLID AVE,CENTENNIAL,CO,80121,3033474500,Kindergarten,5th Grade,Elementary,0140,LITTLETON 6,"6,001 - 25,000",Denver Metro
0754,BENJAMIN EATON ELEMENTARY SCHOOL,100 SOUTH MOUNTAIN VIEW DRIVE,EATON,CO,80615,9704545200,3rd Grade,5th Grade,Elementary,3085,EATON RE-2,"1,201 - 6,000",Outlying Town
0756,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,1315 HORSESHOE DRIVE,PUEBLO,CO,81001,7195497540,Preschool,5th Grade,Elementary,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
0763,BENNETT PRESCHOOL,805 WASHINGTON WAY,BENNETT,CO,80102,3036443234,Preschool,Preschool,Elementary,0050,BENNETT 29J,601 - 1.200,Outlying Town
0766,BENNETT ELEMENTARY SCHOOL,1125 BENNETT ROAD,FORT COLLINS,CO,80521,9704884750,Kindergarten,5th Grade,Elementary,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
0770,BENNETT ELEMENTARY SCHOOL,462 8TH STREET,BENNETT,CO,80102,3036443234,Kindergarten,5th Grade,Elementary,0050,BENNETT 29J,601 - 1.200,Outlying Town
0774,BENNETT MIDDLE SCHOOL,455 8TH STREET,BENNETT,CO,80102,3036443234,6th Grade,8th Grade,Middle,0050,BENNETT 29J,601 - 1.200,Outlying Town
0775,BENNETT HIGH SCHOOL,610 7TH STREET,BENNETT,CO,80102,3036443234,9th Grade,12th Grade,Senior,0050,BENNETT 29J,601 - 1.200,Outlying Town
0776,BERGEN MEADOW PRIMARY SCHOOL,1892 BERGEN PARKWAY,EVERGREEN,CO,80439,3039824890,Preschool,2nd Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
0779,BERGEN VALLEY INTERMEDIATE SCHOOL,1422 SUGARBUSH DRIVE,EVERGREEN,CO,80439,3039824964,3rd Grade,5th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
0793,BERRY CREEK MIDDLE SCHOOL,1000 MILLER RANCH ROAD,EDWARDS,CO,81632,9703282960,6th Grade,8th Grade,Middle,0910,EAGLE COUNTY RE 50,"1,201 - 6,000",Outlying Town
0808,BERTHOUD ELEMENTARY SCHOOL,560 BUNYAN AVENUE,BERTHOUD,CO,80513,9706137500,Kindergarten,5th Grade,Elementary,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
0812,BERTHOUD HIGH SCHOOL,850 SPARTAN AVENUE,BERTHOUD,CO,80513,9706137700,9th Grade,12th Grade,Senior,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
0822,BESSEMER ELEMENTARY SCHOOL,1125 E ROUTT AVENUE,PUEBLO,CO,81004,7195497505,Preschool,8th Grade,Elementary,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
0832,BETHUNE ELEMENTARY SCHOOL,145 WEST 3RD,BETHUNE,CO,80805,7193467513,Preschool,6th Grade,Elementary,1490,BETHUNE R-5,300 or less,Rural
0842,BETHUNE JUNIOR-SENIOR HIGH SCHOOL,145 WEST 3RD,BETHUNE,CO,80805,7193467513,7th Grade,12th Grade,Senior,1490,BETHUNE R-5,300 or less,Rural
0852,BEULAH ELEMENTARY SCHOOL,8734 SCHOOLHOUSE LANE,BEULAH,CO,81023,7194853127,Kindergarten,5th Grade,Elementary,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
0856,BEULAH MIDDLE SCHOOL,8734 SCHOOLHOUSE LANE,BEULAH,CO,81023,7194853127,6th Grade,8th Grade,Middle,2700,PUEBLO COUNTY 70,"1,201 - 6,000",Urban-Suburban
0860,BEULAH HEIGHTS ELEMENTARY SCHOOL,2670 DELPHINIUM STREET,PUEBLO,CO,81005,7195497510,Preschool,5th Grade,Elementary,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
0865,B F KITCHEN ELEMENTARY SCHOOL,915 DEBORAH DRIVE,LOVELAND,CO,80537,9706135500,Kindergarten,5th Grade,Elementary,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
0870,BIG THOMPSON ELEMENTARY SCHOOL,7702 WEST HIGHWAY 34,LOVELAND,CO,80538,9706135600,Kindergarten,5th Grade,Elementary,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
0871,THE BIJOU SCHOOL,2904 W KIOWA ST,COLORADO SPRINGS,CO,80904,7193287900,9th Grade,12th Grade,Senior,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
0872,BIRCH ELEMENTARY SCHOOL,1035 BIRCH,BROOMFIELD,CO,80020,7205618800,Preschool,5th Grade,Elementary,0480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
0875,BLACK ROCK ELEMENTARY,2000 MOUNTAIN VIEW BLVD,ERIE,CO,80516,7208903995,Preschool,5th Grade,Elementary,0470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
0878,BLUE MOUNTAIN ELEMENTARY,1260 MOUNTAIN DRIVE,LONGMONT,CO,80503,7206528220,Preschool,5th Grade,Elementary,0470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
0890,MARY BLAIR ELEMENTARY SCHOOL,860 EAST 29 STREET,LOVELAND,CO,80538,9706136400,Kindergarten,5th Grade,Elementary,1560,THOMPSON R2-J,"6,001 - 25,000",Urban-Suburban
0892,BLEVINS MIDDLE SCHOOL,2101 SOUTH TAFT HILL ROAD,FORT COLLINS,CO,80526,9704884000,6th Grade,8th Grade,Middle,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
0898,BOLTZ MIDDLE SCHOOL,720 BOLTZ DRIVE,FORT COLLINS,CO,80525,9704723700,6th Grade,8th Grade,Middle,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
0900,BOOKCLIFF MIDDLE SCHOOL,2935 ORCHARD AVE,GRAND JUNCTION,CO,81504,9702546220,6th Grade,8th Grade,Middle,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
0914,BOSTON K-8 SCHOOL,1365 JAMAICA STREET,AURORA,CO,80010,3033646878,Preschool,8th Grade,Elementary,0180,ADAMS-ARAPAHOE 28J,"Over 25,000",Denver Metro
0919,BOULDER COMMUNITY SCHOOL/INTEGRATED STUDIES,3995 EAST AURORA AVENUE,BOULDER,CO,80303,7205616500,Kindergarten,5th Grade,Elementary,0480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
0924,BOULDER HIGH SCHOOL,1604 ARAPAHOE AVENUE,BOULDER,CO,80302,7205612200,9th Grade,12th Grade,Senior,0480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
0930,BOULDER UNIVERSAL,6500 EAST ARAPAHOE ROAD,BOULDER,CO,80303,7205616253,Kindergarten,12th Grade,Senior,0480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
0934,BOULDER PREP CHARTER HIGH SCHOOL,5075 CHAPARRAL COURT #1,BOULDER,CO,80301,3035456186,9th Grade,12th Grade,Senior,0480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
0944,BOYD ELEMENTARY SCHOOL,11TH AND HUNT AVENUES,ALAMOSA,CO,81101,7195896791,2nd Grade,3rd Grade,Elementary,0100,ALAMOSA RE-11J,"1,201 - 6,000",Outlying City
0948,BRANSON SCHOOL ONLINE,101 SADDLE ROCK DRIVE,BRANSON,CO,81027,7199465531,Kindergarten,12th Grade,Senior,1750,BRANSON REORGANIZED 82,300 or less,Rural
0950,BRADFORD PRIMARY SCHOOL,1 WHITE OAK DRIVE,LITTLETON,CO,80127,3039823480,Kindergarten,3rd Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
0951,BLUE HERON ELEMENTARY SCHOOL,5987 WEST DORADO DRIVE,LITTLETON,CO,80123,3039822770,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
0952,BRADFORD INTERMEDIATE SCHOOL,2 WOODRUFF,LITTLETON,CO,80127,3039824882,4th Grade,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
0954,BRADFORD ELEMENTARY SCHOOL,107 SOUTH LA CROSSE AVENUE,PUEBLO,CO,81001,7195497515,Preschool,5th Grade,Elementary,2690,PUEBLO CITY 60,"6,001 - 25,000",Urban-Suburban
0964,BRADLEY ELEMENTARY SCHOOL,3051 SOUTH ELM STREET,DENVER,CO,80222,7204249468,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
0965,BRADY EXPLORATION SCHOOL,5220 W. OHIO AVENUE,LAKEWOOD,CO,80226,3039826722,9th Grade,12th Grade,Senior,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
0974,BRANSON ELEMENTARY SCHOOL,101 SADDLEROCK DRIVE,BRANSON,CO,81027,7199465531,Preschool,6th Grade,Elementary,1750,BRANSON REORGANIZED 82,300 or less,Rural
0978,BRANSON UNDIVIDED HIGH SCHOOL,101 SADDLEROCK DRIVE,BRANSON,CO,81027,7199465531,7th Grade,12th Grade,Senior,1750,BRANSON REORGANIZED 82,300 or less,Rural
0979,BRANSON SCHOOL ONLINE GED PREP,101 SADDLEROCK DRIVE,BRANSON,CO,81027,7199465521,9th Grade,12th Grade,Senior,1750,BRANSON REORGANIZED 82,300 or less,Rural
0988,BRENTWOOD MIDDLE SCHOOL,2600  24TH AVENUE COURT,GREELEY,CO,80634,9703483000,6th Grade,8th Grade,Middle,3120,GREELEY 6,"6,001 - 25,000",Urban-Suburban
1000,BRICKER ELEMENTARY SCHOOL,4880 DOVER PLACE,COLORADO SPRINGS,CO,80916,7195792150,Preschool,5th Grade,Elementary,0980,HARRISON 2,"6,001 - 25,000",Urban-Suburban
1006,BRIDGES,455 SOUTH 3RD STREET,CARBONDALE,CO,81623,9703845995,9th Grade,12th Grade,Senior,1180,ROARING FORK RE-1,"1,201 - 6,000",Outlying City
1008,BRIGGSDALE ELEMENTARY SCHOOL,515 LESLIE STREET,BRIGGSDALE,CO,80611,9706563417,Preschool,5th Grade,Elementary,3146,BRIGGSDALE RE-10,300 or less,Rural
1012,BRIGGSDALE UNDIVIDED HIGH SCHOOL,515 LESLIE STREET,BRIGGSDALE,CO,80611,9706573417,6th Grade,12th Grade,Senior,3146,BRIGGSDALE RE-10,300 or less,Rural
1020,BRIGHT HORIZONS PRE-KINDERGARTEN SCHOOL,5321 EAST 136TH AVENUE,BRIGHTON,CO,80601,7209724574,Infant,Preschool,Elementary,0020,ADAMS 12 FIVE STAR SCHOOLS,"Over 25,000",Denver Metro
1021,BRIGHTON HERITAGE ACADEMY,830 BRIDGE STREET,BRIGHTON,CO,80601,3036552850,6th Grade,12th Grade,Senior,0040,BRIGHTON 27J,"1,201 - 6,000",Denver Metro
1022,BRIGHTON HIGH SCHOOL,270 SOUTH 8TH AVENUE,BRIGHTON,CO,80601,3036554200,9th Grade,12th Grade,Senior,0040,BRIGHTON 27J,"1,201 - 6,000",Denver Metro
1032,BRISTOL ELEMENTARY SCHOOL,890 NORTH WALNUT STREET,COLORADO SPRINGS,CO,80905,7193284000,Kindergarten,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
1046,BROADWAY ELEMENTARY SCHOOL,2248 BROADWAY,GRAND JUNCTION,CO,81503,9702546430,Preschool,5th Grade,Elementary,2000,MESA COUNTY VALLEY 51,"6,001 - 25,000",Urban-Suburban
1052,BROMLEY EAST CHARTER SCHOOL,356 LONGSPUR DRIVE,BRIGHTON,CO,80601,7206853297,Kindergarten,8th Grade,Elementary,0040,BRIGHTON 27J,"1,201 - 6,000",Denver Metro
1056,BROMWELL ELEMENTARY SCHOOL,2500 EAST 4TH AVENUE,DENVER,CO,80206,7204249330,Kindergarten,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1066,BROOMFIELD HEIGHTS MIDDLE SCHOOL,1555 DAPHNE STREET,BROOMFIELD,CO,80020,7205618400,6th Grade,8th Grade,Middle,0480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
1070,BROOMFIELD HIGH SCHOOL,1 EAGLE WAY,BROOMFIELD,CO,80020,7205618100,9th Grade,12th Grade,Senior,0480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
1076,BROWN ELEMENTARY SCHOOL,2550 LOWELL BLVD,DENVER,CO,80211,7204241611,Preschool,5th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1094,BRUSH MIDDLE SCHOOL,401 HOWARD,BRUSH,CO,80723,9708425035,6th Grade,8th Grade,Middle,2395,BRUSH RE-2(J),"1,201 - 6,000",Outlying Town
1096,BRUSH HIGH SCHOOL,400 WEST ROAD,BRUSH,CO,80723,9708425171,9th Grade,12th Grade,Senior,2395,BRUSH RE-2(J),"1,201 - 6,000",Outlying Town
1106,BRYANT WEBSTER K-8 SCHOOL,3635 QUIVAS ST,DENVER,CO,80211,7204249170,Preschool,8th Grade,Elementary,0880,DENVER COUNTY 1,"Over 25,000",Denver Metro
1126,BUENA VISTA ELEMENTARY SCHOOL,924 W PIKES PEAK AVE,COLORADO SPRINGS,CO,80905,7193284100,Preschool,5th Grade,Elementary,1010,COLORADO SPRINGS 11,"Over 25,000",Urban-Suburban
1130,BUENA VISTA HIGH SCHOOL,RAILROAD & MARQUETTE,BUENA VISTA,CO,81211,7193957100,9th Grade,12th Grade,Senior,0490,BUENA VISTA R-31,601 - 1.200,Outlying Town
1131,BUFFALO RIDGE ELEMENTARY SCHOOL,7075 NORTH SHOREHAM DRIVE,CASTLE ROCK,CO,80108,3033875575,Kindergarten,5th Grade,Elementary,0900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
1132,HARRY L MC GINNIS MIDDLE SCHOOL,SOUTH RAILROAD & MARQUETTE,BUENA VISTA,CO,81211,7193957060,6th Grade,8th Grade,Middle,0490,BUENA VISTA R-31,601 - 1.200,Outlying Town
1136,MANHATTAN MIDDLE SCHOOL OF THE ARTS AND ACADEMICS,290 MANHATTAN DRIVE,BOULDER,CO,80303,7205616300,6th Grade,8th Grade,Middle,0480,BOULDER VALLEY RE 2,"Over 25,000",Denver Metro
1144,BURLINGTON ELEMENTARY SCHOOL,450 11TH STREET,BURLINGTON,CO,80807,7193468166,Preschool,4th Grade,Elementary,1500,BURLINGTON RE-6J,601 - 1.200,Outlying Town
1148,BURLINGTON ELEMENTARY SCHOOL,1051 S. PRATT PARKWAY,LONGMONT,CO,80501,3037768861,Preschool,5th Grade,Elementary,0470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
1150,BURLINGTON MIDDLE SCHOOL,2600 ROSE AVENUE,BURLINGTON,CO,80807,7193465440,5th Grade,8th Grade,Middle,1500,BURLINGTON RE-6J,601 - 1.200,Outlying Town
1152,BURLINGTON HIGH SCHOOL,380 MIKE LOUNGE DRIVE,BURLINGTON,CO,80807,7193468455,9th Grade,12th Grade,Senior,1500,BURLINGTON RE-6J,601 - 1.200,Outlying Town
1154,BUENA VISTA ONLINE ACADEMY,613 EAST MAIN STREET,BUENA VISTA,CO,81211,7193954064,3rd Grade,12th Grade,Senior,0490,BUENA VISTA R-31,601 - 1.200,Outlying Town
1155,BUFFALO TRAIL ELEMENTARY SCHOOL,24300 EAST PROGRESS DRIVE,AURORA,CO,80016,7208864000,Preschool,6th Grade,Elementary,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
1168,BYERS ELEMENTARY SCHOOL,444 EAST FRONT STREET,BYERS,CO,80103,3038225292,Preschool,6th Grade,Elementary,0190,BYERS 32J,301 - 600,Rural
1176,BYERS JUNIOR-SENIOR HIGH SCHOOL,444 EAST FRONT STREET,BYERS,CO,80103,3038225292,7th Grade,12th Grade,Senior,0190,BYERS 32J,301 - 600,Rural
1186,CACHE LA POUDRE ELEMENTARY SCHOOL,3511 W CR 54G,LA PORTE,CO,80535,9704887600,Preschool,5th Grade,Elementary,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
1190,CACHE LA POUDRE MIDDLE SCHOOL,3515 W CR 54G,LA PORTE,CO,80535,9704887400,6th Grade,8th Grade,Middle,1550,POUDRE R-1,"6,001 - 25,000",Urban-Suburban
1210,CALHAN ELEMENTARY SCHOOL,800 BULLDOG DRIVE,CALHAN,CO,80808,7193472766,Preschool,5th Grade,Elementary,0970,CALHAN RJ-1,301 - 600,Rural
1215,CALHAN MIDDLE SCHOOL,800 BULLDOG DRIVE,CALHAN,CO,80808,7193472766,6th Grade,8th Grade,Middle,0970,CALHAN RJ-1,301 - 600,Rural
1218,CALHAN HIGH SCHOOL,800 BULLDOG DRIVE,CALHAN,CO,80808,7193472766,9th Grade,12th Grade,Senior,0970,CALHAN RJ-1,301 - 600,Rural
1220,CALICHE ELEMENTARY SCHOOL,26308 CTY RD 65,ILIFF,CO,80736,9705228330,Preschool,6th Grade,Elementary,1828,VALLEY RE-1,"1,201 - 6,000",Outlying City
1224,CALICHE JUNIOR-SENIOR HIGH SCHOOL,26308 BUFFALO ROAD,ILIFF,CO,80736,9705228200,7th Grade,12th Grade,Senior,1828,VALLEY RE-1,"1,201 - 6,000",Outlying City
1238,CAMPBELL ELEMENTARY SCHOOL,6500 OAK STREET,ARVADA,CO,80004,3039821440,Preschool,6th Grade,Elementary,1420,JEFFERSON COUNTY R-1,"Over 25,000",Denver Metro
1245,CENTENNIAL ELEMENTARY,10290 NEIGHBORS PARKWAY,FIRESTONE,CO,80504,7206528240,Preschool,5th Grade,Elementary,0470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
1248,CAMPO ELEMENTARY SCHOOL,480 MAPLE STREET,CAMPO,CO,81029,7197872226,Infant,5th Grade,Elementary,0270,CAMPO RE-6,300 or less,Rural
1252,CAMPO UNDIVIDED HIGH SCHOOL,480 MAPLE STREET,CAMPO,CO,81029,7197872226,6th Grade,12th Grade,Senior,0270,CAMPO RE-6,300 or less,Rural
1262,CANON CITY MIDDLE SCHOOL,1215 MAIN STEEET,CANON CITY,CO,81212,7192765740,6th Grade,8th Grade,Middle,1140,CANON CITY RE-1,"1,201 - 6,000",Outlying City
1266,CANON CITY HIGH SCHOOL,1313 COLLEGE,CANON CITY,CO,81212,7192765870,9th Grade,12th Grade,Senior,1140,CANON CITY RE-1,"1,201 - 6,000",Outlying City
1270,EARLY CHILDHOOD CENTER,3950 TRAIL BOSS LANE,CASTLE ROCK,CO,80104,7204330025,Infant,Preschool,Elementary,0900,DOUGLAS COUNTY RE 1,"6,001 - 25,000",Denver Metro
1273,CANYON CREEK ELEMENTARY SCHOOL,6070 SOUTH VERSAILLES PARKWAY,AURORA,CO,80015,7208863600,Preschool,5th Grade,Elementary,0130,CHERRY CREEK 5,"Over 25,000",Denver Metro
1276,CENTAURI MIDDLE SCHOOL,17891 US HWY 285,LA JARA,CO,81140,7192744301,6th Grade,8th Grade,Middle,0550,NORTH CONEJOS RE-1J,"1,201 - 6,000",Rural
1279,CAPROCK ACADEMY,640 24 1/2 ROAD,GRAND JUNCTION,CO,81505,9702431771,Kindergarten,10th Grade,Senior,8001,Charter School Institute,#N/A,#N/A
1284,CARBON VALLEY ACADEMY,4040 CORIOLIS WAY,FREDERICK,CO,80530,3037749555,Preschool,11th Grade,Senior,0470,ST VRAIN VALLEY RE 1J,"6,001 - 25,000",Denver Metro
1296,CARBONDALE MIDDLE SCHOOL,180 SNOWMASS DRIVE,CARBONDALE,CO,81623,9703845700,5th Grade,8th Grade,Middle,1180,ROARING FORK RE-1,"1,201 - 6,000",Outlying City
1299,CARDINAL COMMUNITY ACADEMY CHARTER SCHOOL,3101 WCR 65,KEENESBURG,CO,80643,3037329312,Kindergarten,8th Grade,Elementary,3090,KEENESBURG RE-3(J),"1,201 - 6,000",Rural
