School Name,District Number,District Name,EMH,EMH_combined,School Number,rate_at.5_chng_ach,rate_at.5_chng_growth,pct_pts_chnge_.5
MONUMENT CHARTER ACADEMY,1080,LEWIS-PALMER 38,E,,5093,2,3,3
MONUMENT CHARTER ACADEMY,1080,LEWIS-PALMER 38,M,,5093,2,3,3
LEWIS-PALMER ELEMENTARY SCHOOL,1080,LEWIS-PALMER 38,E,,5096,2,2,2
LEWIS-PALMER MIDDLE SCHOOL,1080,LEWIS-PALMER 38,M,,5098,2,2,1
LEWIS-PALMER HIGH SCHOOL,1080,LEWIS-PALMER 38,H,,5100,2,2,2
JEFFERSON INTERMEDIATE SCHOOL,2530,ROCKY FORD R-2,E,,5114,3,3,2
LIBERTY ELEMENTARY SCHOOL,3230,LIBERTY J-4,E,,5119,1,1,3
LIBERTY COMMON CHARTER SCHOOL,1550,POUDRE R-1,E,,5120,2,3,3
LIBERTY COMMON CHARTER SCHOOL,1550,POUDRE R-1,M,,5120,2,2,2
LIBERTY JUNIOR-SENIOR HIGH SCHOOL,3230,LIBERTY J-4,H,MH,5123,,,3
LIBERTY JUNIOR-SENIOR HIGH SCHOOL,3230,LIBERTY J-4,M,MH,5123,,,3
LIBERTY HIGH SCHOOL,1040,ACADEMY 20,H,,5126,2,2,1
LIFE SKILLS CENTER OF DENVER,0880,DENVER COUNTY 1,H,,5129,1,1,2
LIMON ELEMENTARY SCHOOL,1790,LIMON RE-4J,E,,5132,2,2,2
LIMON JUNIOR-SENIOR HIGH SCHOOL,1790,LIMON RE-4J,H,,5136,1,2,2
LIMON JUNIOR-SENIOR HIGH SCHOOL,1790,LIMON RE-4J,M,,5136,3,2,2
LINCOLN CHARTER ACADEMY,1420,JEFFERSON COUNTY R-1,E,EM,5145,2,3,2
LINCOLN CHARTER ACADEMY,1420,JEFFERSON COUNTY R-1,M,EM,5145,3,2,2
LIFE SKILLS CENTER OF COLORADO SPRINGS,1010,COLORADO SPRINGS 11,H,,5146,,,2
LINCOLN ELEMENTARY SCHOOL,0870,DELTA COUNTY 50(J),E,,5154,2,2,1
LINCOLN ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,5158,2,3,2
LINCOLN ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,5162,1,1,1
LINCOLN ELEMENTARY SCHOOL,1140,CANON CITY RE-1,E,,5166,2,2,1
LINCOLN MIDDLE SCHOOL,1550,POUDRE R-1,M,,5168,3,2,2
LINCOLN ELEMENTARY SCHOOL,1560,THOMPSON R-2J,E,,5170,2,3,1
LINCOLN HIGH SCHOOL,2405,FORT MORGAN RE-3,H,,5180,,,1
LINCOLN ELEMENTARY SCHOOL,2660,LAMAR RE-2,E,,5190,2,2,1
LINTON ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,5196,2,3,3
JEFFERSON ELEMENTARY SCHOOL,3120,GREELEY 6,E,,5199,,,
LINCOLN ORCHARD MESA ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,5210,1,2,1
LITTLE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5222,2,2,2
LITTLETON HIGH SCHOOL,0140,LITTLETON 6,H,,5224,2,2,2
LITTLETON ACADEMY,0140,LITTLETON 6,E,,5229,2,2,2
LITTLETON ACADEMY,0140,LITTLETON 6,M,,5229,2,2,1
LITTLETON PREP CHARTER SCHOOL,0140,LITTLETON 6,E,,5233,2,3,2
LITTLETON PREP CHARTER SCHOOL,0140,LITTLETON 6,M,,5233,2,2,1
LIVERMORE ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,5234,1,1,2
LOIS LENSKI ELEMENTARY SCHOOL,0140,LITTLETON 6,E,,5236,2,2,2
LONE STAR MIDDLE SCHOOL,3060,LONE STAR 101,E,,5238,1,1,1
LONE STAR MIDDLE SCHOOL,3060,LONE STAR 101,M,,5238,2,2,1
LOMA ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,5244,2,1,1
LOMA LINDA ELEMENTARY SCHOOL,0470,ST VRAIN VALLEY RE 1J,E,,5246,2,2,1
LONE STAR ELEMENTARY SCHOOL,3060,LONE STAR 101,E,,5254,2,1,1
LONE STAR UNDIVIDED HIGH SCHOOL,3060,LONE STAR 101,H,,5258,,,3
LONGFELLOW ELEMENTARY SCHOOL,0500,SALIDA R-32,E,,5268,2,2,2
LONGMONT HIGH SCHOOL,0470,ST VRAIN VALLEY RE 1J,H,,5282,2,2,2
LONGMONT ESTATES ELEMENTARY SCHOOL,0470,ST VRAIN VALLEY RE 1J,E,,5284,2,2,2
SUNSET MIDDLE SCHOOL,0470,ST VRAIN VALLEY RE 1J,M,,5286,2,2,2
LONGS PEAK MIDDLE SCHOOL,0470,ST VRAIN VALLEY RE 1J,M,,5288,1,2,1
LOPEZ ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,5292,1,2,1
LOTUS SCHOOL FOR EXCELLENCE,0180,ADAMS-ARAPAHOE 28J,H,MH,5298,2,2,1
LOTUS SCHOOL FOR EXCELLENCE,0180,ADAMS-ARAPAHOE 28J,M,MH,5298,2,1,1
LOUISVILLE ELEMENTARY SCHOOL,0480,BOULDER VALLEY RE 2,E,,5302,2,2,3
LOUISVILLE MIDDLE SCHOOL,0480,BOULDER VALLEY RE 2,M,,5306,2,2,2
BILL REED MIDDLE SCHOOL,1560,THOMPSON R-2J,M,,5312,2,2,1
LOVELAND HIGH SCHOOL,1560,THOMPSON R-2J,H,,5316,2,2,2
LUCILE ERWIN MIDDLE SCHOOL,1560,THOMPSON R-2J,M,,5335,2,2,2
LOWRY ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,5342,2,2,1
LUKAS ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5350,2,3,3
LUMBERG ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5354,3,2,3
LYN KNOLL ELEMENTARY SCHOOL,0180,ADAMS-ARAPAHOE 28J,E,,5361,3,2,2
LYONS ELEMENTARY SCHOOL,0470,ST VRAIN VALLEY RE 1J,E,,5364,2,3,2
LYONS MIDDLE/SENIOR HIGH SCHOOL,0470,ST VRAIN VALLEY RE 1J,H,MH,5368,3,3,2
LYONS MIDDLE/SENIOR HIGH SCHOOL,0470,ST VRAIN VALLEY RE 1J,M,MH,5368,2,2,2
M. SCOTT CARPENTER MIDDLE SCHOOL,0070,WESTMINSTER 50,M,,5388,1,1,1
MADISON ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,5404,2,1,1
EDCSD: COLORADO CYBER SCHOOL,0900,DOUGLAS COUNTY RE 1,E,,5405,,,
EDCSD: COLORADO CYBER SCHOOL,0900,DOUGLAS COUNTY RE 1,H,,5405,2,,1
EDCSD: COLORADO CYBER SCHOOL,0900,DOUGLAS COUNTY RE 1,M,,5405,1,2,1
MADISON ELEMENTARY SCHOOL,3120,GREELEY 6,E,,5412,3,3,3
MADISON EXPLORATORY SCHOOL,1140,CANON CITY RE-1,E,,5414,1,1,1
ROCKY MOUNTAIN DEAF SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5415,,,
ROCKY MOUNTAIN DEAF SCHOOL,1420,JEFFERSON COUNTY R-1,M,,5415,3,1,1
MALLEY DRIVE ELEMENTARY SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,E,,5418,2,2,2
MANASSA ELEMENTARY SCHOOL,0550,NORTH CONEJOS RE-1J,E,,5422,2,2,2
MANNY MARTINEZ MIDDLE SCHOOL,0880,DENVER COUNTY 1,M,,5430,2,2,2
MANAUGH ELEMENTARY SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,E,,5436,3,3,3
MANCOS ELEMENTARY SCHOOL,2070,MANCOS RE-6,E,,5446,2,2,1
MANUAL HIGH SCHOOL,0880,DENVER COUNTY 1,H,,5448,3,2,2
MANCOS MIDDLE SCHOOL,2070,MANCOS RE-6,M,,5450,2,2,2
MANCOS HIGH SCHOOL,2070,MANCOS RE-6,H,,5452,1,1,1
MANDALAY MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,5454,3,2,2
MANITOU SPRINGS ELEMENTARY SCHOOL,1030,MANITOU SPRINGS 14,E,,5460,2,2,2
MANITOU SPRINGS MIDDLE SCHOOL,1030,MANITOU SPRINGS 14,M,,5464,2,1,1
MANITOU SPRINGS HIGH SCHOOL,1030,MANITOU SPRINGS 14,H,,5468,2,3,2
MANNING OPTIONS SCHOOL,1420,JEFFERSON COUNTY R-1,M,,5472,2,2,2
MANZANOLA ELEMENTARY SCHOOL,2535,MANZANOLA 3J,E,,5498,2,2,1
MANZANOLA JUNIOR-SENIOR HIGH SCHOOL,2535,MANZANOLA 3J,H,,5506,1,3,2
MANZANOLA JUNIOR-SENIOR HIGH SCHOOL,2535,MANZANOLA 3J,M,,5506,2,3,3
MAPLE GROVE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5524,2,3,3
MAPLEWOOD MIDDLE SCHOOL,3120,GREELEY 6,M,,5552,,,
HOPKINS ELEMENTARY SCHOOL,0140,LITTLETON 6,E,,5572,1,2,1
TWAIN ELEMENTARY SCHOOL,0140,LITTLETON 6,E,,5574,2,2,2
TWAIN ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,5576,1,2,2
MARBLE CHARTER SCHOOL,1360,GUNNISON WATERSHED RE1J,E,,5577,,,
MARBLE CHARTER SCHOOL,1360,GUNNISON WATERSHED RE1J,M,,5577,,,
MARRAMA ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,5578,2,3,2
MARSH ELEMENTARY SCHOOL,2740,MONTE VISTA C-8,,,5579,,,
MARSHDALE ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5580,2,2,2
MARTENSEN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5596,1,2,1
MARTIN LUTHER KING JR ELEMENTARY SCHOOL,0990,WIDEFIELD 3,E,,5602,1,1,1
KING ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,5604,2,2,2
MARTIN LUTHER KING MIDDLE COLLEGE,0880,DENVER COUNTY 1,H,MH,5605,2,2,2
MARTIN LUTHER KING MIDDLE COLLEGE,0880,DENVER COUNTY 1,M,MH,5605,3,2,2
CREEKSIDE ELEMENTARY SCHOOL AT MARTIN PARK,0480,BOULDER VALLEY RE 2,E,,5606,2,2,1
SAGE CANYON ELEMENTARY,0900,DOUGLAS COUNTY RE 1,,,5607,,,
MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY,0880,DENVER COUNTY 1,,,5608,,,
MARTINEZ ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,5610,2,2,2
MARY E PENNOCK ELEMENTARY SCHOOL,0040,BRIGHTON 27J,E,,5615,2,2,2
MAPLEWOOD ELEMENTARY SCHOOL,3120,GREELEY 6,,,5620,,,
LONGVIEW HIGH SCHOOL,1420,JEFFERSON COUNTY R-1,H,,5623,,,3
MAXWELL ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,5644,1,2,2
MAYBELL ELEMENTARY SCHOOL,2020,MOFFAT COUNTY RE:NO 1,E,,5656,,,
MCAULIFFE ELEMENTARY SCHOOL,3120,GREELEY 6,E,,5660,2,1,1
MC CLAVE ELEMENTARY SCHOOL,0310,MC CLAVE RE-2,E,,5666,2,3,3
MC CLAVE UNDIVIDED HIGH SCHOOL,0310,MC CLAVE RE-2,H,MH,5670,3,3,2
MC CLAVE UNDIVIDED HIGH SCHOOL,0310,MC CLAVE RE-2,M,MH,5670,1,2,2
MC GLONE ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,5685,2,2,3
MCGRAW ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,5688,2,2,2
MC KINLEY-THATCHER ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,5702,1,1,1
MCKINLEY ELEMENTARY SCHOOL,1140,CANON CITY RE-1,E,,5704,2,2,1
MC ELWAIN ELEMENTARY SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,E,,5706,3,2,3
MC MEEN ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,5716,3,2,2
MEAD HIGH SCHOOL,0470,ST VRAIN VALLEY RE 1J,H,,5722,2,2,2
MEAD ELEMENTARY SCHOOL,0470,ST VRAIN VALLEY RE 1J,E,,5726,1,2,1
MEAD MIDDLE SCHOOL,0470,ST VRAIN VALLEY RE 1J,M,,5730,2,2,2
MEADOW MOUNTAIN ELEMENTARY SCHOOL,0910,EAGLE COUNTY RE 50,E,,5742,3,3,3
MEADOW POINT ELEMENTARY SCHOOL,0130,CHERRY CREEK 5,E,,5744,2,2,1
MEADOW VIEW ELEMENTARY SCHOOL,0900,DOUGLAS COUNTY RE 1,E,,5745,2,3,2
MEEKER ELEMENTARY SCHOOL,2710,MEEKER RE1,E,,5750,2,2,1
MEEKER ELEMENTARY SCHOOL,3120,GREELEY 6,E,,5752,2,2,2
BARONE MIDDLE SCHOOL,2710,MEEKER RE1,M,,5754,2,2,2
MEIKLEJOHN ELEMENTARY,1420,JEFFERSON COUNTY R-1,E,,5758,2,3,2
MEEKER HIGH SCHOOL,2710,MEEKER RE1,H,,5762,3,3,3
MERIDIAN RANCH ELEMENTARY SCHOOL,1110,FALCON 49,E,,5779,2,2,2
MERINO ELEMENTARY SCHOOL,1860,BUFFALO RE-4,E,,5802,2,2,2
MERINO JUNIOR SENIOR HIGH SCHOOL,1860,BUFFALO RE-4,H,,5806,3,2,2
MERINO JUNIOR SENIOR HIGH SCHOOL,1860,BUFFALO RE-4,M,,5806,1,2,2
THORNTON MIDDLE SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,M,,5814,2,3,3
THORNTON HIGH SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,H,,5816,2,2,2
MERRILL MIDDLE SCHOOL,0880,DENVER COUNTY 1,M,,5826,2,2,2
MESA VALLEY VISION HOME AND COMMUNITY PROGRAM,2000,MESA COUNTY VALLEY 51,E,EMH,5828,2,2,2
MESA VALLEY VISION HOME AND COMMUNITY PROGRAM,2000,MESA COUNTY VALLEY 51,H,EMH,5828,1,2,2
MESA VALLEY VISION HOME AND COMMUNITY PROGRAM,2000,MESA COUNTY VALLEY 51,M,EMH,5828,2,2,2
MESA ELEMENTARY SCHOOL,0070,WESTMINSTER 50,E,,5834,1,2,2
MESA ELEMENTARY SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,E,,5836,3,2,2
MESA ELEMENTARY SCHOOL,0480,BOULDER VALLEY RE 2,E,,5838,2,1,1
MESA ELEMENTARY SCHOOL,2730,DEL NORTE C-7,,,5840,,,
MESA RIDGE HIGH SCHOOL,0990,WIDEFIELD 3,H,,5841,1,2,2
MESA VIEW ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,5842,2,2,2
LONE TREE ELEMENTARY,0900,DOUGLAS COUNTY RE 1,E,,5843,2,2,1
CONTEMPORARY LEARNING ACADEMY HIGH SCHOOL,0880,DENVER COUNTY 1,H,,5844,3,1,1
MIAMI/YODER ELEMENTARY SCHOOL,1130,MIAMI/YODER 60 JT,E,,5850,1,2,1
MIAMI-YODER SENIOR HIGH SCHOOL,1130,MIAMI/YODER 60 JT,H,,5854,1,2,2
MIDDLE PARK HIGH SCHOOL,1350,EAST GRAND 2,H,,5864,2,3,2
MIAMI-YODER JUNIOR HIGH SCHOOL,1130,MIAMI/YODER 60 JT,M,,5870,3,3,3
MIDLAND ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,5878,2,3,3
MILLER MIDDLE SCHOOL,1520,DURANGO 9-R,M,,5888,2,2,1
MILLER SPECIAL EDUCATION,1420,JEFFERSON COUNTY R-1,E,,5892,,,2
MILLER SPECIAL EDUCATION,1420,JEFFERSON COUNTY R-1,H,,5892,1,,3
MILLER SPECIAL EDUCATION,1420,JEFFERSON COUNTY R-1,M,,5892,,,
MILLIKEN ELEMENTARY SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,E,,5896,3,3,3
MILLIKEN MIDDLE SCHOOL,3110,JOHNSTOWN-MILLIKEN RE-5J,M,,5902,2,2,3
MINNEQUA ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,5916,2,2,3
MINTURN MIDDLE SCHOOL,0910,EAGLE COUNTY RE 50,M,,5930,2,2,3
MISSION VIEJO ELEMENTARY SCHOOL,0130,CHERRY CREEK 5,E,,5934,2,2,2
MITCHELL ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5944,2,2,2
MITCHELL HIGH SCHOOL,1010,COLORADO SPRINGS 11,H,,5948,3,2,2
MOFFAT ELEMENTARY SCHOOL,2800,MOFFAT 2,E,,5954,,,
MOFFAT MIDDLE SCHOOL,2800,MOFFAT 2,E,EM,5956,2,,2
MOFFAT MIDDLE SCHOOL,2800,MOFFAT 2,M,EM,5956,2,3,2
MOFFAT SENIOR HIGH SCHOOL,2800,MOFFAT 2,H,,5958,1,1,2
MOFFAT COUNTY HIGH SCHOOL,2020,MOFFAT COUNTY RE:NO 1,H,,5962,2,2,2
MOLHOLM ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,5972,1,1,1
MONACO ELEMENTARY SCHOOL,0030,ADAMS COUNTY 14,E,,5982,1,2,1
MONFORT ELEMENTARY SCHOOL,3120,GREELEY 6,E,,5985,2,2,1
MONROE ELEMENTARY SCHOOL,1010,COLORADO SPRINGS 11,E,,5988,2,2,1
MONROE ELEMENTARY SCHOOL,1560,THOMPSON R-2J,E,,5992,3,3,2
MONTESSORI PEAKS CHARTER ACADEMY,1420,JEFFERSON COUNTY R-1,E,EM,5994,2,3,3
MONTESSORI PEAKS CHARTER ACADEMY,1420,JEFFERSON COUNTY R-1,M,EM,5994,3,2,3
MONTBELLO HIGH SCHOOL,0880,DENVER COUNTY 1,H,,5995,1,2,2
D C S MONTESSORI CHARTER SCHOOL,0900,DOUGLAS COUNTY RE 1,E,,5997,2,1,1
OAKLAND ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,5998,1,2,2
MONARCH HIGH SCHOOL,0480,BOULDER VALLEY RE 2,H,,5999,2,2,2
MONARCH K-8 SCHOOL,0480,BOULDER VALLEY RE 2,E,,6000,2,2,2
MONARCH K-8 SCHOOL,0480,BOULDER VALLEY RE 2,M,,6000,2,2,2
MONTCLAIR ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,6002,3,2,3
MONTEREY ELEMENTARY SCHOOL,0980,HARRISON 2,E,,6018,2,3,2
MONTEZUMA-CORTEZ HIGH SCHOOL,2035,MONTEZUMA-CORTEZ RE-1,H,,6026,2,2,2
BYRON SYRING DELTA CENTER,2740,MONTE VISTA C-8,H,,6030,,,3
BILL METZ ELEMENTARY SCHOOL,2740,MONTE VISTA C-8,E,,6036,2,2,2
MONTE VISTA MIDDLE SCHOOL,2740,MONTE VISTA C-8,M,,6044,1,2,1
MONTE VISTA SENIOR HIGH SCHOOL,2740,MONTE VISTA C-8,H,,6046,1,2,2
COLUMBINE MIDDLE SCHOOL,2180,MONTROSE COUNTY RE-1J,M,,6054,2,2,2
MONTROSE HIGH SCHOOL,2180,MONTROSE COUNTY RE-1J,H,,6058,2,2,2
MOUNTAIN RANGE HIGH SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,H,,6060,2,2,2
MONTVIEW MATH & HEALTH SCIENCES ELEMENTARY SCHOOL,0180,ADAMS-ARAPAHOE 28J,E,,6068,2,2,1
FRUITA MONUMENT HIGH SCHOOL,2000,MESA COUNTY VALLEY 51,H,,6070,3,3,2
MOORE ELEMENTARY SCHOOL,1550,POUDRE R-1,E,,6078,,,
MOORE K-8 SCHOOL,0880,DENVER COUNTY 1,E,EM,6088,3,3,2
MOORE K-8 SCHOOL,0880,DENVER COUNTY 1,M,EM,6088,2,2,2
MOORE MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,6090,2,2,2
MOREY MIDDLE SCHOOL,0880,DENVER COUNTY 1,M,,6098,2,2,2
MORTON ELEMENTARY SCHOOL,2690,PUEBLO CITY 60,E,,6132,3,3,3
MORTENSEN ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6133,2,2,2
YAMPAH MOUNTAIN SCHOOL,9030,MOUNTAIN BOCES,H,,6134,3,1,3
MOUNT CARBON ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6135,2,3,3
MOUNTAIN BOCES DAY TREATMENT CENTER,9030,MOUNTAIN BOCES,E,,6136,,,
MOUNTAIN BOCES DAY TREATMENT CENTER,9030,MOUNTAIN BOCES,H,,6136,,,2
MOUNTAIN BOCES DAY TREATMENT CENTER,9030,MOUNTAIN BOCES,M,,6136,,,
MOUNTAINSIDE ELEMENTARY SCHOOL,1000,FOUNTAIN 8,E,,6138,2,2,3
MOUNTAIN PHOENIX COMMUNITY SCHOOL,1420,JEFFERSON COUNTY R-1,E,EM,6139,,,
MOUNTAIN PHOENIX COMMUNITY SCHOOL,1420,JEFFERSON COUNTY R-1,M,EM,6139,,,
MOUNTAIN RIDGE MIDDLE SCHOOL,1040,ACADEMY 20,M,,6140,2,2,3
MOUNTAIN VALLEY ELEMENTARY SCHOOL,2790,MOUNTAIN VALLEY RE 1,E,,6142,2,1,1
MOUNTAIN VALLEY MIDDLE SCHOOL,2790,MOUNTAIN VALLEY RE 1,M,,6144,3,1,3
MOUNTAIN VALLEY SENIOR HIGH SCHOOL,2790,MOUNTAIN VALLEY RE 1,H,,6146,,,3
MOUNTAIN VIEW ELEMENTARY SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,E,,6150,3,2,2
MOUNTAIN VIEW ELEMENTARY SCHOOL,0900,DOUGLAS COUNTY RE 1,E,,6152,1,,1
MOUNTAIN VIEW ELEMENTARY SCHOOL,0470,ST VRAIN VALLEY RE 1J,E,,6156,2,2,1
MOUNTAIN VIEW ELEMENTARY SCHOOL,1040,ACADEMY 20,E,,6158,2,2,2
MRACHEK MIDDLE SCHOOL,0180,ADAMS-ARAPAHOE 28J,M,,6160,3,3,3
MOUNTAIN VISTA COMMUNITY SCHOOL,0980,HARRISON 2,E,,6162,2,1,1
MOUNTAIN VISTA COMMUNITY SCHOOL,0980,HARRISON 2,M,,6162,3,3,3
MOUNTAIN VIEW HIGH SCHOOL,1560,THOMPSON R-2J,H,,6163,2,3,3
MOUNTAIN RIDGE MIDDLE SCHOOL,0900,DOUGLAS COUNTY RE 1,M,,6164,2,2,2
MOUNTAIN VISTA HIGH SCHOOL,0900,DOUGLAS COUNTY RE 1,H,,6165,2,2,2
MOUNT GARFIELD MIDDLE SCHOOL,2000,MESA COUNTY VALLEY 51,M,,6166,2,2,3
MUNROE ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,6188,1,2,1
MURPHY CREEK K-8 SCHOOL,0180,ADAMS-ARAPAHOE 28J,E,EM,6189,2,2,2
MURPHY CREEK K-8 SCHOOL,0180,ADAMS-ARAPAHOE 28J,M,EM,6189,2,2,2
NAMAQUA ELEMENTARY SCHOOL,1560,THOMPSON R-2J,E,,6194,2,2,1
NEW VISTA HIGH SCHOOL,0480,BOULDER VALLEY RE 2,H,,6195,2,2,2
NATURITA ELEMENTARY SCHOOL,2190,WEST END RE-2,E,,6196,3,3,2
NEDERLAND ELEMENTARY SCHOOL,0480,BOULDER VALLEY RE 2,E,,6208,2,2,3
NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,0480,BOULDER VALLEY RE 2,H,,6212,1,1,1
NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,0480,BOULDER VALLEY RE 2,M,,6212,2,2,1
NEW AMERICA SCHOOL,0180,ADAMS-ARAPAHOE 28J,H,,6219,1,2,1
NEW VISION CHARTER SCHOOL,1560,THOMPSON R-2J,E,,6220,2,3,3
NEW VISION CHARTER SCHOOL,1560,THOMPSON R-2J,M,,6220,1,2,1
NEEDHAM ELEMENTARY SCHOOL,1520,DURANGO 9-R,E,,6222,1,2,1
NEVIN PLATT MIDDLE SCHOOL,0480,BOULDER VALLEY RE 2,M,,6224,2,2,2
NEW AMERICA SCHOOL,1420,JEFFERSON COUNTY R-1,H,,6237,3,1,1
NEW AMERICA CHARTER SCHOOL,0910,EAGLE COUNTY RE 50,H,,6238,1,,2
NEW HORIZONS DAY SCHOOL,0980,HARRISON 2,H,,6244,1,1,1
NEW HORIZONS DAY SCHOOL,0980,HARRISON 2,M,,6244,3,2,2
NEWLON ELEMENTARY SCHOOL,0880,DENVER COUNTY 1,E,,6254,3,3,2
NEW AMERICA SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,H,,6261,,,
NISLEY ELEMENTARY SCHOOL,2000,MESA COUNTY VALLEY 51,E,,6264,1,2,1
NIWOT ELEMENTARY SCHOOL,0470,ST VRAIN VALLEY RE 1J,E,,6274,2,2,2
NIWOT HIGH SCHOOL,0470,ST VRAIN VALLEY RE 1J,H,,6276,2,2,2
NORMANDY ELEMENTARY SCHOOL,1420,JEFFERSON COUNTY R-1,E,,6286,2,2,2
NORTH ELEMENTARY SCHOOL,0040,BRIGHTON 27J,E,,6294,3,3,3
NORTH FORK MONTESSORI SCHOOL,0870,DELTA COUNTY 50(J),E,,6298,2,3,3
NORTH MIDDLE SCHOOL,1010,COLORADO SPRINGS 11,M,,6306,2,2,1
NORTH MIDDLE SCHOOL HEALTH SCIENCES AND TECHNOLOGY,0180,ADAMS-ARAPAHOE 28J,M,,6310,3,2,2
NORTH HIGH SCHOOL,0880,DENVER COUNTY 1,H,,6314,2,2,2
NORTH VALLEY SCHOOL FOR YOUNG ADULTS,0010,MAPLETON 1,,,6315,,,
NORTH ARVADA MIDDLE SCHOOL,1420,JEFFERSON COUNTY R-1,M,,6330,3,2,2
PATRIOT ELEMENTARY SCHOOL,1000,FOUNTAIN 8,E,,6338,2,1,1
SHADOW RIDGE MIDDLE SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,M,,6342,2,2,2
HERITAGE MIDDLE SCHOOL,0470,ST VRAIN VALLEY RE 1J,M,,6344,1,2,2
BRUCE RANDOLPH SCHOOL,0880,DENVER COUNTY 1,H,MH,6350,3,2,2
BRUCE RANDOLPH SCHOOL,0880,DENVER COUNTY 1,M,MH,6350,2,2,2
NORTH MESA ELEMENTARY SCHOOL,2700,PUEBLO COUNTY 70,E,,6354,1,1,1
NORTH MOR ELEMENTARY SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,E,,6355,1,2,2
NORTH PARK JUNIOR-SENIOR HIGH SCHOOL,1410,NORTH PARK R-1,H,,6358,1,2,2
NORTH PARK JUNIOR-SENIOR HIGH SCHOOL,1410,NORTH PARK R-1,M,,6358,2,2,2
NORTH ELEMENTARY SCHOOL,0990,WIDEFIELD 3,E,,6362,1,2,1
NORTH ROUTT CHARTER SCHOOL,2770,STEAMBOAT SPRINGS RE-2,E,,6363,3,1,2
NORTH ROUTT CHARTER SCHOOL,2770,STEAMBOAT SPRINGS RE-2,M,,6363,2,1,1
NORTHRIDGE HIGH SCHOOL,3120,GREELEY 6,H,,6364,1,2,2
SKYVIEW ACADEMY,0900,DOUGLAS COUNTY RE 1,,,6365,,,
NORTHSIDE ELEMENTARY SCHOOL,2180,MONTROSE COUNTY RE-1J,E,,6366,1,2,2
NORTH STAR ELEMENTARY SCHOOL,0020,ADAMS 12 FIVE STAR SCHOOLS,E,,6376,3,2,1
NORTHEAST ACADEMY CHARTER SCHOOL,0880,DENVER COUNTY 1,E,EM,6394,3,3,3
NORTHEAST ACADEMY CHARTER SCHOOL,0880,DENVER COUNTY 1,M,EM,6394,2,2,3
