Record_no,District Code,District Name,School Code,School Name,EMH,EMH_combined,AEC10,SPF_PS_ELL_GRAD_RATE,School_Grade,rank_tot,Overall_Ach_Grade,read_ach_grade,math_ach_grade,Write_Ach_Grade,Sci_Ach_Grade,Overall_Weighted_Growth_Grade,Read_Growth_Grade,Math_Growth_Grade,Write_Growth_Grade,ELL_Growth_Grade,SPF_PS_IND_GRAD_RATE
178,1620,AGUILAR REORGANIZED 6,0058,AGUILAR ELEMENTARY SCHOOL,E,E,N,,6,738,5,5,5,6,,5,5,6,6,,
179,1620,AGUILAR REORGANIZED 6,0066,AGUILAR JUNIOR-SENIOR HIGH SCHOOL,M,MH,N,,1,491,1,1,1,1,,2,3,3,3,,
180,1620,AGUILAR REORGANIZED 6,0066,AGUILAR JUNIOR-SENIOR HIGH SCHOOL,H,MH,N,-,1,320,1,1,1,1,1,3,6,5,1,,60.
181,3030,AKRON R-1,0086,AKRON ELEMENTARY SCHOOL,E,EM,N,,6,479,6,6,6,6,9,8,7,7,8,,
182,3030,AKRON R-1,0086,AKRON ELEMENTARY SCHOOL,M,EM,N,,9,120,8,8,6,9,9,9,7,9,6,,
183,3030,AKRON R-1,0090,AKRON HIGH SCHOOL,H,H,N,-,7,144,7,9,6,7,10,9,11,6,9,,94.
184,0100,ALAMOSA RE-11J,0115,ALAMOSA ELEMENTARY SCHOOL,E,E,N,,1,952,5,6,6,5,5,3,3,6,1,2,
185,0100,ALAMOSA RE-11J,0118,ALAMOSA HIGH SCHOOL,H,H,N,-,5,264,6,6,6,6,6,3,1,6,3,,86.
186,0100,ALAMOSA RE-11J,0368,ALAMOSA OMBUDSMAN SCHOOL OF EXCELLENCE,M,MH,N,,,,,1,1,1,,,,,,,
187,0100,ALAMOSA RE-11J,0368,ALAMOSA OMBUDSMAN SCHOOL OF EXCELLENCE,H,MH,N,,,,,,,,,,,,,,
188,0100,ALAMOSA RE-11J,0114,ORTEGA MIDDLE SCHOOL,M,M,N,,8,162,6,6,5,6,6,9,9,6,9,7,
190,0220,ARCHULETA COUNTY 50 JT,6652,PAGOSA SPRINGS ELEMENTARY SCHOOL,E,E,N,,5,779,6,6,6,6,,5,4,6,5,5,
191,0220,ARCHULETA COUNTY 50 JT,6658,PAGOSA SPRINGS HIGH SCHOOL,H,H,N,-,6,171,6,6,7,6,6,6,4,9,5,,87.
192,0220,ARCHULETA COUNTY 50 JT,6657,PAGOSA SPRINGS MIDDLE SCHOOL,E,EM,N,,6,693,6,6,5,7,8,5,6,3,6,,
193,0220,ARCHULETA COUNTY 50 JT,6657,PAGOSA SPRINGS MIDDLE SCHOOL,M,EM,N,,9,90,8,7,8,7,9,9,7,10,9,,
194,3040,ARICKAREE R-2,0304,ARICKAREE ELEMENTARY SCHOOL,E,E,N,,7,393,11,10,11,10,10,5,5,3,6,,
195,3040,ARICKAREE R-2,0308,ARICKAREE UNDIVIDED HIGH SCHOOL,M,MH,N,,,,8,9,7,7,9,6,7,6,3,,
196,3040,ARICKAREE R-2,0308,ARICKAREE UNDIVIDED HIGH SCHOOL,H,MH,N,-,,,7,7,9,6,,7,7,7,6,,95.
197,1450,ARRIBA-FLAGLER C-20,2956,FLAGLER ELEMENTARY SCHOOL,E,E,N,,1,952,6,6,6,6,6,1,1,4,2,,
198,1450,ARRIBA-FLAGLER C-20,2958,FLAGLER MIDDLE SCHOOL,M,M,N,,8,162,6,6,6,6,7,9,12,6,9,,
199,1450,ARRIBA-FLAGLER C-20,2960,FLAGLER SENIOR HIGH SCHOOL,H,H,N,-,9,98,9,9,9,9,6,9,6,6,11,,95.
200,2640,ASPEN 1,0042,ASPEN COMMUNITY CHARTER SCHOOL,E,EM,N,,6,673,7,9,7,6,6,4,1,8,3,,
201,2640,ASPEN 1,0042,ASPEN COMMUNITY CHARTER SCHOOL,M,EM,N,,13,1,12,12,12,12,10,13,13,12,11,,
202,2640,ASPEN 1,0428,ASPEN ELEMENTARY SCHOOL,E,E,N,,10,106,9,9,9,8,,10,8,10,9,9,
203,2640,ASPEN 1,0432,ASPEN HIGH SCHOOL,H,H,N,79.,12,26,11,12,10,12,9,9,9,7,8,10,94.
204,2640,ASPEN 1,0430,ASPEN MIDDLE SCHOOL,E,EM,N,,7,366,10,9,9,10,10,6,6,6,6,7,
205,2640,ASPEN 1,0430,ASPEN MIDDLE SCHOOL,M,EM,N,,13,7,11,9,11,11,12,10,10,9,9,,
206,3145,AULT-HIGHLAND RE-9,3958,HIGHLAND ELEMENTARY SCHOOL,E,E,N,,3,882,5,5,5,5,5,5,3,5,6,3,
207,3145,AULT-HIGHLAND RE-9,3962,HIGHLAND HIGH SCHOOL,H,H,N,-,6,222,6,6,7,6,6,6,4,6,5,,78.
208,3145,AULT-HIGHLAND RE-9,3961,HIGHLAND MIDDLE SCHOOL,M,M,N,,9,101,6,6,7,6,6,12,9,12,9,,
209,1530,BAYFIELD 10 JT-R,0632,BAYFIELD ELEMENTARY SCHOOL,E,E,N,,6,578,7,6,7,6,8,6,6,6,5,9,
210,1530,BAYFIELD 10 JT-R,0640,BAYFIELD HIGH SCHOOL,H,H,N,-,9,68,8,9,7,8,7,6,6,7,6,,93.
211,1530,BAYFIELD 10 JT-R,0636,BAYFIELD MIDDLE SCHOOL,M,M,N,,7,217,7,8,6,7,7,7,6,6,9,,
212,0050,BENNETT 29J,0770,BENNETT ELEMENTARY SCHOOL,E,E,N,,5,827,6,6,6,6,6,3,1,3,6,6,
213,0050,BENNETT 29J,0775,BENNETT HIGH SCHOOL,H,H,N,-,8,113,6,6,6,6,6,6,5,6,6,,86.
214,0050,BENNETT 29J,0774,BENNETT MIDDLE SCHOOL,M,M,N,,7,191,6,6,6,6,6,8,6,9,7,5,
215,0050,BENNETT 29J,1889,CORRIDOR COMMUNITY ACADEMY,E,EM,N,,2,945,5,5,6,4,6,1,1,5,1,,
216,0050,BENNETT 29J,1889,CORRIDOR COMMUNITY ACADEMY,M,EM,N,,,,9,9,11,6,,13,13,13,9,,
217,1490,BETHUNE R-5,0832,BETHUNE ELEMENTARY SCHOOL,E,E,N,,1,952,3,3,5,3,1,4,3,6,3,3,
218,1490,BETHUNE R-5,0842,BETHUNE JUNIOR-SENIOR HIGH SCHOOL,M,MH,N,,5,406,4,4,5,5,3,6,7,3,6,,
219,1490,BETHUNE R-5,0842,BETHUNE JUNIOR-SENIOR HIGH SCHOOL,H,MH,N,-,6,193,5,5,6,4,6,5,3,7,3,,95.
220,0940,BIG SANDY 100J,7914,SIMLA ELEMENTARY SCHOOL,E,E,N,,6,673,7,6,9,7,7,3,3,6,1,,
221,0940,BIG SANDY 100J,7922,SIMLA HIGH SCHOOL,H,H,N,-,8,113,6,6,6,6,9,6,9,4,9,,89.
222,0940,BIG SANDY 100J,7918,SIMLA JUNIOR HIGH SCHOOL,M,M,N,,6,344,6,6,6,6,7,5,2,4,7,,
223,0480,BOULDER VALLEY RE 2,4878,ANGEVINE MIDDLE SCHOOL,M,M,N,,6,285,6,6,6,6,6,7,6,10,6,6,
225,0480,BOULDER VALLEY RE 2,0441,ASPEN CREEK K-8 SCHOOL,E,EM,N,,9,236,9,9,9,9,9,9,6,12,6,,
226,0480,BOULDER VALLEY RE 2,0441,ASPEN CREEK K-8 SCHOOL,M,EM,N,,7,180,8,7,9,8,8,6,6,7,6,,
227,0480,BOULDER VALLEY RE 2,0652,BEAR CREEK ELEMENTARY SCHOOL,E,E,N,,13,1,13,12,13,13,13,12,12,12,12,,
228,0480,BOULDER VALLEY RE 2,0872,BIRCH ELEMENTARY SCHOOL,E,E,N,,6,507,6,6,6,6,7,6,6,9,5,,
229,0480,BOULDER VALLEY RE 2,0919,BOULDER COMMUNITY SCHOOL/INTEGRATED STUDIES,E,E,N,,12,26,12,12,12,12,12,13,9,13,12,,
230,0480,BOULDER VALLEY RE 2,0924,BOULDER HIGH SCHOOL,H,H,N,59.,9,53,10,9,12,10,8,7,5,9,6,6,90.
232,0480,BOULDER VALLEY RE 2,0930,BOULDER UNIVERSAL,E,EMH,N,,,,,,,,,,,,,,
233,0480,BOULDER VALLEY RE 2,0930,BOULDER UNIVERSAL,M,EMH,N,,,,,,,,,,,,,,
234,0480,BOULDER VALLEY RE 2,0930,BOULDER UNIVERSAL,H,EMH,N,-,,,5,4,5,6,,,,,,,53.
235,0480,BOULDER VALLEY RE 2,1066,BROOMFIELD HEIGHTS MIDDLE SCHOOL,M,M,N,,9,148,7,7,7,6,7,8,9,8,6,6,
236,0480,BOULDER VALLEY RE 2,1070,BROOMFIELD HIGH SCHOOL,H,H,N,-,9,77,9,7,9,7,9,6,3,7,6,,94.
237,0480,BOULDER VALLEY RE 2,1352,CASEY MIDDLE SCHOOL,M,M,N,,7,217,6,6,7,6,7,8,7,6,9,6,
238,0480,BOULDER VALLEY RE 2,1380,CENTAURUS HIGH SCHOOL,H,H,N,74.,6,159,6,6,7,6,6,7,5,9,6,8,83.
239,0480,BOULDER VALLEY RE 2,1390,CENTENNIAL MIDDLE SCHOOL,M,M,N,,7,217,9,9,9,9,9,8,9,7,7,6,
240,0480,BOULDER VALLEY RE 2,1725,COAL CREEK ELEMENTARY SCHOOL,E,E,N,,9,265,10,12,10,9,9,6,7,6,6,,
241,0480,BOULDER VALLEY RE 2,1842,COLUMBINE ELEMENTARY SCHOOL,E,E,N,,5,760,4,3,5,6,4,6,7,6,6,6,
242,0480,BOULDER VALLEY RE 2,1883,COMMUNITY MONTESSORI SCHOOL,E,E,N,,8,316,9,9,9,9,10,9,8,12,5,6,
243,0480,BOULDER VALLEY RE 2,5606,CREEKSIDE ELEMENTARY SCHOOL AT MARTIN PARK,E,E,N,,10,146,6,5,6,6,6,12,10,13,12,6,
244,0480,BOULDER VALLEY RE 2,1996,CREST VIEW ELEMENTARY SCHOOL,E,E,N,,9,265,8,7,8,7,9,9,9,7,9,11,
245,0480,BOULDER VALLEY RE 2,2240,DOUGLASS ELEMENTARY SCHOOL,E,E,N,,12,44,12,12,12,12,13,11,9,11,10,,
246,0480,BOULDER VALLEY RE 2,2552,EISENHOWER ELEMENTARY SCHOOL,E,E,N,,12,56,10,9,9,9,10,12,10,10,11,9,
247,0480,BOULDER VALLEY RE 2,2589,ELDORADO K-8 SCHOOL,E,EM,N,,12,39,12,10,12,11,12,12,12,11,10,7,
248,0480,BOULDER VALLEY RE 2,2589,ELDORADO K-8 SCHOOL,M,EM,N,,12,37,12,12,12,12,11,9,7,9,9,,
249,0480,BOULDER VALLEY RE 2,2702,EMERALD ELEMENTARY SCHOOL,E,E,N,,6,479,5,5,5,5,5,9,7,12,6,7,
250,0480,BOULDER VALLEY RE 2,2892,FAIRVIEW HIGH SCHOOL,H,H,N,50.,10,46,12,12,13,12,11,6,4,6,3,6,94.
251,0480,BOULDER VALLEY RE 2,2940,FIRESIDE ELEMENTARY SCHOOL,E,E,N,,8,338,9,9,9,9,9,8,6,6,9,11,
252,0480,BOULDER VALLEY RE 2,2970,FLATIRONS ELEMENTARY SCHOOL,E,E,N,,8,338,12,12,12,12,12,6,5,7,9,,
253,0480,BOULDER VALLEY RE 2,3022,FOOTHILL ELEMENTARY SCHOOL,E,E,N,,9,196,12,12,10,11,11,9,9,7,9,6,
254,0480,BOULDER VALLEY RE 2,3488,GOLD HILL ELEMENTARY SCHOOL,E,E,N,,,,8,11,8,5,,,,,,,
257,0480,BOULDER VALLEY RE 2,3882,HEATHERWOOD ELEMENTARY SCHOOL,E,E,N,,9,296,11,11,10,10,11,6,6,6,6,,
258,0480,BOULDER VALLEY RE 2,3940,HIGH PEAKS ELEMENTARY SCHOOL,E,E,N,,12,26,13,13,13,13,12,11,10,11,9,12,
259,0480,BOULDER VALLEY RE 2,6642,HORIZONS K-8 SCHOOL,E,EM,N,,13,12,12,12,12,11,12,12,9,12,13,,
260,0480,BOULDER VALLEY RE 2,6642,HORIZONS K-8 SCHOOL,M,EM,N,,12,28,12,13,11,12,13,9,12,6,10,,
261,0480,BOULDER VALLEY RE 2,4386,JAMESTOWN ELEMENTARY SCHOOL,E,E,N,,,,10,11,11,7,,,,,,,
264,0480,BOULDER VALLEY RE 2,4792,KOHL ELEMENTARY SCHOOL,E,E,N,,9,180,9,8,9,9,9,9,7,8,9,,
265,0480,BOULDER VALLEY RE 2,4874,LAFAYETTE ELEMENTARY SCHOOL,E,E,N,,7,366,7,6,7,7,9,7,7,7,6,12,
266,0480,BOULDER VALLEY RE 2,5302,LOUISVILLE ELEMENTARY SCHOOL,E,E,N,,11,85,11,10,10,10,12,12,7,13,9,,
267,0480,BOULDER VALLEY RE 2,5306,LOUISVILLE MIDDLE SCHOOL,M,M,N,,9,111,12,11,11,11,11,6,6,6,6,6,
268,0480,BOULDER VALLEY RE 2,1136,MANHATTAN MIDDLE SCHOOL OF THE ARTS AND ACADEMICS,M,M,N,,9,140,9,8,9,9,9,9,9,9,6,10,
269,0480,BOULDER VALLEY RE 2,5838,MESA ELEMENTARY SCHOOL,E,E,N,,12,26,12,12,12,11,12,12,9,13,12,,
270,0480,BOULDER VALLEY RE 2,5999,MONARCH HIGH SCHOOL,H,H,N,88.,9,86,10,9,12,10,9,6,4,7,6,2,96.
271,0480,BOULDER VALLEY RE 2,6000,MONARCH K-8 SCHOOL,E,EM,N,,10,106,11,10,9,10,11,9,6,9,9,13,
272,0480,BOULDER VALLEY RE 2,6000,MONARCH K-8 SCHOOL,M,EM,N,,9,111,10,10,10,9,9,7,6,8,6,,
273,0480,BOULDER VALLEY RE 2,6208,NEDERLAND ELEMENTARY SCHOOL,E,E,N,,7,393,9,9,8,8,9,8,6,7,8,,
274,0480,BOULDER VALLEY RE 2,6212,NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,M,MH,N,,6,303,7,7,8,7,8,6,6,7,5,,
275,0480,BOULDER VALLEY RE 2,6212,NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,H,MH,N,-,10,41,9,12,7,9,10,12,12,9,12,,98.
276,0480,BOULDER VALLEY RE 2,6224,NEVIN PLATT MIDDLE SCHOOL,M,M,N,,11,49,12,12,12,12,12,9,7,9,7,,
277,0480,BOULDER VALLEY RE 2,6195,NEW VISTA HIGH SCHOOL,H,H,N,-,6,159,8,8,6,8,9,5,3,5,7,,80.
278,0480,BOULDER VALLEY RE 2,6816,PEAK TO PEAK CHARTER SCHOOL,E,EMH,N,,12,26,12,12,12,11,12,9,5,9,10,,
279,0480,BOULDER VALLEY RE 2,6816,PEAK TO PEAK CHARTER SCHOOL,M,EMH,N,,7,201,10,11,10,10,9,6,2,6,6,,
280,0480,BOULDER VALLEY RE 2,6816,PEAK TO PEAK CHARTER SCHOOL,H,EMH,N,-,12,15,12,12,11,11,13,9,7,12,6,,99.
281,0480,BOULDER VALLEY RE 2,6962,PIONEER BILINGUAL ELEMENTARY SCHOOL,E,E,N,,6,632,6,6,6,6,6,6,5,7,5,6,
282,0480,BOULDER VALLEY RE 2,7528,RYAN ELEMENTARY SCHOOL,E,E,N,,9,196,7,6,6,6,9,9,10,12,6,6,
283,0480,BOULDER VALLEY RE 2,7592,SANCHEZ ELEMENTARY SCHOOL,E,E,N,,5,814,3,3,1,2,4,6,9,5,5,6,
284,0480,BOULDER VALLEY RE 2,8135,SOUTHERN HILLS MIDDLE SCHOOL,M,M,N,,12,22,12,12,12,12,12,10,9,9,9,,
285,0480,BOULDER VALLEY RE 2,8387,SUMMIT MIDDLE CHARTER SCHOOL,M,M,N,,12,14,13,13,13,13,13,9,7,9,11,,
286,0480,BOULDER VALLEY RE 2,8418,SUPERIOR ELEMENTARY SCHOOL,E,E,N,,13,1,12,12,12,12,13,12,12,10,12,,
287,0480,BOULDER VALLEY RE 2,8978,UNIVERSITY HILL ELEMENTARY SCHOOL,E,E,N,,5,779,6,6,6,6,6,5,6,1,7,6,
288,0480,BOULDER VALLEY RE 2,9544,WHITTIER ELEMENTARY SCHOOL,E,E,N,,9,265,6,6,7,6,9,10,6,12,8,9,
289,1750,BRANSON REORGANIZED 82,0974,BRANSON ELEMENTARY SCHOOL,E,E,N,,,,7,8,6,6,,,,,,,
290,1750,BRANSON REORGANIZED 82,0948,BRANSON SCHOOL ONLINE,E,EMH,N,,5,814,6,7,7,6,7,3,3,5,5,,
291,1750,BRANSON REORGANIZED 82,0948,BRANSON SCHOOL ONLINE,M,EMH,N,,6,312,6,8,6,6,6,4,6,3,6,,
292,1750,BRANSON REORGANIZED 82,0948,BRANSON SCHOOL ONLINE,H,EMH,N,-,4,279,6,7,6,6,6,6,7,6,6,,34.
293,1750,BRANSON REORGANIZED 82,0978,BRANSON UNDIVIDED HIGH SCHOOL,M,MH,N,,,,,,,,,,,,,,
294,1750,BRANSON REORGANIZED 82,0978,BRANSON UNDIVIDED HIGH SCHOOL,H,MH,N,-,,,,,,,,,,,,,-
295,3146,BRIGGSDALE RE-10,1008,BRIGGSDALE ELEMENTARY SCHOOL,E,E,N,,9,265,9,7,9,9,9,7,6,7,6,,
296,3146,BRIGGSDALE RE-10,1012,BRIGGSDALE UNDIVIDED HIGH SCHOOL,M,MH,N,,6,232,7,8,6,6,9,5,6,6,5,,
297,3146,BRIGGSDALE RE-10,1012,BRIGGSDALE UNDIVIDED HIGH SCHOOL,H,MH,N,-,10,46,9,9,8,8,13,9,9,12,6,,87.
298,0040,BRIGHTON 27J,0700,BELLE CREEK CHARTER SCHOOL,E,EM,N,,6,720,6,6,6,6,6,6,6,6,5,6,
299,0040,BRIGHTON 27J,0700,BELLE CREEK CHARTER SCHOOL,M,EM,N,,9,148,6,6,6,6,6,9,10,9,6,6,
302,0040,BRIGHTON 27J,1022,BRIGHTON HIGH SCHOOL,H,H,N,66.,5,247,5,5,6,5,6,5,4,6,5,6,83.
303,0040,BRIGHTON 27J,1052,BROMLEY EAST CHARTER SCHOOL,E,EM,N,,6,673,6,7,6,6,7,5,5,6,5,9,
304,0040,BRIGHTON 27J,1052,BROMLEY EAST CHARTER SCHOOL,M,EM,N,,5,375,6,6,5,6,6,5,6,5,3,,
305,0040,BRIGHTON 27J,2399,EAGLE RIDGE ACADEMY,H,H,N,-,8,113,9,9,8,8,7,8,6,8,9,,87.
306,0040,BRIGHTON 27J,2945,FOUNDATIONS ACADEMY,E,E,N,,6,559,7,8,6,6,6,5,6,6,3,,
307,0040,BRIGHTON 27J,3900,HENDERSON ELEMENTARY SCHOOL,E,E,N,,6,673,6,5,6,6,5,5,1,7,6,6,
308,0040,BRIGHTON 27J,8032,JOHN W THIMMIG ELEMENTARY SCHOOL,E,E,N,,6,663,6,6,6,6,8,6,6,6,6,6,
309,0040,BRIGHTON 27J,4950,LANDMARK ACADEMY AT REUNION,E,EM,N,,9,265,7,7,8,8,6,6,6,7,6,9,
310,0040,BRIGHTON 27J,4950,LANDMARK ACADEMY AT REUNION,M,EM,N,,10,58,9,8,9,9,7,10,9,9,10,,
311,0040,BRIGHTON 27J,5615,MARY E PENNOCK ELEMENTARY SCHOOL,E,E,N,,6,578,6,6,6,7,6,6,5,7,6,6,
312,0040,BRIGHTON 27J,6294,NORTH ELEMENTARY SCHOOL,E,E,N,,3,901,3,3,3,3,1,5,5,5,5,5,
313,0040,BRIGHTON 27J,6395,NORTHEAST ELEMENTARY SCHOOL,E,E,N,,3,890,6,6,5,6,5,4,5,6,1,5,
314,0040,BRIGHTON 27J,6702,OTHO E STUART MIDDLE SCHOOL,M,M,N,,5,401,5,5,5,5,6,4,5,5,5,5,
315,0040,BRIGHTON 27J,6638,OVERLAND TRAIL MIDDLE SCHOOL,M,M,N,,4,428,5,5,6,5,6,5,5,6,2,5,
316,0040,BRIGHTON 27J,7129,PRAIRIE VIEW HIGH SCHOOL,H,H,N,67.,5,257,5,6,6,5,5,5,4,6,3,8,79.
317,0040,BRIGHTON 27J,7131,PRAIRIE VIEW MIDDLE SCHOOL,M,M,N,,5,414,5,5,6,5,6,3,3,5,3,6,
318,0040,BRIGHTON 27J,7714,SECOND CREEK ELEMENTARY SCHOOL,E,E,N,,1,952,6,6,6,6,6,2,3,3,2,5,
319,0040,BRIGHTON 27J,8060,SOUTH ELEMENTARY SCHOOL,E,E,N,,7,410,6,6,6,6,5,6,5,5,12,6,
320,0040,BRIGHTON 27J,8130,SOUTHEAST ELEMENTARY SCHOOL,E,E,N,,9,248,6,6,6,6,5,9,7,12,7,6,
321,0040,BRIGHTON 27J,8820,TURNBERRY ELEMENTARY,E,E,N,,7,393,6,6,6,6,5,9,9,7,12,6,
322,0040,BRIGHTON 27J,9230,VIKAN MIDDLE SCHOOL,M,M,N,,6,356,6,6,6,6,6,5,5,4,4,6,
323,0040,BRIGHTON 27J,9426,WEST RIDGE ELEMENTARY,E,E,N,,9,265,9,9,9,9,6,9,7,9,7,9,
324,2395,BRUSH RE-2(J),1438,BEAVER VALLEY ELEMENTARY SCHOOL,E,E,N,,3,890,6,5,5,6,6,3,5,5,2,2,
325,2395,BRUSH RE-2(J),1096,BRUSH HIGH SCHOOL,H,H,N,-,6,230,6,6,6,6,6,6,6,8,5,,76.
326,2395,BRUSH RE-2(J),1094,BRUSH MIDDLE SCHOOL,M,M,N,,6,312,6,6,6,6,5,6,6,6,6,10,
327,0490,BUENA VISTA R-31,4306,AVERY/PARSONS ELEMENTARY SCHOOL,E,E,N,,6,712,6,6,6,7,6,3,6,1,6,,
328,0490,BUENA VISTA R-31,1130,BUENA VISTA HIGH SCHOOL,H,H,N,-,12,12,9,8,7,9,9,12,12,12,12,,94.
329,0490,BUENA VISTA R-31,1154,BUENA VISTA ONLINE ACADEMY,E,EMH,N,,,,,,,,,,,,,,
330,0490,BUENA VISTA R-31,1154,BUENA VISTA ONLINE ACADEMY,M,EMH,N,,,,,,,,,,,,,,
331,0490,BUENA VISTA R-31,1154,BUENA VISTA ONLINE ACADEMY,H,EMH,N,-,,,,,,,,,,,,,-
333,0490,BUENA VISTA R-31,1132,HARRY L MC GINNIS MIDDLE SCHOOL,M,M,N,,6,250,6,6,6,6,7,6,6,8,6,,
334,1860,BUFFALO RE-4J,5802,MERINO ELEMENTARY SCHOOL,E,E,N,,6,455,7,7,7,9,6,6,6,6,6,,
335,1860,BUFFALO RE-4J,5806,MERINO JUNIOR SENIOR HIGH SCHOOL,M,MH,N,,5,384,7,6,7,6,6,3,6,6,1,,
336,1860,BUFFALO RE-4J,5806,MERINO JUNIOR SENIOR HIGH SCHOOL,H,MH,N,-,8,113,9,6,8,8,7,5,6,5,5,,86.
337,1500,BURLINGTON RE-6J,1144,BURLINGTON ELEMENTARY SCHOOL,E,E,N,,8,316,6,6,6,6,,9,3,13,12,5,
338,1500,BURLINGTON RE-6J,1152,BURLINGTON HIGH SCHOOL,H,H,N,-,3,293,3,3,5,3,3,1,3,1,3,1,91.
339,1500,BURLINGTON RE-6J,1150,BURLINGTON MIDDLE SCHOOL,E,EM,N,,1,990,5,5,5,6,6,1,1,1,1,1,
340,1500,BURLINGTON RE-6J,1150,BURLINGTON MIDDLE SCHOOL,M,EM,N,,5,384,6,6,6,6,5,5,6,5,6,,
341,0190,BYERS 32J,1168,BYERS ELEMENTARY SCHOOL,E,E,N,,6,738,6,6,6,6,6,3,1,6,5,7,
342,0190,BYERS 32J,1176,BYERS JUNIOR-SENIOR HIGH SCHOOL,M,MH,N,,5,375,6,6,6,6,6,5,1,7,6,,
343,0190,BYERS 32J,1176,BYERS JUNIOR-SENIOR HIGH SCHOOL,H,MH,N,-,10,37,7,8,6,7,6,10,13,6,11,,89.
344,0970,CALHAN RJ-1,1210,CALHAN ELEMENTARY SCHOOL,E,E,N,,5,840,6,6,6,6,6,2,6,1,5,,
345,0970,CALHAN RJ-1,1218,CALHAN HIGH SCHOOL,H,H,N,-,9,86,7,7,6,9,9,9,9,6,12,,88.
346,0970,CALHAN RJ-1,1215,CALHAN MIDDLE SCHOOL,M,M,N,,6,250,6,6,7,6,7,6,6,6,6,,
347,0270,CAMPO RE-6,1248,CAMPO ELEMENTARY SCHOOL,E,E,N,,,,9,9,8,7,,,,,,,
348,0270,CAMPO RE-6,1252,CAMPO UNDIVIDED HIGH SCHOOL,M,MH,N,,3,437,5,6,6,1,,3,3,2,6,,
349,0270,CAMPO RE-6,1252,CAMPO UNDIVIDED HIGH SCHOOL,H,MH,N,-,,,2,3,5,1,,,,,,,86.
350,1140,CANON CITY RE-1,1266,CANON CITY HIGH SCHOOL,H,H,N,-,2,306,6,6,6,6,6,1,1,2,2,,75.
351,1140,CANON CITY RE-1,1262,CANON CITY MIDDLE SCHOOL,M,M,N,,6,344,6,6,6,6,6,5,6,4,4,,
352,1140,CANON CITY RE-1,0419,CANON ONLINE ACADEMY,M,MH,N,,,,,,,,,,,,,,
353,1140,CANON CITY RE-1,0419,CANON ONLINE ACADEMY,H,MH,N,,,,,,,,,,,,,,
354,1140,CANON CITY RE-1,3802,HARRISON SCHOOL,E,EM,N,,7,393,7,9,8,6,6,7,7,9,5,,
355,1140,CANON CITY RE-1,3802,HARRISON SCHOOL,M,EM,N,,6,319,6,6,6,6,11,6,7,5,6,,
356,1140,CANON CITY RE-1,5166,LINCOLN ELEMENTARY SCHOOL,E,E,N,,8,338,6,6,7,6,9,12,9,10,12,,
357,1140,CANON CITY RE-1,5704,MCKINLEY ELEMENTARY SCHOOL,E,E,N,,1,972,6,6,6,6,6,1,1,1,2,1,
358,1140,CANON CITY RE-1,6752,MOUNT VIEW CORE KNOWLEDGE CHARTER SCHOOL,E,EM,N,,7,410,9,9,8,9,6,6,6,6,6,,
359,1140,CANON CITY RE-1,6752,MOUNT VIEW CORE KNOWLEDGE CHARTER SCHOOL,M,EM,N,,10,58,9,9,7,9,7,11,10,9,12,,
360,1140,CANON CITY RE-1,7950,SKYLINE ELEMENTARY SCHOOL,E,E,N,,6,559,6,6,6,6,6,7,6,9,6,,
361,1140,CANON CITY RE-1,9248,WASHINGTON ELEMENTARY SCHOOL,E,E,N,,9,248,6,7,6,6,6,10,10,9,9,,
362,0640,CENTENNIAL R-1,7588,CENTENNIAL ELEMENTARY SCHOOL,E,E,N,,1,972,2,3,1,3,1,2,1,5,5,,
363,0640,CENTENNIAL R-1,1398,CENTENNIAL HIGH SCHOOL,H,H,N,90.,7,144,3,3,1,5,2,12,12,11,11,,74.
364,0640,CENTENNIAL R-1,1396,CENTENNIAL JUNIOR HIGH SCHOOL,M,M,N,,3,437,3,3,3,2,2,6,4,6,6,,
365,2810,CENTER 26 JT,1420,CENTER HIGH SCHOOL,H,H,N,-,9,98,5,3,3,5,6,10,10,6,12,,90.
366,2810,CENTER 26 JT,1368,CENTER VIRTUAL ACADEMY,H,H,N,,,,,,,,,,,,,,
367,2810,CENTER 26 JT,1412,HASKIN ELEMENTARY SCHOOL,E,E,N,,3,913,2,2,1,1,5,5,5,6,6,3,
368,2810,CENTER 26 JT,1416,SKOGLUND MIDDLE SCHOOL,M,M,N,,7,201,2,2,3,3,2,9,10,9,9,,
370,8001,CHARTER SCHOOL INSTITUTE,0075,ANIMAS HIGH SCHOOL,H,H,N,,9,86,10,10,10,10,9,6,6,6,6,,
371,8001,CHARTER SCHOOL INSTITUTE,1279,CAPROCK ACADEMY,E,EMH,N,,6,608,6,6,5,7,6,5,5,5,6,,
372,8001,CHARTER SCHOOL INSTITUTE,1279,CAPROCK ACADEMY,M,EMH,N,,7,201,7,7,6,9,6,8,7,6,9,,
373,8001,CHARTER SCHOOL INSTITUTE,1279,CAPROCK ACADEMY,H,EMH,N,,6,171,7,9,6,10,5,7,6,6,11,,
374,8001,CHARTER SCHOOL INSTITUTE,1901,COLORADO CALVERT ACADEMY,E,EM,N,,3,913,5,6,3,5,6,2,4,1,3,,
375,8001,CHARTER SCHOOL INSTITUTE,1901,COLORADO CALVERT ACADEMY,M,EM,N,,4,423,6,7,3,6,6,5,7,1,6,,
