Record_no,SPF_DIST_NUMBER,SPF_DISTRICT_NAME,SPF_SCHOOL_NUMBER,SPF_SCHOOL_NAME,SPF_EMH_CODE,SPF_INCLUDED_EMH_FOR_A,rate_at.5_chng_ach,rate_at.5_chng_growth,pct_pts_chng_.5
1042,1195,GARFIELD RE2,3967,HIGHLAND ELEMENTARY SCHOOL,E,E,2,2,2
1043,1195,GARFIELD RE2,4510,KATHRYN SENOR ELEMENTARY SCHOOL,E,E,3,1,1
1044,1195,GARFIELD RE2,7360,RIFLE HIGH SCHOOL,H,H,3,2,2
1045,1195,GARFIELD RE2,7356,RIFLE MIDDLE SCHOOL,E,EM,2,2,2
1046,1195,GARFIELD RE2,7356,RIFLE MIDDLE SCHOOL,M,EM,2,2,2
1047,1195,GARFIELD RE2,7388,RIVERSIDE SCHOOL,E,EM,3,2,2
1048,1195,GARFIELD RE2,7388,RIVERSIDE SCHOOL,M,EM,3,3,3
1049,1195,GARFIELD RE2,9231,WAMSLEY ELEMENTARY SCHOOL,E,E,2,1,1
1050,1780,GENOAHUGO C113,4158,GENOAHUGO ELEMENTARY SCHOOL,E,E,3,2,2
1051,1780,GENOAHUGO C113,4160,GENOAHUGO MIDDLE SCHOOL,M,M,2,3,3
1052,1780,GENOAHUGO C113,4162,GENOAHUGO SENIOR HIGH SCHOOL,H,H,3,,1
1053,1330,GILPIN COUNTY RE1,1632,GILPIN COUNTY ELEMENTARY SCHOOL,E,E,2,2,2
1054,1330,GILPIN COUNTY RE1,1634,GILPIN COUNTY UNDIVIDED HIGH SCHOOL,M,MH,3,2,3
1055,1330,GILPIN COUNTY RE1,1634,GILPIN COUNTY UNDIVIDED HIGH SCHOOL,H,MH,2,3,3
1056,2650,GRANADA RE1,3542,GRANADA ELEMENTARY SCHOOL,E,E,3,2,2
1057,2650,GRANADA RE1,3546,GRANADA UNDIVIDED HIGH SCHOOL,M,MH,3,3,3
1058,2650,GRANADA RE1,3546,GRANADA UNDIVIDED HIGH SCHOOL,H,MH,2,1,2
1059,3120,GREELEY 6,0988,BRENTWOOD MIDDLE SCHOOL,M,M,1,1,1
1060,3120,GREELEY 6,1384,CENTENNIAL ELEMENTARY SCHOOL,E,E,2,2,2
1061,3120,GREELEY 6,1500,CHAPPELOW K8 MAGNET SCHOOL,E,EM,1,2,2
1062,3120,GREELEY 6,1500,CHAPPELOW K8 MAGNET SCHOOL,M,EM,2,2,2
1063,3120,GREELEY 6,2222,DOS RIOS ELEMENTARY SCHOOL,E,E,1,1,1
1064,3120,GREELEY 6,2414,EAST MEMORIAL ELEMENTARY SCHOOL,E,E,2,2,2
1065,3120,GREELEY 6,2825,ENG@GE ONLINE ACADEMY,H,H,,,
1066,3120,GREELEY 6,3162,FRANKLIN MIDDLE SCHOOL,M,M,2,2,2
1067,3120,GREELEY 6,1875,FRONTIER CHARTER ACADEMY,E,EMH,2,3,2
1068,3120,GREELEY 6,1875,FRONTIER CHARTER ACADEMY,M,EMH,3,3,3
1069,3120,GREELEY 6,1875,FRONTIER CHARTER ACADEMY,H,EMH,2,1,2
1070,3120,GREELEY 6,3610,GREELEY CENTRAL HIGH SCHOOL,H,H,2,2,2
1071,3120,GREELEY 6,3614,GREELEY WEST HIGH SCHOOL,H,H,1,1,2
1072,3120,GREELEY 6,3880,HEATH MIDDLE SCHOOL,M,M,2,3,3
1073,3120,GREELEY 6,0052,HEIMAN ELEMENTARY SCHOOL,E,E,2,1,2
1074,3120,GREELEY 6,4356,JACKSON ELEMENTARY SCHOOL,E,E,2,3,2
1075,3120,GREELEY 6,4425,JEFFERSON HIGH SCHOOL,H,H,3,3,3
1076,3120,GREELEY 6,4438,JOHN EVANS MIDDLE SCHOOL,M,M,2,2,3
1077,3120,GREELEY 6,5412,MADISON ELEMENTARY SCHOOL,E,E,2,2,2
1078,3120,GREELEY 6,5620,MAPLEWOOD ELEMENTARY SCHOOL,E,E,2,3,2
1079,3120,GREELEY 6,6774,MARTINEZ ELEMENTARY SCHOOL,E,E,1,1,1
1080,3120,GREELEY 6,5660,MCAULIFFE ELEMENTARY SCHOOL,E,E,1,1,1
1081,3120,GREELEY 6,5752,MEEKER ELEMENTARY SCHOOL,E,E,1,2,2
1082,3120,GREELEY 6,5985,MONFORT ELEMENTARY SCHOOL,E,E,2,3,2
1083,3120,GREELEY 6,6364,NORTHRIDGE HIGH SCHOOL,H,H,2,2,2
1084,3120,GREELEY 6,0054,ROMERO ELEMENTARY SCHOOL,E,E,1,2,2
1085,3120,GREELEY 6,7700,SCOTT ELEMENTARY SCHOOL,E,E,1,1,1
1086,3120,GREELEY 6,7814,SHAWSHEEN ELEMENTARY SCHOOL,E,E,2,1,2
1087,3120,GREELEY 6,8965,UNION COLONY PREPARATORY SCHOOL,M,MH,2,2,2
1088,3120,GREELEY 6,8965,UNION COLONY PREPARATORY SCHOOL,H,MH,2,2,2
1089,3120,GREELEY 6,2850,UNIVERSITY SCHOOLS,E,EMH,2,1,2
1090,3120,GREELEY 6,2850,UNIVERSITY SCHOOLS,M,EMH,3,2,2
1091,3120,GREELEY 6,2850,UNIVERSITY SCHOOLS,H,EMH,2,2,2
1092,3120,GREELEY 6,9611,WEST RIDGE ACADEMY,E,EM,2,,2
1093,3120,GREELEY 6,9611,WEST RIDGE ACADEMY,M,EM,2,2,2
1094,3120,GREELEY 6,0053,WINOGRAD K8 ELEMENTARY SCHOOL,E,EM,2,2,2
1095,3120,GREELEY 6,0053,WINOGRAD K8 ELEMENTARY SCHOOL,M,EM,2,1,2
1096,1360,GUNNISON WATERSHED RE1J,2006,CRESTED BUTTE COMMUNITY SCHOOL,E,EMH,2,2,2
1097,1360,GUNNISON WATERSHED RE1J,2006,CRESTED BUTTE COMMUNITY SCHOOL,M,EMH,2,2,2
1098,1360,GUNNISON WATERSHED RE1J,2006,CRESTED BUTTE COMMUNITY SCHOOL,H,EMH,2,2,2
1099,1360,GUNNISON WATERSHED RE1J,3690,GUNNISON ELEMENTARY SCHOOL,E,E,2,2,2
1100,1360,GUNNISON WATERSHED RE1J,3694,GUNNISON HIGH SCHOOL,H,H,2,3,3
1101,1360,GUNNISON WATERSHED RE1J,3697,GUNNISON MIDDLE SCHOOL,M,M,2,2,2
1102,1360,GUNNISON WATERSHED RE1J,5577,MARBLE CHARTER SCHOOL,E,EM,,,1
1103,1360,GUNNISON WATERSHED RE1J,5577,MARBLE CHARTER SCHOOL,M,EM,,,1
1104,1070,HANOVER 28,3758,HANOVER JUNIORSENIOR HIGH SCHOOL,E,EMH,2,3,2
1105,1070,HANOVER 28,3758,HANOVER JUNIORSENIOR HIGH SCHOOL,M,EMH,3,3,3
1106,1070,HANOVER 28,3758,HANOVER JUNIORSENIOR HIGH SCHOOL,H,EMH,2,3,3
1107,1070,HANOVER 28,6701,PRAIRIE HEIGHTS ELEMENTARY SCHOOL,E,E,2,,3
1108,0980,HARRISON 2,0469,ATLAS PREPARATORY SCHOOL,E,EM,1,1,1
1109,0980,HARRISON 2,0469,ATLAS PREPARATORY SCHOOL,M,EM,2,2,2
1110,0980,HARRISON 2,1000,BRICKER ELEMENTARY SCHOOL,E,E,1,1,1
1111,0980,HARRISON 2,1306,CARMEL MIDDLE SCHOOL,M,M,3,3,3
1112,0980,HARRISON 2,1383,CENTENNIAL ELEMENTARY SCHOOL,E,E,3,2,2
1113,0980,HARRISON 2,3522,FOX MEADOW MIDDLE SCHOOL,M,M,3,3,2
1114,0980,HARRISON 2,3392,GIBERSON ELEMENTARY SCHOOL,E,E,1,2,2
1115,0980,HARRISON 2,3806,HARRISON HIGH SCHOOL,H,H,3,3,2
1116,0980,HARRISON 2,3870,HIGH SCHOOL PREPARATORY ACADEMY,M,M,2,,2
1117,0980,HARRISON 2,4380,JAMES IRWIN CHARTER ELEMENTARY SCHOOL,E,E,2,2,2
1118,0980,HARRISON 2,4378,JAMES IRWIN CHARTER HIGH SCHOOL,H,H,2,2,2
1119,0980,HARRISON 2,4379,JAMES IRWIN CHARTER MIDDLE SCHOOL,M,M,2,3,2
1120,0980,HARRISON 2,6018,MONTEREY ELEMENTARY SCHOOL,E,E,3,2,2
1121,0980,HARRISON 2,6162,MOUNTAIN VISTA COMMUNITY SCHOOL,E,EM,2,3,3
1122,0980,HARRISON 2,6162,MOUNTAIN VISTA COMMUNITY SCHOOL,M,EM,3,2,2
1123,0980,HARRISON 2,6460,OAK CREEK ELEMENTARY SCHOOL,E,E,1,1,2
1124,0980,HARRISON 2,6578,OTERO ELEMENTARY SCHOOL,E,E,1,1,2
1125,0980,HARRISON 2,6686,PANORAMA MIDDLE SCHOOL,M,M,2,1,2
1126,0980,HARRISON 2,6936,PIKES PEAK ELEMENTARY SCHOOL,E,E,3,2,2
1127,0980,HARRISON 2,7611,SAND CREEK ELEMENTARY SCHOOL,E,E,2,3,2
1128,0980,HARRISON 2,7882,SIERRA HIGH SCHOOL,H,H,3,2,2
1129,0980,HARRISON 2,8034,SOARING EAGLES ELEMENTARY SCHOOL,E,E,2,2,2
1130,0980,HARRISON 2,8337,STRATMOOR HILLS ELEMENTARY SCHOOL,E,E,2,1,1
1131,0980,HARRISON 2,8350,STRATTON MEADOWS ELEMENTARY SCHOOL,E,E,3,3,3
1132,0980,HARRISON 2,8923,TURMAN ELEMENTARY SCHOOL,E,E,3,3,3
1133,0980,HARRISON 2,9602,WILDFLOWER ELEMENTARY SCHOOL,E,E,1,1,1
1134,2630,HAXTUN RE2J,3846,HAXTUN ELEMENTARY SCHOOL,E,EM,2,3,3
1135,2630,HAXTUN RE2J,3846,HAXTUN ELEMENTARY SCHOOL,M,EM,3,3,3
1136,2630,HAXTUN RE2J,3850,HAXTUN HIGH SCHOOL,H,H,3,3,3
1137,2760,HAYDEN RE1,3862,HAYDEN HIGH SCHOOL,H,H,1,2,2
1138,2760,HAYDEN RE1,3860,HAYDEN MIDDLE SCHOOL,M,M,1,3,3
1139,2760,HAYDEN RE1,2522,HAYDEN VALLEY ELEMENTARY SCHOOL,E,E,3,3,2
1140,1380,HINSDALE COUNTY RE 1,4899,LAKE CITY COMMUNITY SCHOOL,E,EMH,,,1
1141,1380,HINSDALE COUNTY RE 1,4899,LAKE CITY COMMUNITY SCHOOL,M,EMH,2,1,2
1142,1380,HINSDALE COUNTY RE 1,4899,LAKE CITY COMMUNITY SCHOOL,H,EMH,,,2
1143,1460,HIPLAINS R23,9164,HI PLAINS ELEMENTARY SCHOOL,E,E,1,,1
1144,1460,HIPLAINS R23,7746,HI PLAINS UNDIVIDED HIGH SCHOOL,M,MH,3,1,2
1145,1460,HIPLAINS R23,7746,HI PLAINS UNDIVIDED HIGH SCHOOL,H,MH,1,1,1
1146,1600,HOEHNE REORGANIZED 3,4044,HOEHNE ELEMENTARY SCHOOL,E,E,1,2,2
1147,1600,HOEHNE REORGANIZED 3,4048,HOEHNE HIGH SCHOOL,H,H,2,3,2
1148,1600,HOEHNE REORGANIZED 3,4045,HOEHNE JUNIOR HIGH SCHOOL,M,M,2,2,2
1149,2670,HOLLY RE3,4058,HOLLY HIGH SCHOOL,H,H,2,1,2
1150,2670,HOLLY RE3,4069,HOLLY JUNIOR HIGH SCHOOL,M,M,3,1,1
1151,2670,HOLLY RE3,7794,SHANNER ELEMENTARY SCHOOL,E,E,2,2,2
1152,2620,HOLYOKE RE1J,4076,HOLYOKE ELEMENTARY SCHOOL,E,E,2,2,2
1153,2620,HOLYOKE RE1J,4080,HOLYOKE SENIOR HIGH SCHOOL,M,MH,2,2,2
1154,2620,HOLYOKE RE1J,4080,HOLYOKE SENIOR HIGH SCHOOL,H,MH,2,3,3
1155,1390,HUERFANO RE1,3306,GARDNER ELEMENTARY SCHOOL,E,EM,3,,3
1156,1390,HUERFANO RE1,3306,GARDNER ELEMENTARY SCHOOL,M,EM,1,2,2
1157,1390,HUERFANO RE1,9212,JOHN MALL HIGH SCHOOL,H,H,3,3,3
1158,1390,HUERFANO RE1,0063,PEAKVIEW SCHOOL,E,EM,3,2,2
1159,1390,HUERFANO RE1,0063,PEAKVIEW SCHOOL,M,EM,1,2,2
1160,3220,IDALIA RJ3,4227,IDALIA ELEMENTARY SCHOOL,E,E,3,3,3
1161,3220,IDALIA RJ3,4231,IDALIA JUNIORSENIOR HIGH SCHOOL,M,MH,3,,2
1162,3220,IDALIA RJ3,4231,IDALIA JUNIORSENIOR HIGH SCHOOL,H,MH,,,3
1163,1540,IGNACIO 11 JT,4250,IGNACIO ELEMENTARY SCHOOL,E,E,2,,3
1164,1540,IGNACIO 11 JT,4258,IGNACIO HIGH SCHOOL,H,H,3,3,2
1165,1540,IGNACIO 11 JT,4252,IGNACIO INTERMEDIATE SCHOOL,E,E,2,2,2
1166,1540,IGNACIO 11 JT,4254,IGNACIO JUNIOR HIGH SCHOOL,M,M,1,3,2
1167,1420,JEFFERSON COUNTY R1,0030,ADAMS ELEMENTARY SCHOOL,E,E,2,2,2
1168,1420,JEFFERSON COUNTY R1,0108,ALAMEDA HIGH SCHOOL,H,H,2,3,3
1169,1420,JEFFERSON COUNTY R1,0148,ALLENDALE ELEMENTARY SCHOOL,E,E,3,1,2
1170,1420,JEFFERSON COUNTY R1,0370,ARVADA HIGH SCHOOL,H,H,2,1,2
1171,1420,JEFFERSON COUNTY R1,0109,ARVADA K8,E,EM,3,3,3
1172,1420,JEFFERSON COUNTY R1,0109,ARVADA K8,M,EM,3,3,3
1173,1420,JEFFERSON COUNTY R1,0378,ARVADA WEST HIGH SCHOOL,H,H,2,2,2
1174,1420,JEFFERSON COUNTY R1,0664,BEAR CREEK HIGH SCHOOL,H,H,1,1,2
1175,1420,JEFFERSON COUNTY R1,0660,BEAR CREEK K8 SCHOOL,E,EM,2,3,2
1176,1420,JEFFERSON COUNTY R1,0660,BEAR CREEK K8 SCHOOL,M,EM,2,2,2
1177,1420,JEFFERSON COUNTY R1,0694,BELL MIDDLE SCHOOL,M,M,2,1,2
1178,1420,JEFFERSON COUNTY R1,0724,BELMAR ELEMENTARY SCHOOL,E,E,2,2,2
1179,1420,JEFFERSON COUNTY R1,0779,BERGEN VALLEY INTERMEDIATE SCHOOL,E,E,2,2,2
1180,1420,JEFFERSON COUNTY R1,0951,BLUE HERON ELEMENTARY SCHOOL,E,E,2,2,2
1181,1420,JEFFERSON COUNTY R1,0952,BRADFORD INTERMEDIATE SCHOOL,E,E,2,2,2
1182,1420,JEFFERSON COUNTY R1,0950,BRADFORD PRIMARY SCHOOL,E,E,2,,2
1183,1420,JEFFERSON COUNTY R1,0965,BRADY EXPLORATION SCHOOL,H,H,3,,1
1184,1420,JEFFERSON COUNTY R1,1238,CAMPBELL ELEMENTARY SCHOOL,E,E,2,1,2
1185,1420,JEFFERSON COUNTY R1,1318,CARMODY MIDDLE SCHOOL,M,M,2,2,2
1186,1420,JEFFERSON COUNTY R1,1522,CHATFIELD HIGH SCHOOL,H,H,2,2,2
1187,1420,JEFFERSON COUNTY R1,1730,COAL CREEK CANYON K8 ELEMENTARY SCHOOL,E,EM,1,2,2
1188,1420,JEFFERSON COUNTY R1,1730,COAL CREEK CANYON K8 ELEMENTARY SCHOOL,M,EM,2,2,2
1189,1420,JEFFERSON COUNTY R1,7701,COLLEGIATE ACADEMY OF COLORADO,E,EMH,2,3,2
1190,1420,JEFFERSON COUNTY R1,7701,COLLEGIATE ACADEMY OF COLORADO,M,EMH,1,1,1
1191,1420,JEFFERSON COUNTY R1,7701,COLLEGIATE ACADEMY OF COLORADO,H,EMH,3,3,2
1192,1420,JEFFERSON COUNTY R1,1790,COLOROW ELEMENTARY SCHOOL,E,E,2,2,2
1193,1420,JEFFERSON COUNTY R1,1864,COLUMBINE HIGH SCHOOL,H,H,2,2,2
1194,1420,JEFFERSON COUNTY R1,1861,COLUMBINE HILLS ELEMENTARY SCHOOL,E,E,2,1,2
1195,1420,JEFFERSON COUNTY R1,1880,COMPASS MONTESSORI  GOLDEN CHARTER SCHOOL,E,EMH,2,2,2
1196,1420,JEFFERSON COUNTY R1,1880,COMPASS MONTESSORI  GOLDEN CHARTER SCHOOL,M,EMH,2,1,2
1197,1420,JEFFERSON COUNTY R1,1880,COMPASS MONTESSORI  GOLDEN CHARTER SCHOOL,H,EMH,2,3,3
1198,1420,JEFFERSON COUNTY R1,1869,COMPASS MONTESSORI  WHEAT RIDGE CHARTER SCHOOL,E,E,2,2,2
1199,1420,JEFFERSON COUNTY R1,1886,CONIFER SENIOR HIGH SCHOOL,H,H,2,3,3
1200,1420,JEFFERSON COUNTY R1,4798,CONNECTIONS LEARNING CENTER ON THE EARLE JOHNSON C,M,MH,3,,1
1201,1420,JEFFERSON COUNTY R1,4798,CONNECTIONS LEARNING CENTER ON THE EARLE JOHNSON C,H,MH,,,3
1202,1420,JEFFERSON COUNTY R1,1876,CORONADO ELEMENTARY SCHOOL,E,E,1,1,2
1203,1420,JEFFERSON COUNTY R1,1976,CREIGHTON MIDDLE SCHOOL,M,M,2,3,2
1204,1420,JEFFERSON COUNTY R1,2093,DAKOTA RIDGE SENIOR HIGH SCHOOL,H,H,2,2,2
1205,1420,JEFFERSON COUNTY R1,8090,DEANE ELEMENTARY SCHOOL,E,E,1,1,1
1206,1420,JEFFERSON COUNTY R1,2130,DEER CREEK MIDDLE SCHOOL,M,M,2,2,2
1207,1420,JEFFERSON COUNTY R1,9432,DENNISON ELEMENTARY SCHOOL,E,E,2,1,1
1208,1420,JEFFERSON COUNTY R1,2120,D'EVELYN JUNIOR/SENIOR HIGH SCHOOL,M,MH,2,2,2
1209,1420,JEFFERSON COUNTY R1,2120,D'EVELYN JUNIOR/SENIOR HIGH SCHOOL,H,MH,2,2,2
1210,1420,JEFFERSON COUNTY R1,2194,DEVINNY ELEMENTARY SCHOOL,E,E,2,2,2
1211,1420,JEFFERSON COUNTY R1,2288,DRAKE JUNIOR HIGH SCHOOL,M,M,3,3,2
1212,1420,JEFFERSON COUNTY R1,2300,DUNSTAN MIDDLE SCHOOL,M,M,3,3,3
1213,1420,JEFFERSON COUNTY R1,2322,DUTCH CREEK ELEMENTARY SCHOOL,E,E,2,2,2
1214,1420,JEFFERSON COUNTY R1,2496,EDGEWATER ELEMENTARY SCHOOL,E,E,3,2,2
1215,1420,JEFFERSON COUNTY R1,2550,EIBER ELEMENTARY SCHOOL,E,E,1,1,2
1216,1420,JEFFERSON COUNTY R1,2616,ELK CREEK ELEMENTARY SCHOOL,E,E,2,3,2
1217,1420,JEFFERSON COUNTY R1,2836,EVERGREEN HIGH SCHOOL,H,H,2,2,2
1218,1420,JEFFERSON COUNTY R1,2832,EVERGREEN MIDDLE SCHOOL,M,M,2,3,3
1219,1420,JEFFERSON COUNTY R1,2820,EVERITT MIDDLE SCHOOL,M,M,1,2,2
1220,1420,JEFFERSON COUNTY R1,2799,EXCEL ACADEMY CHARTER SCHOOL,E,EM,3,1,2
1221,1420,JEFFERSON COUNTY R1,2799,EXCEL ACADEMY CHARTER SCHOOL,M,EM,2,2,2
1222,1420,JEFFERSON COUNTY R1,2866,FAIRMOUNT ELEMENTARY SCHOOL,E,E,2,2,2
1223,1420,JEFFERSON COUNTY R1,2963,FALCON BLUFFS MIDDLE SCHOOL,M,M,2,2,2
1224,1420,JEFFERSON COUNTY R1,2946,FITZMORRIS ELEMENTARY SCHOOL,E,E,2,3,3
1225,1420,JEFFERSON COUNTY R1,3025,FOOTHILLS ELEMENTARY SCHOOL,E,E,1,1,1
1226,1420,JEFFERSON COUNTY R1,3088,FOSTER ELEMENTARY SCHOOL,E,E,3,3,3
1227,1420,JEFFERSON COUNTY R1,3201,FREE HORIZON MONTESSORI CHARTER SCHOOL,E,EM,1,1,1
1228,1420,JEFFERSON COUNTY R1,3201,FREE HORIZON MONTESSORI CHARTER SCHOOL,M,EM,2,2,2
1229,1420,JEFFERSON COUNTY R1,3216,FREMONT ELEMENTARY SCHOOL,E,E,3,2,2
1230,1420,JEFFERSON COUNTY R1,3450,GLENNON HEIGHTS ELEMENTARY SCHOOL,E,E,1,1,1
1231,1420,JEFFERSON COUNTY R1,3502,GOLDEN HIGH SCHOOL,H,H,2,2,2
1232,1420,JEFFERSON COUNTY R1,3536,GOVERNOR'S RANCH ELEMENTARY SCHOOL,E,E,2,2,2
1233,1420,JEFFERSON COUNTY R1,3622,GREEN GABLES ELEMENTARY SCHOOL,E,E,2,2,2
1234,1420,JEFFERSON COUNTY R1,3624,GREEN MOUNTAIN ELEMENTARY SCHOOL,E,E,2,2,2
1235,1420,JEFFERSON COUNTY R1,3628,GREEN MOUNTAIN HIGH SCHOOL,H,H,1,1,2
1236,1420,JEFFERSON COUNTY R1,3726,HACKBERRY HILL ELEMENTARY SCHOOL,E,E,2,1,2
1237,1420,JEFFERSON COUNTY R1,4190,HUTCHINSON ELEMENTARY SCHOOL,E,E,2,3,3
1238,1420,JEFFERSON COUNTY R1,4408,JEFFCO'S 21ST CENTURY VIRTUAL ACADEMY,M,MH,,,
1239,1420,JEFFERSON COUNTY R1,4408,JEFFCO'S 21ST CENTURY VIRTUAL ACADEMY,H,MH,3,3,3
1240,1420,JEFFERSON COUNTY R1,4402,JEFFERSON ACADEMY CHARTER SCHOOL,E,E,2,2,2
1241,1420,JEFFERSON COUNTY R1,4404,JEFFERSON CHARTER ACADEMY JUNIOR HIGH SCHOOL,M,M,1,1,1
1242,1420,JEFFERSON COUNTY R1,4410,JEFFERSON CHARTER ACADEMY SENIOR HIGH SCHOOL,H,H,3,2,2
1243,1420,JEFFERSON COUNTY R1,6539,JEFFERSON COUNTY OPEN ELEMENTARY SCHOOL,E,E,2,3,3
1244,1420,JEFFERSON COUNTY R1,6541,JEFFERSON COUNTY OPEN SECONDARY,M,MH,2,3,3
1245,1420,JEFFERSON COUNTY R1,6541,JEFFERSON COUNTY OPEN SECONDARY,H,MH,3,3,2
1246,1420,JEFFERSON COUNTY R1,4422,JEFFERSON HIGH SCHOOL,H,H,2,2,2
1247,1420,JEFFERSON COUNTY R1,4548,KEN CARYL MIDDLE SCHOOL,M,M,2,2,2
1248,1420,JEFFERSON COUNTY R1,4549,KENDALLVUE ELEMENTARY SCHOOL,E,E,2,3,3
1249,1420,JEFFERSON COUNTY R1,4550,KENDRICK LAKES ELEMENTARY SCHOOL,E,E,2,1,2
1250,1420,JEFFERSON COUNTY R1,4802,KULLERSTRAND ELEMENTARY SCHOOL,E,E,1,2,2
1251,1420,JEFFERSON COUNTY R1,4830,KYFFIN ELEMENTARY SCHOOL,E,E,2,2,2
1252,1420,JEFFERSON COUNTY R1,4942,LAKEWOOD HIGH SCHOOL,H,H,2,1,2
1253,1420,JEFFERSON COUNTY R1,5004,LASLEY ELEMENTARY SCHOOL,E,E,1,2,2
1254,1420,JEFFERSON COUNTY R1,5024,LAWRENCE ELEMENTARY SCHOOL,E,E,2,2,2
1255,1420,JEFFERSON COUNTY R1,5036,LEAWOOD ELEMENTARY SCHOOL,E,E,2,2,2
1256,1420,JEFFERSON COUNTY R1,5145,LINCOLN CHARTER ACADEMY,E,EM,1,2,2
1257,1420,JEFFERSON COUNTY R1,5145,LINCOLN CHARTER ACADEMY,M,EM,2,2,2
1258,1420,JEFFERSON COUNTY R1,5222,LITTLE ELEMENTARY SCHOOL,E,E,1,1,1
1259,1420,JEFFERSON COUNTY R1,5623,LONGVIEW HIGH SCHOOL,H,H,,,2
1260,1420,JEFFERSON COUNTY R1,5350,LUKAS ELEMENTARY SCHOOL,E,E,2,2,2
1261,1420,JEFFERSON COUNTY R1,5354,LUMBERG ELEMENTARY SCHOOL,E,E,1,1,1
1262,1420,JEFFERSON COUNTY R1,5454,MANDALAY MIDDLE SCHOOL,M,M,2,2,2
1263,1420,JEFFERSON COUNTY R1,5472,MANNING OPTIONS SCHOOL,M,M,2,2,2
1264,1420,JEFFERSON COUNTY R1,5524,MAPLE GROVE ELEMENTARY SCHOOL,E,E,1,1,2
1265,1420,JEFFERSON COUNTY R1,5580,MARSHDALE ELEMENTARY SCHOOL,E,E,2,2,2
1266,1420,JEFFERSON COUNTY R1,0033,MC LAIN HIGH SCHOOL,H,H,1,3,3
1267,1420,JEFFERSON COUNTY R1,5758,MEIKLEJOHN ELEMENTARY,E,E,2,1,2
1268,1420,JEFFERSON COUNTY R1,5892,MILLER SPECIAL EDUCATION,E,EMH,,,1
1269,1420,JEFFERSON COUNTY R1,5892,MILLER SPECIAL EDUCATION,M,EMH,,,1
1270,1420,JEFFERSON COUNTY R1,5892,MILLER SPECIAL EDUCATION,H,EMH,,,3
1271,1420,JEFFERSON COUNTY R1,5944,MITCHELL ELEMENTARY SCHOOL,E,E,2,1,2
1272,1420,JEFFERSON COUNTY R1,5972,MOLHOLM ELEMENTARY SCHOOL,E,E,3,3,3
1273,1420,JEFFERSON COUNTY R1,5994,MONTESSORI PEAKS CHARTER ACADEMY,E,EM,2,2,2
1274,1420,JEFFERSON COUNTY R1,5994,MONTESSORI PEAKS CHARTER ACADEMY,M,EM,2,3,2
1275,1420,JEFFERSON COUNTY R1,6090,MOORE MIDDLE SCHOOL,M,M,2,2,2
1276,1420,JEFFERSON COUNTY R1,6133,MORTENSEN ELEMENTARY SCHOOL,E,E,2,1,2
1277,1420,JEFFERSON COUNTY R1,6135,MOUNT CARBON ELEMENTARY SCHOOL,E,E,2,2,2
1278,1420,JEFFERSON COUNTY R1,6139,MOUNTAIN PHOENIX COMMUNITY SCHOOL,E,EM,2,1,2
1279,1420,JEFFERSON COUNTY R1,6139,MOUNTAIN PHOENIX COMMUNITY SCHOOL,M,EM,3,2,2
1280,1420,JEFFERSON COUNTY R1,6237,NEW AMERICA SCHOOL,H,H,1,1,1
1281,1420,JEFFERSON COUNTY R1,6286,NORMANDY ELEMENTARY SCHOOL,E,E,2,2,2
1282,1420,JEFFERSON COUNTY R1,6330,NORTH ARVADA MIDDLE SCHOOL,M,M,3,2,2
1283,1420,JEFFERSON COUNTY R1,6470,OBERON JUNIOR HIGH SCHOOL,M,M,2,2,2
1284,1420,JEFFERSON COUNTY R1,6474,O'CONNELL MIDDLE SCHOOL,M,M,2,1,2
1285,1420,JEFFERSON COUNTY R1,6804,PARMALEE ELEMENTARY SCHOOL,E,E,2,2,2
1286,1420,JEFFERSON COUNTY R1,6806,PARR ELEMENTARY SCHOOL,E,E,2,3,2
1287,1420,JEFFERSON COUNTY R1,6808,PATTERSON ELEMENTARY SCHOOL,E,E,2,1,1
1288,1420,JEFFERSON COUNTY R1,6828,PECK ELEMENTARY SCHOOL,E,E,1,2,2
1289,1420,JEFFERSON COUNTY R1,6844,PEIFFER ELEMENTARY SCHOOL,E,E,2,2,2
1290,1420,JEFFERSON COUNTY R1,6848,PENNINGTON ELEMENTARY SCHOOL,E,E,2,1,1
1291,1420,JEFFERSON COUNTY R1,7078,PLEASANT VIEW ELEMENTARY SCHOOL,E,E,1,2,2
1292,1420,JEFFERSON COUNTY R1,7114,POMONA HIGH SCHOOL,H,H,1,1,1
1293,1420,JEFFERSON COUNTY R1,7128,POWDERHORN ELEMENTARY SCHOOL,E,E,2,1,2
1294,1420,JEFFERSON COUNTY R1,7190,PROSPECT VALLEY ELEMENTARY SCHOOL,E,E,2,3,3
1295,1420,JEFFERSON COUNTY R1,7238,RALSTON ELEMENTARY SCHOOL,E,E,2,1,2
1296,1420,JEFFERSON COUNTY R1,7239,RALSTON VALLEY SENIOR HIGH SCHOOL,H,H,2,3,2
1297,1420,JEFFERSON COUNTY R1,7282,RED ROCKS ELEMENTARY SCHOOL,E,E,2,2,2
1298,1420,JEFFERSON COUNTY R1,7462,ROCKY MOUNTAIN ACADEMY OF EVERGREEN,E,EM,2,3,2
1299,1420,JEFFERSON COUNTY R1,7462,ROCKY MOUNTAIN ACADEMY OF EVERGREEN,M,EM,2,3,3
