District No,School Name,District Name,School No,eng_yn,math_yn,read_yn,sci_yn,,,,"2012 ACT data created Nov 7, 2012",,,,,,,,,,,,,,,,,,
0920,ELIZABETH HIGH SCHOOL,ELIZABETH C1,2608,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,
0920,FRONTIER HIGH SCHOOL,ELIZABETH C1,3236,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
0930,DISTRICT RESULTS,KIOWA C-2,0000,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
0930,KIOWA HIGH SCHOOL,KIOWA C-2,4728,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
0940,DISTRICT RESULTS,BIG SANDY 100J,0000,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
0940,SIMLA HIGH SCHOOL,BIG SANDY 100J,7922,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
0950,DISTRICT RESULTS,ELBERT 200,0000,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
0950,ELBERT JUNIOR-SENIOR HIGH SCHOOL,ELBERT 200,2574,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
0970,CALHAN HIGH SCHOOL,CALHAN RJ-1,1218,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
0970,DISTRICT RESULTS,CALHAN RJ-1,0000,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
0980,DISTRICT RESULTS,HARRISON 2,0000,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
0980,HARRISON HIGH SCHOOL,HARRISON 2,3806,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
0980,JAMES IRWIN CHARTER HIGH SCHOOL,HARRISON 2,4378,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,
0980,NEW HORIZONS DAY SCHOOL,HARRISON 2,6244,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
0980,SIERRA HIGH SCHOOL,HARRISON 2,7882,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
0990,DISCOVERY HIGH SCHOOL,WIDEFIELD 3,9560,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
0990,DISTRICT RESULTS,WIDEFIELD 3,0000,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
0990,MESA RIDGE HIGH SCHOOL,WIDEFIELD 3,5841,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
0990,WIDEFIELD HIGH SCHOOL,WIDEFIELD 3,9566,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1000,DISTRICT RESULTS,FOUNTAIN 8,0000,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1000,FOUNTAIN-FORT CARSON HIGH SCHOOL,FOUNTAIN 8,3110,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1000,LORRAINE SECONDARY SCHOOL,FOUNTAIN 8,0203,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1010,ACHIEVEK12,COLORADO SPRINGS 11,0269,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,CIVA CHARTER ACADEMY,COLORADO SPRINGS 11,1616,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1010,COMMUNITY PREP CHARTER SCHOOL,COLORADO SPRINGS 11,1885,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1010,CORONADO HIGH SCHOOL,COLORADO SPRINGS 11,1870,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1010,DISTRICT RESULTS,COLORADO SPRINGS 11,0000,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1010,DOHERTY HIGH SCHOOL,COLORADO SPRINGS 11,2202,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1010,LIFE SKILLS CENTER OF COLORADO SPRI,COLORADO SPRINGS 11,5146,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1010,MITCHELL HIGH SCHOOL,COLORADO SPRINGS 11,5948,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1010,NIKOLA TESLA EDUCATION OPPORTUNITY,COLORADO SPRINGS 11,2528,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1010,PALMER HIGH SCHOOL,COLORADO SPRINGS 11,6680,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1010,THE BIJOU SCHOOL,COLORADO SPRINGS 11,0871,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1010,WASSON HIGH SCHOOL,COLORADO SPRINGS 11,9298,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1020,CHEYENNE MOUNTAIN HIGH SCHOOL,CHEYENNE MOUNTAIN 12,1590,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,
1020,DISTRICT RESULTS,CHEYENNE MOUNTAIN 12,0000,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,
1030,DISTRICT RESULTS,MANITOU SPRINGS 14,0000,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,
1030,MANITOU SPRINGS HIGH SCHOOL,MANITOU SPRINGS 14,5468,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,
1040,ACADEMY ONLINE HIGH SCHOOL,ACADEMY 20,0110,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,AIR ACADEMY HIGH SCHOOL,ACADEMY 20,0076,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,
1040,ASPEN VALLEY HIGH SCHOOL,ACADEMY 20,0209,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1040,DISCOVERY CANYON CAMPUS SCHOOL,ACADEMY 20,2195,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,
1040,DISTRICT RESULTS,ACADEMY 20,0000,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,
1040,LIBERTY HIGH SCHOOL,ACADEMY 20,5126,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,
1040,PINE CREEK HIGH SCHOOL,ACADEMY 20,6937,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,
1040,RAMPART HIGH SCHOOL,ACADEMY 20,7240,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,
1040,TCA COLLEGE PATHWAYS,ACADEMY 20,8779,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,
1040,THE CLASSICAL ACADEMY HIGH SCHOOL,ACADEMY 20,1630,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,
1050,DISTRICT RESULTS,ELLICOTT 22,0000,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1050,ELLICOTT SENIOR HIGH SCHOOL,ELLICOTT 22,2642,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1060,DISTRICT RESULTS,PEYTON 23-JT,0000,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1060,PEYTON JUNIOR/SENIOR HIGH SCHOOL,PEYTON 23-JT,6902,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1070,DISTRICT RESULTS,HANOVER 28,0000,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,HANOVER JUNIOR-SENIOR HIGH SCHOOL,HANOVER 28,3758,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,DISTRICT RESULTS,LEWIS-PALMER 38,0000,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,
1080,LEWIS-PALMER HIGH SCHOOL,LEWIS-PALMER 38,5100,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,
1080,PALMER RIDGE HIGH SCHOOL,LEWIS-PALMER 38,6678,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,
1110,DISTRICT RESULTS,FALCON 49,0000,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1110,FALCON HIGH SCHOOL,FALCON 49,2908,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1110,FALCON VIRTUAL ACADEMY,FALCON 49,2877,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,PATRIOT LEARNING CENTER,FALCON 49,6810,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1110,SAND CREEK HIGH SCHOOL,FALCON 49,7613,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1110,VISTA RIDGE HIGH SCHOOL,FALCON 49,8791,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1120,DISTRICT RESULTS,EDISON 54-JT,0000,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,
1120,EDISON ACADEMY,EDISON 54-JT,2504,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,EDISON JUNIOR-SENIOR HIGH SCHOOL,EDISON 54-JT,2526,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,DISTRICT RESULTS,MIAMI-YODER 60JT,0000,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1130,MIAMI-YODER SENIOR HIGH SCHOOL,MIAMI-YODER 60JT,5854,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1140,CANON CITY HIGH SCHOOL,CA„ON CITY RE-1,1266,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1140,DISTRICT RESULTS,CA„ON CITY RE-1,0000,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1140,GARDEN PARK HIGH SCHOOL,CA„ON CITY RE-1,3211,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1150,DISTRICT RESULTS,FREMONT RE-2,0000,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1150,FLORENCE HIGH SCHOOL,FREMONT RE-2,3002,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1150,FOCUS ACADEMY,FREMONT RE-2,2961,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,COTOPAXI JUNIOR-SENIOR HIGH SCHOOL,COTOPAXI RE-3,3228,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1160,DISTRICT RESULTS,COTOPAXI RE-3,0000,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1180,BASALT HIGH SCHOOL,ROARING FORK RE-1,0570,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1180,BRIDGES,ROARING FORK RE-1,1006,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1180,DISTRICT RESULTS,ROARING FORK RE-1,0000,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1180,GLENWOOD SPRINGS HIGH SCHOOL,ROARING FORK RE-1,3468,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1180,ROARING FORK HIGH SCHOOL,ROARING FORK RE-1,7422,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1195,COAL RIDGE HIGH SCHOOL,GARFIELD RE-2,0065,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1195,DISTRICT RESULTS,GARFIELD RE-2,0000,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1195,RIFLE HIGH SCHOOL,GARFIELD RE-2,7360,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1220,DISTRICT RESULTS,GARFIELD 16,0000,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1220,GRAND VALLEY HIGH SCHOOL,GARFIELD 16,3586,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1330,DISTRICT RESULTS,GILPIN COUNTY RE-1,0000,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1330,GILPIN COUNTY UNDIVIDED HIGH SCHOOL,GILPIN COUNTY RE-1,1634,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1340,DISTRICT RESULTS,WEST GRAND 1-JT,0000,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,
1340,WEST GRAND HIGH SCHOOL,WEST GRAND 1-JT,9420,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,
1350,DISTRICT RESULTS,EAST GRAND 2,0000,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1350,MIDDLE PARK HIGH SCHOOL,EAST GRAND 2,5864,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1360,CRESTED BUTTE COMMUNITY SCHOOL,GUNNISON WATERSHED RE-1J,2006,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,
1360,DISTRICT RESULTS,GUNNISON WATERSHED RE-1J,0000,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1360,GUNNISON HIGH SCHOOL,GUNNISON WATERSHED RE-1J,3694,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1380,DISTRICT RESULTS,HINSDALE COUNTY RE-1,0000,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,LAKE CITY COMMUNITY SCHOOL,HINSDALE COUNTY RE-1,4899,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,DISTRICT RESULTS,HUERFANO RE-1,0000,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1390,JOHN MALL HIGH SCHOOL,HUERFANO RE-1,9212,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1400,DISTRICT RESULTS,LA VETA RE-2,0000,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1400,LA VETA JUNIOR-SENIOR HIGH SCHOOL,LA VETA RE-2,4864,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1410,DISTRICT RESULTS,NORTH PARK R-1,0000,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,NORTH PARK JUNIOR-SENIOR HIGH SCHOO,NORTH PARK R-1,6358,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,ALAMEDA INTERNATIONAL HIGH SCHOOL,JEFFERSON COUNTY R-1,0108,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1420,ARVADA HIGH SCHOOL,JEFFERSON COUNTY R-1,0370,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1420,ARVADA WEST HIGH SCHOOL,JEFFERSON COUNTY R-1,0378,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,
1420,BEAR CREEK HIGH SCHOOL,JEFFERSON COUNTY R-1,0664,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1420,BRADY EXPLORATION SCHOOL,JEFFERSON COUNTY R-1,0965,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1420,CHATFIELD HIGH SCHOOL,JEFFERSON COUNTY R-1,1522,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,
1420,COLLEGIATE ACADEMY OF COLORADO,JEFFERSON COUNTY R-1,7701,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1420,COLUMBINE HIGH SCHOOL,JEFFERSON COUNTY R-1,1864,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,
1420,COMPASS MONTESSORI - GOLDEN CHARTER,JEFFERSON COUNTY R-1,1880,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,
1420,CONIFER SENIOR HIGH SCHOOL,JEFFERSON COUNTY R-1,1886,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,
1420,DAKOTA RIDGE SENIOR HIGH SCHOOL,JEFFERSON COUNTY R-1,2093,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,
1420,D'EVELYN JUNIOR/SENIOR HIGH SCHOOL,JEFFERSON COUNTY R-1,2120,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
1420,DISTRICT RESULTS,JEFFERSON COUNTY R-1,0000,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1420,EVERGREEN HIGH SCHOOL,JEFFERSON COUNTY R-1,2836,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
1420,GOLDEN HIGH SCHOOL,JEFFERSON COUNTY R-1,3502,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,
1420,GREEN MOUNTAIN HIGH SCHOOL,JEFFERSON COUNTY R-1,3628,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1420,JEFFCO'S 21ST CENTURY VIRTUAL ACADE,JEFFERSON COUNTY R-1,4408,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1420,JEFFERSON CHARTER ACADEMY SENIOR HI,JEFFERSON COUNTY R-1,4410,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,
1420,JEFFERSON COUNTY OPEN SECONDARY,JEFFERSON COUNTY R-1,6541,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1420,JEFFERSON HIGH SCHOOL,JEFFERSON COUNTY R-1,4422,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1420,LAKEWOOD HIGH SCHOOL,JEFFERSON COUNTY R-1,4942,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,
1420,LONGVIEW HIGH SCHOOL,JEFFERSON COUNTY R-1,5623,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1420,MC LAIN HIGH SCHOOL,JEFFERSON COUNTY R-1,0033,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1420,NEW AMERICA SCHOOL,JEFFERSON COUNTY R-1,6237,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1420,POMONA HIGH SCHOOL,JEFFERSON COUNTY R-1,7114,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1420,RALSTON VALLEY SENIOR HIGH SCHOOL,JEFFERSON COUNTY R-1,7239,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,
1420,SOBESKY ACADEMY,JEFFERSON COUNTY R-1,8036,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,STANDLEY LAKE HIGH SCHOOL,JEFFERSON COUNTY R-1,8209,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1420,TWO ROADS CHARTER SCHOOL,JEFFERSON COUNTY R-1,8793,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,
1420,WHEAT RIDGE HIGH SCHOOL,JEFFERSON COUNTY R-1,9510,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1430,DISTRICT RESULTS,EADS RE-1,0000,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1430,EADS HIGH SCHOOL,EADS RE-1,2336,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1440,DISTRICT RESULTS,PLAINVIEW RE-2,0000,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,PLAINVIEW JUNIOR-SENIOR HIGH SCHOOL,PLAINVIEW RE-2,7009,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,DISTRICT RESULTS,ARRIBA-FLAGLER C-20,0000,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,FLAGLER SENIOR HIGH SCHOOL,ARRIBA-FLAGLER C-20,2960,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,DISTRICT RESULTS,HI-PLAINS R-23,0000,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,HI PLAINS UNDIVIDED HIGH SCHOOL,HI-PLAINS R-23,7746,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,DISTRICT RESULTS,STRATTON R-4,0000,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,STRATTON SENIOR HIGH SCHOOL,STRATTON R-4,8354,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,BETHUNE JUNIOR-SENIOR HIGH SCHOOL,BETHUNE R-5,0842,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,DISTRICT RESULTS,BETHUNE R-5,0000,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,BURLINGTON HIGH SCHOOL,BURLINGTON RE-6J,1152,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1500,DISTRICT RESULTS,BURLINGTON RE-6J,0000,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1510,DISTRICT RESULTS,LAKE COUNTY R-1,0000,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1510,LAKE COUNTY HIGH SCHOOL,LAKE COUNTY R-1,4904,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1520,DISTRICT RESULTS,DURANGO 9-R,0000,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1520,DURANGO HIGH SCHOOL,DURANGO 9-R,2318,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,
1520,ROBERT DENIER YOUTH SERVICES CENTER,DURANGO 9-R,9806,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,BAYFIELD HIGH SCHOOL,BAYFIELD 10JT-R,0640,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1530,DISTRICT RESULTS,BAYFIELD 10JT-R,0000,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1540,DISTRICT RESULTS,IGNACIO 11-JT,0000,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1540,IGNACIO HIGH SCHOOL,IGNACIO 11-JT,4258,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1550,CENTENNIAL HIGH SCHOOL,POUDRE R-1,3760,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1550,DISTRICT RESULTS,POUDRE R-1,0000,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,
1550,FORT COLLINS HIGH SCHOOL,POUDRE R-1,3046,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,
1550,FOSSIL RIDGE HIGH SCHOOL,POUDRE R-1,3105,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,
1550,LIBERTY COMMON CHARTER SCHOOL,POUDRE R-1,5120,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
1550,POLARIS EXPEDITIONARY LEARNING SCHO,POUDRE R-1,7104,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,
1550,POUDRE COMMUNITY ACADEMY,POUDRE R-1,7127,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1550,POUDRE HIGH SCHOOL,POUDRE R-1,7124,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,
1550,PSD GLOBAL ACADEMY,POUDRE R-1,7198,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,RIDGEVIEW CLASSICAL CHARTER SCHOOLS,POUDRE R-1,0146,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
1550,ROCKY MOUNTAIN HIGH SCHOOL,POUDRE R-1,7470,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,
1560,BERTHOUD HIGH SCHOOL,THOMPSON R2-J,0812,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1560,DISTRICT RESULTS,THOMPSON R2-J,0000,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1560,HAROLD FERGUSON HIGH SCHOOL,THOMPSON R2-J,9260,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1560,LOVELAND HIGH SCHOOL,THOMPSON R2-J,5316,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,
1560,MOUNTAIN VIEW HIGH SCHOOL,THOMPSON R2-J,6163,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1560,THOMPSON ONLINE,THOMPSON R2-J,8855,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,THOMPSON VALLEY HIGH SCHOOL,THOMPSON R2-J,8824,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,
1570,DISTRICT RESULTS,PARK R-3,0000,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1570,ESTES PARK HIGH SCHOOL,PARK R-3,2794,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1580,DISTRICT RESULTS,TRINIDAD 1,0000,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1580,TRINIDAD HIGH SCHOOL,TRINIDAD 1,8906,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1590,DISTRICT RESULTS,PRIMERO RE-2,0000,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1590,PRIMERO JUNIOR-SENIOR HIGH SCHOOL,PRIMERO RE-2,7164,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1600,DISTRICT RESULTS,HOEHNE RE-3,0000,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1600,HOEHNE HIGH SCHOOL,HOEHNE RE-3,4048,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1620,AGUILAR JUNIOR-SENIOR HIGH SCHOOL,AGUILAR RE-6,0066,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,DISTRICT RESULTS,AGUILAR RE-6,0000,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,BRANSON SCHOOL ONLINE,BRANSON RE-82,0948,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1750,BRANSON UNDIVIDED HIGH SCHOOL,BRANSON RE-82,0978,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,DISTRICT RESULTS,BRANSON RE-82,0000,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1760,DISTRICT RESULTS,KIM REOGRANIZED 88,0000,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,KIM UNDIVIDED HIGH SCHOOL,KIM REOGRANIZED 88,4694,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,DISTRICT RESULTS,GENOA HUGO C113,0000,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,GENOA-HUGO SENIOR HIGH SCHOOL,GENOA HUGO C113,4162,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,DISTRICT RESULTS,LIMON RE-4J,0000,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1790,LIMON JUNIOR-SENIOR HIGH SCHOOL,LIMON RE-4J,5136,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1810,DISTRICT RESULTS,KARVAL RE-23,0000,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1810,KARVAL JUNIOR-SENIOR HIGH SCHOOL,KARVAL RE-23,4506,,,,,,,,,,,,,,,,,,,,,,,,,,
1810,KARVAL ONLINE EDUCATION,KARVAL RE-23,4504,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,CALICHE JUNIOR-SENIOR HIGH SCHOOL,VALLEY RE-1,1224,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1828,DISTRICT RESULTS,VALLEY RE-1,0000,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1828,SMITH HIGH SCHOOL,VALLEY RE-1,0202,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,STERLING HIGH SCHOOL,VALLEY RE-1,8260,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1850,DISTRICT RESULTS,FRENCHMAN RE-3,0000,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1850,FLEMING HIGH SCHOOL,FRENCHMAN RE-3,2988,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1860,DISTRICT RESULTS,BUFFALO RE-4,0000,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,
1860,MERINO JUNIOR SENIOR HIGH SCHOOL,BUFFALO RE-4,5806,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,
1870,DISTRICT RESULTS,PLATEAU RE-5,0000,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,PEETZ JUNIOR-SENIOR HIGH SCHOOL,PLATEAU RE-5,6838,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,DE BEQUE UNDIVIDED HIGH SCHOOL,DEBEQUE 49 JT,2126,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,DISTRICT RESULTS,DEBEQUE 49 JT,0000,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,DISTRICT RESULTS,PLATEAU VALLEY 50,0000,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1990,GRAND MESA HIGH SCHOOL,PLATEAU VALLEY 50,3582,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
1990,PLATEAU VALLEY HIGH SCHOOL,PLATEAU VALLEY 50,7032,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
2000,CENTRAL HIGH SCHOOL,MESA COUNTY VALLEY 51,1450,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,
2000,DISTRICT RESULTS,MESA COUNTY VALLEY 51,0000,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,
