DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,% FREE AND REDUCED,,,Developed: 11-5-12
1420,JEFFERSON COUNTY R-1,5454,MANDALAY MIDDLE SCHOOL,34.91%,,,
1420,JEFFERSON COUNTY R-1,5472,MANNING OPTIONS SCHOOL,9.13%,,,
1420,JEFFERSON COUNTY R-1,5524,MAPLE GROVE ELEMENTARY SCHOOL,12.32%,,,
1420,JEFFERSON COUNTY R-1,5580,MARSHDALE ELEMENTARY SCHOOL,10.33%,,,
1420,JEFFERSON COUNTY R-1,5623,LONGVIEW HIGH SCHOOL,37.50%,,,
1420,JEFFERSON COUNTY R-1,5758,MEIKLEJOHN ELEMENTARY,2.53%,,,
1420,JEFFERSON COUNTY R-1,5892,MILLER SPECIAL EDUCATION,13.98%,,,
1420,JEFFERSON COUNTY R-1,5944,MITCHELL ELEMENTARY SCHOOL,15.04%,,,
1420,JEFFERSON COUNTY R-1,5972,MOLHOLM ELEMENTARY SCHOOL,95.74%,,,
1420,JEFFERSON COUNTY R-1,5994,MONTESSORI PEAKS CHARTER ACADEMY,10.41%,,,
1420,JEFFERSON COUNTY R-1,6090,MOORE MIDDLE SCHOOL,45.93%,,,
1420,JEFFERSON COUNTY R-1,6133,MORTENSEN ELEMENTARY SCHOOL,22.47%,,,
1420,JEFFERSON COUNTY R-1,6135,MOUNT CARBON ELEMENTARY SCHOOL,13.59%,,,
1420,JEFFERSON COUNTY R-1,6139,MOUNTAIN PHOENIX COMMUNITY SCHOOL,10.54%,,,
1420,JEFFERSON COUNTY R-1,6237,NEW AMERICA SCHOOL,77.29%,,,
1420,JEFFERSON COUNTY R-1,6286,NORMANDY ELEMENTARY SCHOOL,11.41%,,,
1420,JEFFERSON COUNTY R-1,6330,NORTH ARVADA MIDDLE SCHOOL,55.63%,,,
1420,JEFFERSON COUNTY R-1,6470,OBERON JUNIOR HIGH SCHOOL,22.99%,,,
1420,JEFFERSON COUNTY R-1,6474,O'CONNELL MIDDLE SCHOOL,84.49%,,,
1420,JEFFERSON COUNTY R-1,6539,JEFFERSON COUNTY OPEN ELEMENTARY SCHOOL,45.37%,,,
1420,JEFFERSON COUNTY R-1,6541,JEFFERSON COUNTY OPEN SECONDARY,39.82%,,,
1420,JEFFERSON COUNTY R-1,6804,PARMALEE ELEMENTARY SCHOOL,16.73%,,,
1420,JEFFERSON COUNTY R-1,6806,PARR ELEMENTARY SCHOOL,63.60%,,,
1420,JEFFERSON COUNTY R-1,6808,PATTERSON ELEMENTARY SCHOOL,53.76%,,,
1420,JEFFERSON COUNTY R-1,6828,PECK ELEMENTARY SCHOOL,55.09%,,,
1420,JEFFERSON COUNTY R-1,6844,PEIFFER ELEMENTARY SCHOOL,38.79%,,,
1420,JEFFERSON COUNTY R-1,6848,PENNINGTON ELEMENTARY SCHOOL,81.42%,,,
1420,JEFFERSON COUNTY R-1,7078,PLEASANT VIEW ELEMENTARY SCHOOL,79.23%,,,
1420,JEFFERSON COUNTY R-1,7114,POMONA HIGH SCHOOL,32.75%,,,
1420,JEFFERSON COUNTY R-1,7128,POWDERHORN ELEMENTARY SCHOOL,17.45%,,,
1420,JEFFERSON COUNTY R-1,7190,PROSPECT VALLEY ELEMENTARY SCHOOL,27.10%,,,
1420,JEFFERSON COUNTY R-1,7238,RALSTON ELEMENTARY SCHOOL,3.72%,,,
1420,JEFFERSON COUNTY R-1,7239,RALSTON VALLEY SENIOR HIGH SCHOOL,8.42%,,,
1420,JEFFERSON COUNTY R-1,7282,RED ROCKS ELEMENTARY SCHOOL,9.78%,,,
1420,JEFFERSON COUNTY R-1,7462,ROCKY MOUNTAIN ACADEMY OF EVERGREEN,1.09%,,,
1420,JEFFERSON COUNTY R-1,7483,ROONEY RANCH ELEMENTARY SCHOOL,12.41%,,,
1420,JEFFERSON COUNTY R-1,7529,RYAN ELEMENTARY SCHOOL,21.71%,,,
1420,JEFFERSON COUNTY R-1,7701,COLLEGIATE ACADEMY OF COLORADO,2.26%,,,
1420,JEFFERSON COUNTY R-1,7708,SECREST ELEMENTARY SCHOOL,65.97%,,,
1420,JEFFERSON COUNTY R-1,7753,SEMPER ELEMENTARY SCHOOL,32.64%,,,
1420,JEFFERSON COUNTY R-1,7780,SHAFFER ELEMENTARY SCHOOL,7.17%,,,
1420,JEFFERSON COUNTY R-1,7833,SHELTON ELEMENTARY SCHOOL,37.30%,,,
1420,JEFFERSON COUNTY R-1,7870,SIERRA ELEMENTARY SCHOOL,14.31%,,,
1420,JEFFERSON COUNTY R-1,7962,SLATER ELEMENTARY SCHOOL,79.66%,,,
1420,JEFFERSON COUNTY R-1,8036,SOBESKY ACADEMY,60.76%,,,
1420,JEFFERSON COUNTY R-1,8090,DEANE ELEMENTARY SCHOOL,85.01%,,,
1420,JEFFERSON COUNTY R-1,8102,SOUTH LAKEWOOD ELEMENTARY SCHOOL,46.00%,,,
1420,JEFFERSON COUNTY R-1,8209,STANDLEY LAKE HIGH SCHOOL,25.85%,,,
1420,JEFFERSON COUNTY R-1,8223,STEVENS ELEMENTARY SCHOOL,80.86%,,,
1420,JEFFERSON COUNTY R-1,8248,STEIN ELEMENTARY SCHOOL,92.97%,,,
1420,JEFFERSON COUNTY R-1,8276,STOBER ELEMENTARY SCHOOL,46.56%,,,
1420,JEFFERSON COUNTY R-1,8280,STONY CREEK ELEMENTARY SCHOOL,26.56%,,,
1420,JEFFERSON COUNTY R-1,8300,STOTT ELEMENTARY SCHOOL,30.48%,,,
1420,JEFFERSON COUNTY R-1,8381,SUMMIT RIDGE MIDDLE SCHOOL,20.64%,,,
1420,JEFFERSON COUNTY R-1,8432,SWANSON ELEMENTARY SCHOOL,77.78%,,,
1420,JEFFERSON COUNTY R-1,8458,JOHN AND KAREN LITZ PRESCHOOL,0.00%,,,
1420,JEFFERSON COUNTY R-1,8793,TWO ROADS CHARTER SCHOOL,10.60%,,,
1420,JEFFERSON COUNTY R-1,8834,THOMSON ELEMENTARY SCHOOL,67.15%,,,
1420,JEFFERSON COUNTY R-1,9008,UTE MEADOWS ELEMENTARY SCHOOL,10.00%,,,
1420,JEFFERSON COUNTY R-1,9052,VAN ARSDALE ELEMENTARY SCHOOL,14.62%,,,
1420,JEFFERSON COUNTY R-1,9058,VANDERHOOF ELEMENTARY SCHOOL,29.60%,,,
1420,JEFFERSON COUNTY R-1,9154,VIVIAN ELEMENTARY SCHOOL,76.41%,,,
1420,JEFFERSON COUNTY R-1,9232,WARDER ELEMENTARY SCHOOL,40.88%,,,
1420,JEFFERSON COUNTY R-1,9234,WARREN OCCUPATION TECHNICAL CENTER,0.00%,,,
1420,JEFFERSON COUNTY R-1,9245,WARREN TECH NORTH,0.00%,,,
1420,JEFFERSON COUNTY R-1,9299,WAYNE CARLE MIDDLE SCHOOL,25.72%,,,
1420,JEFFERSON COUNTY R-1,9328,WEBER ELEMENTARY SCHOOL,32.64%,,,
1420,JEFFERSON COUNTY R-1,9342,WELCHESTER ELEMENTARY SCHOOL,65.77%,,,
1420,JEFFERSON COUNTY R-1,9412,WESTGATE ELEMENTARY SCHOOL,56.76%,,,
1420,JEFFERSON COUNTY R-1,9424,WEST JEFFERSON ELEMENTARY SCHOOL,19.18%,,,
1420,JEFFERSON COUNTY R-1,9427,WOODROW WILSON CHARTER ACADEMY,4.88%,,,
1420,JEFFERSON COUNTY R-1,9428,WEST JEFFERSON MIDDLE SCHOOL,18.08%,,,
1420,JEFFERSON COUNTY R-1,9429,WEST WOODS ELEMENTARY SCHOOL,5.62%,,,
1420,JEFFERSON COUNTY R-1,9432,DENNISON ELEMENTARY SCHOOL,8.48%,,,
1420,JEFFERSON COUNTY R-1,9490,WESTRIDGE ELEMENTARY SCHOOL,20.00%,,,
1420,JEFFERSON COUNTY R-1,9510,WHEAT RIDGE HIGH SCHOOL,42.31%,,,
1420,JEFFERSON COUNTY R-1,9515,WHEAT RIDGE 5-8,87.83%,,,
1420,JEFFERSON COUNTY R-1,9638,WILMORE DAVIS ELEMENTARY SCHOOL,57.88%,,,
1420,JEFFERSON COUNTY R-1,9648,WILMOT ELEMENTARY SCHOOL,16.62%,,,
1420,JEFFERSON COUNTY R-1,9678,WITT ELEMENTARY SCHOOL,40.06%,,,
1430,EADS RE-1,2328,EADS ELEMENTARY SCHOOL,36.99%,,,
1430,EADS RE-1,2332,EADS MIDDLE SCHOOL,62.50%,,,
1430,EADS RE-1,2336,EADS HIGH SCHOOL,35.00%,,,
1440,PLAINVIEW RE-2,6992,PLAINVIEW ELEMENTARY SCHOOL,75.61%,,,
1440,PLAINVIEW RE-2,7009,PLAINVIEW JUNIOR-SENIOR HIGH SCHOOL,50.00%,,,
1450,ARRIBA-FLAGLER C-20,2956,FLAGLER ELEMENTARY SCHOOL,43.42%,,,
1450,ARRIBA-FLAGLER C-20,2958,FLAGLER MIDDLE SCHOOL,55.56%,,,
1450,ARRIBA-FLAGLER C-20,2960,FLAGLER SENIOR HIGH SCHOOL,43.24%,,,
1460,HI-PLAINS R-23,7746,HI PLAINS UNDIVIDED HIGH SCHOOL,59.09%,,,
1460,HI-PLAINS R-23,9164,HI PLAINS ELEMENTARY SCHOOL,66.00%,,,
1480,STRATTON R-4,8342,STRATTON ELEMENTARY SCHOOL,56.41%,,,
1480,STRATTON R-4,8351,STRATTON MIDDLE SCHOOL,55.56%,,,
1480,STRATTON R-4,8354,STRATTON SENIOR HIGH SCHOOL,58.54%,,,
1490,BETHUNE R-5,0832,BETHUNE ELEMENTARY SCHOOL,74.14%,,,
1490,BETHUNE R-5,0842,BETHUNE JUNIOR-SENIOR HIGH SCHOOL,57.58%,,,
1500,BURLINGTON RE-6J,1144,BURLINGTON ELEMENTARY SCHOOL,64.21%,,,
1500,BURLINGTON RE-6J,1150,BURLINGTON MIDDLE SCHOOL,56.61%,,,
1500,BURLINGTON RE-6J,1152,BURLINGTON HIGH SCHOOL,44.44%,,,
1510,LAKE COUNTY R-1,4901,LAKE COUNTY MIDDLE SCHOOL,73.77%,,,
1510,LAKE COUNTY R-1,4904,LAKE COUNTY HIGH SCHOOL,61.94%,,,
1510,LAKE COUNTY R-1,8804,PITTS ELEMENTARY SCHOOL,59.29%,,,
1510,LAKE COUNTY R-1,9486,WESTPARK ELEMENTARY SCHOOL,72.34%,,,
1520,DURANGO 9-R,0225,ANIMAS VALLEY ELEMENTARY SCHOOL,42.45%,,,
1520,DURANGO 9-R,2318,DURANGO HIGH SCHOOL,23.25%,,,
1520,DURANGO 9-R,3012,FLORIDA MESA ELEMENTARY SCHOOL,48.34%,,,
1520,DURANGO 9-R,3050,FORT LEWIS MESA ELEMENTARY SCHOOL,46.71%,,,
1520,DURANGO 9-R,5888,MILLER MIDDLE SCHOOL,28.33%,,,
1520,DURANGO 9-R,6222,NEEDHAM ELEMENTARY SCHOOL,36.92%,,,
1520,DURANGO 9-R,6738,PARK ELEMENTARY SCHOOL,37.25%,,,
1520,DURANGO 9-R,7402,RIVERVIEW ELEMENTARY SCHOOL,18.86%,,,
1520,DURANGO 9-R,7994,ESCALANTE MIDDLE SCHOOL,40.89%,,,
1520,DURANGO 9-R,8388,SUNNYSIDE ELEMENTARY SCHOOL,44.81%,,,
1530,BAYFIELD 10 JT-R,0632,BAYFIELD ELEMENTARY SCHOOL,37.90%,,,
1530,BAYFIELD 10 JT-R,0636,BAYFIELD MIDDLE SCHOOL,29.64%,,,
1530,BAYFIELD 10 JT-R,0640,BAYFIELD HIGH SCHOOL,21.92%,,,
1540,IGNACIO 11 JT,4250,IGNACIO ELEMENTARY SCHOOL,62.61%,,,
1540,IGNACIO 11 JT,4252,IGNACIO INTERMEDIATE SCHOOL,61.24%,,,
1540,IGNACIO 11 JT,4254,IGNACIO JUNIOR HIGH SCHOOL,58.62%,,,
1540,IGNACIO 11 JT,4258,IGNACIO HIGH SCHOOL,45.81%,,,
1550,POUDRE R-1,0000,NOT IN A SCHOOL,0.00%,,,
1550,POUDRE R-1,0146,RIDGEVIEW CLASSICAL CHARTER SCHOOLS,18.65%,,,
1550,POUDRE R-1,0477,ZACH ELEMENTARY SCHOOL,3.28%,,,
1550,POUDRE R-1,0490,BACON ELEMENTARY SCHOOL,17.15%,,,
1550,POUDRE R-1,0498,BETHKE ELEMENTARY SCHOOL,4.14%,,,
1550,POUDRE R-1,0612,BAUDER ELEMENTARY SCHOOL,57.96%,,,
1550,POUDRE R-1,0678,BEATTIE ELEMENTARY SCHOOL,47.92%,,,
1550,POUDRE R-1,0766,BENNETT ELEMENTARY SCHOOL,26.36%,,,
1550,POUDRE R-1,0892,BLEVINS MIDDLE SCHOOL,46.97%,,,
1550,POUDRE R-1,0898,BOLTZ MIDDLE SCHOOL,34.50%,,,
1550,POUDRE R-1,1186,CACHE LA POUDRE ELEMENTARY SCHOOL,43.63%,,,
1550,POUDRE R-1,1190,CACHE LA POUDRE MIDDLE SCHOOL,33.13%,,,
1550,POUDRE R-1,2298,DUNN ELEMENTARY SCHOOL,33.08%,,,
1550,POUDRE R-1,3046,FORT COLLINS HIGH SCHOOL,32.02%,,,
1550,POUDRE R-1,3105,FOSSIL RIDGE HIGH SCHOOL,10.51%,,,
1550,POUDRE R-1,3760,CENTENNIAL HIGH SCHOOL,42.86%,,,
1550,POUDRE R-1,3787,HARRIS BILINGUAL ELEMENTARY SCHOOL,57.64%,,,
1550,POUDRE R-1,3791,LAB ELEMENTARY SCHOOL FOR CREATIVE LEARNING,34.95%,,,
1550,POUDRE R-1,4282,IRISH ELEMENTARY SCHOOL,89.57%,,,
1550,POUDRE R-1,4456,JOHNSON ELEMENTARY SCHOOL,28.63%,,,
1550,POUDRE R-1,4698,KINARD CORE KNOWLEDGE MIDDLE SCHOOL,7.49%,,,
1550,POUDRE R-1,4793,KRUSE ELEMENTARY SCHOOL,24.95%,,,
1550,POUDRE R-1,5014,LAUREL ELEMENTARY SCHOOL,67.81%,,,
1550,POUDRE R-1,5068,LESHER MIDDLE SCHOOL,41.13%,,,
1550,POUDRE R-1,5120,LIBERTY COMMON CHARTER SCHOOL,5.89%,,,
1550,POUDRE R-1,5168,LINCOLN MIDDLE SCHOOL,69.57%,,,
1550,POUDRE R-1,5196,LINTON ELEMENTARY SCHOOL,46.70%,,,
1550,POUDRE R-1,5234,LIVERMORE ELEMENTARY SCHOOL,23.81%,,,
1550,POUDRE R-1,5292,LOPEZ ELEMENTARY SCHOOL,39.27%,,,
1550,POUDRE R-1,5688,MCGRAW ELEMENTARY SCHOOL,14.38%,,,
1550,POUDRE R-1,6476,O'DEA ELEMENTARY SCHOOL,50.79%,,,
1550,POUDRE R-1,6482,OLANDER ELEMENTARY SCHOOL,36.52%,,,
1550,POUDRE R-1,7104,POLARIS EXPEDITIONARY LEARNING SCHOOL,29.77%,,,
1550,POUDRE R-1,7124,POUDRE HIGH SCHOOL,35.53%,,,
1550,POUDRE R-1,7127,POUDRE COMMUNITY ACADEMY,65.28%,,,
1550,POUDRE R-1,7161,PRESTON MIDDLE SCHOOL,16.70%,,,
1550,POUDRE R-1,7198,PSD GLOBAL ACADEMY,38.82%,,,
1550,POUDRE R-1,7218,PUTNAM ELEMENTARY SCHOOL,84.64%,,,
1550,POUDRE R-1,7290,RED FEATHER LAKES ELEMENTARY SCHOOL,22.22%,,,
1550,POUDRE R-1,7325,RICE ELEMENTARY SCHOOL,35.39%,,,
1550,POUDRE R-1,7350,RIFFENBURGH ELEMENTARY SCHOOL,37.26%,,,
1550,POUDRE R-1,7470,ROCKY MOUNTAIN HIGH SCHOOL,28.21%,,,
1550,POUDRE R-1,7834,SHEPARDSON ELEMENTARY SCHOOL,23.56%,,,
1550,POUDRE R-1,8318,STOVE PRAIRIE ELEMENTARY SCHOOL,21.74%,,,
1550,POUDRE R-1,8460,TAVELLI ELEMENTARY SCHOOL,44.81%,,,
1550,POUDRE R-1,8852,TIMNATH ELEMENTARY SCHOOL,41.72%,,,
1550,POUDRE R-1,9251,TRAUT CORE ELEMENTARY SCHOOL,7.28%,,,
1550,POUDRE R-1,9330,WEBBER MIDDLE SCHOOL,28.18%,,,
1550,POUDRE R-1,9370,EYESTONE ELEMENTARY SCHOOL,38.23%,,,
1550,POUDRE R-1,9374,WELLINGTON MIDDLE SCHOOL,44.42%,,,
1550,POUDRE R-1,9380,WERNER ELEMENTARY SCHOOL,11.94%,,,
1560,THOMPSON R2-J,0510,CONRAD BALL MIDDLE SCHOOL,49.53%,,,
1560,THOMPSON R2-J,0808,BERTHOUD ELEMENTARY SCHOOL,19.84%,,,
1560,THOMPSON R2-J,0812,BERTHOUD HIGH SCHOOL,16.05%,,,
1560,THOMPSON R2-J,0865,B F KITCHEN ELEMENTARY SCHOOL,61.29%,,,
1560,THOMPSON R2-J,0870,BIG THOMPSON ELEMENTARY SCHOOL,21.62%,,,
1560,THOMPSON R2-J,0890,MARY BLAIR ELEMENTARY SCHOOL,41.38%,,,
1560,THOMPSON R2-J,1323,CARRIE MARTIN ELEMENTARY SCHOOL,37.01%,,,
1560,THOMPSON R2-J,1385,CENTENNIAL ELEMENTARY SCHOOL,29.07%,,,
1560,THOMPSON R2-J,1920,COTTONWOOD PLAINS ELEMENTARY SCHOOL,39.42%,,,
1560,THOMPSON R2-J,2089,COYOTE RIDGE ELEMENTARY SCHOOL,14.96%,,,
1560,THOMPSON R2-J,3320,GARFIELD ELEMENTARY SCHOOL,57.61%,,,
1560,THOMPSON R2-J,4332,IVY STOCKWELL ELEMENTARY SCHOOL,29.34%,,,
1560,THOMPSON R2-J,5018,LAURENE EDMONDSON ELEMENTARY SCHOOL,55.92%,,,
1560,THOMPSON R2-J,5170,LINCOLN ELEMENTARY SCHOOL,56.50%,,,
1560,THOMPSON R2-J,5235,LOVELAND CLASSICAL SCHOOL,29.91%,,,
1560,THOMPSON R2-J,5312,BILL REED MIDDLE SCHOOL,48.03%,,,
1560,THOMPSON R2-J,5316,LOVELAND HIGH SCHOOL,26.96%,,,
1560,THOMPSON R2-J,5335,LUCILE ERWIN MIDDLE SCHOOL,31.65%,,,
1560,THOMPSON R2-J,5393,THOMPSON INTEGRATED EARLY CHILDHOOD,0.00%,,,
1560,THOMPSON R2-J,5992,MONROE ELEMENTARY SCHOOL,59.39%,,,
1560,THOMPSON R2-J,6163,MOUNTAIN VIEW HIGH SCHOOL,32.11%,,,
1560,THOMPSON R2-J,6194,NAMAQUA ELEMENTARY SCHOOL,25.00%,,,
1560,THOMPSON R2-J,6220,NEW VISION CHARTER SCHOOL,23.62%,,,
1560,THOMPSON R2-J,7113,PONDEROSA ELEMENTARY,20.65%,,,
1560,THOMPSON R2-J,7640,SARAH MILNER ELEMENTARY SCHOOL,63.19%,,,
1560,THOMPSON R2-J,7650,STANSBERRY ELEMENTARY SCHOOL,39.91%,,,
1560,THOMPSON R2-J,8824,THOMPSON VALLEY HIGH SCHOOL,28.31%,,,
1560,THOMPSON R2-J,8855,THOMPSON ONLINE,32.35%,,,
1560,THOMPSON R2-J,8918,TRUSCOTT ELEMENTARY SCHOOL,72.60%,,,
1560,THOMPSON R2-J,8925,TURNER MIDDLE SCHOOL,23.01%,,,
1560,THOMPSON R2-J,9055,VAN BUREN ELEMENTARY SCHOOL,62.81%,,,
1560,THOMPSON R2-J,9228,WALT CLARK MIDDLE SCHOOL,33.02%,,,
1560,THOMPSON R2-J,9260,HAROLD FERGUSON HIGH SCHOOL,60.31%,,,
1560,THOMPSON R2-J,9674,WINONA ELEMENTARY SCHOOL,69.38%,,,
1570,PARK (ESTES PARK) R-3,2788,ESTES PARK OPTIONS SCHOOL,0.00%,,,
1570,PARK (ESTES PARK) R-3,2790,ESTES PARK K-5 SCHOOL,43.12%,,,
1570,PARK (ESTES PARK) R-3,2792,ESTES PARK MIDDLE SCHOOL,33.33%,,,
1570,PARK (ESTES PARK) R-3,2794,ESTES PARK HIGH SCHOOL,26.12%,,,
1580,TRINIDAD 1,1386,TRINIDAD MIDDLE SCHOOL,62.33%,,,
1580,TRINIDAD 1,2481,ECKHART ELEMENTARY SCHOOL,65.07%,,,
1580,TRINIDAD 1,2944,FISHER'S PEAK ELEMENTARY SCHOOL,60.77%,,,
1580,TRINIDAD 1,8906,TRINIDAD HIGH SCHOOL,51.90%,,,
1590,PRIMERO REORGANIZED 2,7160,PRIMERO ELEMENTARY SCHOOL,38.37%,,,
1590,PRIMERO REORGANIZED 2,7164,PRIMERO JUNIOR-SENIOR HIGH SCHOOL,38.37%,,,
1600,HOEHNE REORGANIZED 3,4044,HOEHNE ELEMENTARY SCHOOL,46.11%,,,
1600,HOEHNE REORGANIZED 3,4045,HOEHNE JUNIOR HIGH SCHOOL,28.57%,,,
1600,HOEHNE REORGANIZED 3,4048,HOEHNE HIGH SCHOOL,31.36%,,,
1620,AGUILAR REORGANIZED 6,0058,AGUILAR ELEMENTARY SCHOOL,36.36%,,,
1620,AGUILAR REORGANIZED 6,0066,AGUILAR JUNIOR-SENIOR HIGH SCHOOL,17.14%,,,
1750,BRANSON REORGANIZED 82,0948,BRANSON SCHOOL ONLINE,16.14%,,,
1750,BRANSON REORGANIZED 82,0974,BRANSON ELEMENTARY SCHOOL,83.33%,,,
1750,BRANSON REORGANIZED 82,0978,BRANSON UNDIVIDED HIGH SCHOOL,66.67%,,,
1760,KIM REORGANIZED 88,4690,KIM ELEMENTARY SCHOOL,64.00%,,,
1760,KIM REORGANIZED 88,4694,KIM UNDIVIDED HIGH SCHOOL,59.26%,,,
1780,GENOA-HUGO C113,4158,GENOA-HUGO ELEMENTARY SCHOOL,61.63%,,,
1780,GENOA-HUGO C113,4160,GENOA-HUGO MIDDLE SCHOOL,60.00%,,,
1780,GENOA-HUGO C113,4162,GENOA-HUGO SENIOR HIGH SCHOOL,48.89%,,,
1790,LIMON RE-4J,5132,LIMON ELEMENTARY SCHOOL,52.60%,,,
1790,LIMON RE-4J,5136,LIMON JUNIOR-SENIOR HIGH SCHOOL,44.60%,,,
1810,KARVAL RE-23,4502,KARVAL ELEMENTARY SCHOOL,69.23%,,,
1810,KARVAL RE-23,4504,KARVAL ONLINE EDUCATION,31.61%,,,
1810,KARVAL RE-23,4506,KARVAL JUNIOR-SENIOR HIGH SCHOOL,82.61%,,,
1828,VALLEY RE-1,0202,SMITH HIGH SCHOOL,66.67%,,,
1828,VALLEY RE-1,0515,AYRES ELEMENTARY SCHOOL,56.52%,,,
1828,VALLEY RE-1,1220,CALICHE ELEMENTARY SCHOOL,46.72%,,,
1828,VALLEY RE-1,1224,CALICHE JUNIOR-SENIOR HIGH SCHOOL,35.94%,,,
1828,VALLEY RE-1,1321,CAMPBELL ELEMENTARY SCHOOL,57.96%,,,
1828,VALLEY RE-1,3729,HAGEN EARLY EDUCATION CENTER,0.00%,,,
1828,VALLEY RE-1,8256,STERLING MIDDLE SCHOOL,51.80%,,,
1828,VALLEY RE-1,8260,STERLING HIGH SCHOOL,37.88%,,,
1850,FRENCHMAN RE-3,2980,FLEMING ELEMENTARY SCHOOL,52.81%,,,
1850,FRENCHMAN RE-3,2988,FLEMING HIGH SCHOOL,41.18%,,,
1860,BUFFALO RE-4J,5802,MERINO ELEMENTARY SCHOOL,32.26%,,,
1860,BUFFALO RE-4J,5806,MERINO JUNIOR SENIOR HIGH SCHOOL,32.47%,,,
1870,PLATEAU RE-5,6834,PEETZ ELEMENTARY SCHOOL,42.17%,,,
1870,PLATEAU RE-5,6838,PEETZ JUNIOR-SENIOR HIGH SCHOOL,32.22%,,,
1980,DE BEQUE 49JT,2122,DE BEQUE ELEMENTARY SCHOOL,45.90%,,,
1980,DE BEQUE 49JT,2126,DE BEQUE UNDIVIDED HIGH SCHOOL,59.46%,,,
1990,PLATEAU VALLEY 50,3582,GRAND MESA HIGH SCHOOL,0.00%,,,
1990,PLATEAU VALLEY 50,7024,PLATEAU VALLEY ELEMENTARY SCHOOL,35.09%,,,
1990,PLATEAU VALLEY 50,7028,PLATEAU VALLEY MIDDLE SCHOOL,38.16%,,,
1990,PLATEAU VALLEY 50,7032,PLATEAU VALLEY HIGH SCHOOL,44.16%,,,
2000,MESA COUNTY VALLEY 51,0000,NOT IN A SCHOOL,0.00%,,,
2000,MESA COUNTY VALLEY 51,0262,APPLETON ELEMENTARY SCHOOL,31.62%,,,
2000,MESA COUNTY VALLEY 51,0361,FRUITA 8/9 SCHOOL,33.65%,,,
2000,MESA COUNTY VALLEY 51,0362,RIM ROCK ELEMENTARY SCHOOL,35.05%,,,
2000,MESA COUNTY VALLEY 51,0363,PEAR PARK ELEMENTARY SCHOOL,61.86%,,,
2000,MESA COUNTY VALLEY 51,0900,BOOKCLIFF MIDDLE SCHOOL,62.67%,,,
2000,MESA COUNTY VALLEY 51,1046,BROADWAY ELEMENTARY SCHOOL,23.53%,,,
2000,MESA COUNTY VALLEY 51,1450,CENTRAL HIGH SCHOOL,46.06%,,,
2000,MESA COUNTY VALLEY 51,1520,CHATFIELD ELEMENTARY SCHOOL,57.95%,,,
2000,MESA COUNTY VALLEY 51,1619,CHIPETA ELEMENTARY SCHOOL,78.00%,,,
2000,MESA COUNTY VALLEY 51,1686,CLIFTON ELEMENTARY SCHOOL,80.62%,,,
2000,MESA COUNTY VALLEY 51,2128,INDEPENDENCE ACADEMY,19.84%,,,
2000,MESA COUNTY VALLEY 51,2224,DOS RIOS ELEMENTARY SCHOOL,77.91%,,,
2000,MESA COUNTY VALLEY 51,2297,DUAL IMMERSION ACADEMY SCHOOL,67.76%,,,
2000,MESA COUNTY VALLEY 51,2392,EAST MIDDLE SCHOOL,51.81%,,,
2000,MESA COUNTY VALLEY 51,2724,NEW EMERSON SCHOOL AT COLUMBUS,12.67%,,,
2000,MESA COUNTY VALLEY 51,3244,FRUITA MIDDLE SCHOOL,37.64%,,,
2000,MESA COUNTY VALLEY 51,3262,FRUITVALE ELEMENTARY SCHOOL,54.57%,,,
2000,MESA COUNTY VALLEY 51,3350,GATEWAY SCHOOL,62.50%,,,
2000,MESA COUNTY VALLEY 51,3469,GLADE PARK COMMUNITY SCHOOL,0.00%,,,
2000,MESA COUNTY VALLEY 51,3570,GRAND JUNCTION HIGH SCHOOL,37.50%,,,
2000,MESA COUNTY VALLEY 51,3584,GRAND MESA MIDDLE SCHOOL,57.03%,,,
2000,MESA COUNTY VALLEY 51,3604,GRANDE RIVER VIRTUAL ACADEMY,5.13%,,,
2000,MESA COUNTY VALLEY 51,4084,LINCOLN PARK PRESCHOOL,0.00%,,,
2000,MESA COUNTY VALLEY 51,5210,LINCOLN ORCHARD MESA ELEMENTARY SCHOOL,52.10%,,,
2000,MESA COUNTY VALLEY 51,5244,LOMA ELEMENTARY SCHOOL,33.61%,,,
2000,MESA COUNTY VALLEY 51,5828,MESA VALLEY VISION HOME AND COMMUNITY PROGRAM,1.62%,,,
2000,MESA COUNTY VALLEY 51,5842,MESA VIEW ELEMENTARY SCHOOL,45.99%,,,
2000,MESA COUNTY VALLEY 51,6055,CAREER CENTER PRESCHOOL,0.00%,,,
2000,MESA COUNTY VALLEY 51,6070,FRUITA MONUMENT HIGH SCHOOL,25.08%,,,
2000,MESA COUNTY VALLEY 51,6166,MOUNT GARFIELD MIDDLE SCHOOL,67.80%,,,
2000,MESA COUNTY VALLEY 51,6264,NISLEY ELEMENTARY SCHOOL,79.53%,,,
2000,MESA COUNTY VALLEY 51,6554,ORCHARD AVENUE ELEMENTARY SCHOOL,43.75%,,,
2000,MESA COUNTY VALLEY 51,6562,ORCHARD MESA MIDDLE SCHOOL,56.42%,,,
2000,MESA COUNTY VALLEY 51,6666,PALISADE HIGH SCHOOL,43.96%,,,
2000,MESA COUNTY VALLEY 51,7110,POMONA ELEMENTARY SCHOOL,41.59%,,,
2000,MESA COUNTY VALLEY 51,7236,R-5 HIGH SCHOOL,41.39%,,,
