DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,% FREE AND REDUCED
1520,DURANGO 9-R,8388,SUNNYSIDE ELEMENTARY SCHOOL,39.0%
1530,BAYFIELD 10 JT-R,0632,BAYFIELD ELEMENTARY SCHOOL,34.6%
1530,BAYFIELD 10 JT-R,0636,BAYFIELD MIDDLE SCHOOL,27.9%
1530,BAYFIELD 10 JT-R,0640,BAYFIELD HIGH SCHOOL,17.1%
1540,IGNACIO 11 JT,4179,IGNACIO ACADEMY,0.0%
1540,IGNACIO 11 JT,4250,IGNACIO ELEMENTARY SCHOOL,60.8%
1540,IGNACIO 11 JT,4252,IGNACIO INTERMEDIATE SCHOOL,56.4%
1540,IGNACIO 11 JT,4254,IGNACIO JUNIOR HIGH SCHOOL,47.2%
1540,IGNACIO 11 JT,4258,IGNACIO HIGH SCHOOL,44.3%
1550,POUDRE R-1,0146,RIDGEVIEW CLASSICAL CHARTER SCHOOLS,19.4%
1550,POUDRE R-1,0477,ZACH ELEMENTARY SCHOOL,3.3%
1550,POUDRE R-1,0490,BACON ELEMENTARY SCHOOL,12.2%
1550,POUDRE R-1,0498,BETHKE ELEMENTARY SCHOOL,4.4%
1550,POUDRE R-1,0612,BAUDER ELEMENTARY SCHOOL,54.2%
1550,POUDRE R-1,0678,BEATTIE ELEMENTARY SCHOOL,47.3%
1550,POUDRE R-1,0766,BENNETT ELEMENTARY SCHOOL,22.0%
1550,POUDRE R-1,0892,BLEVINS MIDDLE SCHOOL,40.8%
1550,POUDRE R-1,0898,BOLTZ MIDDLE SCHOOL,29.1%
1550,POUDRE R-1,1186,CACHE LA POUDRE ELEMENTARY SCHOOL,43.1%
1550,POUDRE R-1,1190,CACHE LA POUDRE MIDDLE SCHOOL,28.3%
1550,POUDRE R-1,2298,DUNN ELEMENTARY SCHOOL,34.6%
1550,POUDRE R-1,3046,FORT COLLINS HIGH SCHOOL,27.1%
1550,POUDRE R-1,3105,FOSSIL RIDGE HIGH SCHOOL,9.9%
1550,POUDRE R-1,3760,CENTENNIAL HIGH SCHOOL,38.0%
1550,POUDRE R-1,3787,HARRIS BILINGUAL ELEMENTARY SCHOOL,53.6%
1550,POUDRE R-1,3791,LAB ELEMENTARY SCHOOL FOR CREATIVE LEARNING,31.0%
1550,POUDRE R-1,4282,IRISH ELEMENTARY SCHOOL,84.1%
1550,POUDRE R-1,4456,JOHNSON ELEMENTARY SCHOOL,28.3%
1550,POUDRE R-1,4698,KINARD CORE KNOWLEDGE MIDDLE SCHOOL,6.0%
1550,POUDRE R-1,4793,KRUSE ELEMENTARY SCHOOL,19.6%
1550,POUDRE R-1,5014,LAUREL ELEMENTARY SCHOOL,63.6%
1550,POUDRE R-1,5068,LESHER MIDDLE SCHOOL,40.0%
1550,POUDRE R-1,5120,LIBERTY COMMON CHARTER SCHOOL,5.0%
1550,POUDRE R-1,5168,LINCOLN MIDDLE SCHOOL,70.5%
1550,POUDRE R-1,5196,LINTON ELEMENTARY SCHOOL,39.8%
1550,POUDRE R-1,5234,LIVERMORE ELEMENTARY SCHOOL,7.0%
1550,POUDRE R-1,5292,LOPEZ ELEMENTARY SCHOOL,33.3%
1550,POUDRE R-1,5688,MCGRAW ELEMENTARY SCHOOL,15.2%
1550,POUDRE R-1,6476,O'DEA ELEMENTARY SCHOOL,44.9%
1550,POUDRE R-1,6482,OLANDER ELEMENTARY SCHOOL,32.3%
1550,POUDRE R-1,7104,POLARIS EXPEDITIONARY LEARNING SCHOOL,26.3%
1550,POUDRE R-1,7124,POUDRE HIGH SCHOOL,29.9%
1550,POUDRE R-1,7127,POUDRE COMMUNITY ACADEMY,55.4%
1550,POUDRE R-1,7161,PRESTON MIDDLE SCHOOL,15.1%
1550,POUDRE R-1,7198,PSD ONLINE ACADEMY,27.7%
1550,POUDRE R-1,7218,PUTNAM ELEMENTARY SCHOOL,79.8%
1550,POUDRE R-1,7290,RED FEATHER LAKES ELEMENTARY SCHOOL,3.2%
1550,POUDRE R-1,7325,RICE ELEMENTARY SCHOOL,34.6%
1550,POUDRE R-1,7350,RIFFENBURGH ELEMENTARY SCHOOL,28.7%
1550,POUDRE R-1,7470,ROCKY MOUNTAIN HIGH SCHOOL,22.8%
1550,POUDRE R-1,7834,SHEPARDSON ELEMENTARY SCHOOL,21.9%
1550,POUDRE R-1,8318,STOVE PRAIRIE ELEMENTARY SCHOOL,17.6%
1550,POUDRE R-1,8460,TAVELLI ELEMENTARY SCHOOL,41.8%
1550,POUDRE R-1,8852,TIMNATH ELEMENTARY SCHOOL,34.7%
1550,POUDRE R-1,9251,TRAUT CORE ELEMENTARY SCHOOL,5.6%
1550,POUDRE R-1,9330,WEBBER MIDDLE SCHOOL,22.6%
1550,POUDRE R-1,9370,EYESTONE ELEMENTARY SCHOOL,36.9%
1550,POUDRE R-1,9374,WELLINGTON MIDDLE SCHOOL,40.3%
1550,POUDRE R-1,9380,WERNER ELEMENTARY SCHOOL,7.2%
1560,THOMPSON R-2J,0510,CONRAD BALL MIDDLE SCHOOL,45.8%
1560,THOMPSON R-2J,0808,BERTHOUD ELEMENTARY SCHOOL,19.0%
1560,THOMPSON R-2J,0812,BERTHOUD HIGH SCHOOL,14.7%
1560,THOMPSON R-2J,0865,B F KITCHEN ELEMENTARY SCHOOL,58.4%
1560,THOMPSON R-2J,0870,BIG THOMPSON ELEMENTARY SCHOOL,25.2%
1560,THOMPSON R-2J,0890,MARY BLAIR ELEMENTARY SCHOOL,38.5%
1560,THOMPSON R-2J,1323,CARRIE MARTIN ELEMENTARY SCHOOL,28.6%
1560,THOMPSON R-2J,1385,CENTENNIAL ELEMENTARY SCHOOL,28.8%
1560,THOMPSON R-2J,1920,COTTONWOOD PLAINS ELEMENTARY SCHOOL,36.2%
1560,THOMPSON R-2J,2089,COYOTE RIDGE ELEMENTARY SCHOOL,13.0%
1560,THOMPSON R-2J,3320,GARFIELD ELEMENTARY SCHOOL,55.4%
1560,THOMPSON R-2J,4332,IVY STOCKWELL ELEMENTARY SCHOOL,26.0%
1560,THOMPSON R-2J,5018,LAURENE EDMONDSON ELEMENTARY SCHOOL,46.7%
1560,THOMPSON R-2J,5170,LINCOLN ELEMENTARY SCHOOL,49.4%
1560,THOMPSON R-2J,5312,BILL REED MIDDLE SCHOOL,42.0%
1560,THOMPSON R-2J,5316,LOVELAND HIGH SCHOOL,22.8%
1560,THOMPSON R-2J,5335,LUCILE ERWIN MIDDLE SCHOOL,27.5%
1560,THOMPSON R-2J,5992,MONROE ELEMENTARY SCHOOL,50.8%
1560,THOMPSON R-2J,6163,MOUNTAIN VIEW HIGH SCHOOL,27.9%
1560,THOMPSON R-2J,6194,NAMAQUA ELEMENTARY SCHOOL,18.2%
1560,THOMPSON R-2J,6220,NEW VISION CHARTER SCHOOL,17.0%
1560,THOMPSON R-2J,7113,PONDEROSA ELEMENTARY,20.0%
1560,THOMPSON R-2J,7640,SARAH MILNER ELEMENTARY SCHOOL,56.1%
1560,THOMPSON R-2J,7650,STANSBERRY ELEMENTARY SCHOOL,36.6%
1560,THOMPSON R-2J,8824,THOMPSON VALLEY HIGH SCHOOL,24.1%
1560,THOMPSON R-2J,8855,THOMPSON ONLINE,21.7%
1560,THOMPSON R-2J,8918,TRUSCOTT ELEMENTARY SCHOOL,70.5%
1560,THOMPSON R-2J,8925,TURNER MIDDLE SCHOOL,21.9%
1560,THOMPSON R-2J,9055,VAN BUREN ELEMENTARY SCHOOL,57.5%
1560,THOMPSON R-2J,9228,WALT CLARK MIDDLE SCHOOL,30.0%
1560,THOMPSON R-2J,9260,HAROLD FERGUSON HIGH SCHOOL,47.8%
1560,THOMPSON R-2J,9674,WINONA ELEMENTARY SCHOOL,61.8%
1570,PARK (ESTES PARK) R-3,2788,ESTES PARK OPTIONS SCHOOL,0.0%
1570,PARK (ESTES PARK) R-3,2790,ESTES PARK K-5 SCHOOL,43.4%
1570,PARK (ESTES PARK) R-3,2792,ESTES PARK MIDDLE SCHOOL,34.9%
1570,PARK (ESTES PARK) R-3,2794,ESTES PARK HIGH SCHOOL,21.1%
1580,TRINIDAD 1,1386,TRINIDAD MIDDLE SCHOOL,62.7%
1580,TRINIDAD 1,2481,ECKHART ELEMENTARY SCHOOL,60.3%
1580,TRINIDAD 1,2944,FISHER'S PEAK ELEMENTARY SCHOOL,65.1%
1580,TRINIDAD 1,8906,TRINIDAD HIGH SCHOOL,53.6%
1590,PRIMERO REORGANIZED 2,7160,PRIMERO ELEMENTARY SCHOOL,42.6%
1590,PRIMERO REORGANIZED 2,7164,PRIMERO JUNIOR-SENIOR HIGH SCHOOL,39.4%
1600,HOEHNE REORGANIZED 3,4044,HOEHNE ELEMENTARY SCHOOL,41.6%
1600,HOEHNE REORGANIZED 3,4045,HOEHNE JUNIOR HIGH SCHOOL,43.8%
1600,HOEHNE REORGANIZED 3,4048,HOEHNE HIGH SCHOOL,31.4%
1620,AGUILAR REORGANIZED 6,0058,AGUILAR ELEMENTARY SCHOOL,82.4%
1620,AGUILAR REORGANIZED 6,0066,AGUILAR JUNIOR-SENIOR HIGH SCHOOL,82.6%
1750,BRANSON REORGANIZED 82,0948,BRANSON SCHOOL ONLINE,22.0%
1750,BRANSON REORGANIZED 82,0974,BRANSON ELEMENTARY SCHOOL,75.0%
1750,BRANSON REORGANIZED 82,0978,BRANSON UNDIVIDED HIGH SCHOOL,50.0%
1750,BRANSON REORGANIZED 82,0979,BRANSON SCHOOL ONLINE GED PREP,0.0%
1760,KIM REORGANIZED 88,4690,KIM ELEMENTARY SCHOOL,64.3%
1760,KIM REORGANIZED 88,4694,KIM UNDIVIDED HIGH SCHOOL,67.9%
1780,GENOA-HUGO C113,4158,GENOA-HUGO ELEMENTARY SCHOOL,54.5%
1780,GENOA-HUGO C113,4160,GENOA-HUGO MIDDLE SCHOOL,50.0%
1780,GENOA-HUGO C113,4162,GENOA-HUGO SENIOR HIGH SCHOOL,38.5%
1790,LIMON RE-4J,5132,LIMON ELEMENTARY SCHOOL,52.0%
1790,LIMON RE-4J,5136,LIMON JUNIOR-SENIOR HIGH SCHOOL,41.2%
1810,KARVAL RE-23,4502,KARVAL ELEMENTARY SCHOOL,20.0%
1810,KARVAL RE-23,4504,KARVAL ONLINE EDUCATION,20.0%
1810,KARVAL RE-23,4506,KARVAL JUNIOR-SENIOR HIGH SCHOOL,32.4%
1828,VALLEY RE-1,0202,SMITH HIGH SCHOOL,41.2%
1828,VALLEY RE-1,0515,AYRES ELEMENTARY SCHOOL,55.6%
1828,VALLEY RE-1,1220,CALICHE ELEMENTARY SCHOOL,45.3%
1828,VALLEY RE-1,1224,CALICHE JUNIOR-SENIOR HIGH SCHOOL,37.9%
1828,VALLEY RE-1,1321,CAMPBELL ELEMENTARY SCHOOL,55.5%
1828,VALLEY RE-1,8256,STERLING MIDDLE SCHOOL,49.0%
1828,VALLEY RE-1,8260,STERLING HIGH SCHOOL,38.2%
1850,FRENCHMAN RE-3,2980,FLEMING ELEMENTARY SCHOOL,49.5%
1850,FRENCHMAN RE-3,2988,FLEMING HIGH SCHOOL,41.3%
1860,BUFFALO RE-4,5802,MERINO ELEMENTARY SCHOOL,38.2%
1860,BUFFALO RE-4,5806,MERINO JUNIOR SENIOR HIGH SCHOOL,40.9%
1870,PLATEAU RE-5,6834,PEETZ ELEMENTARY SCHOOL,54.7%
1870,PLATEAU RE-5,6838,PEETZ JUNIOR-SENIOR HIGH SCHOOL,36.8%
1980,DE BEQUE 49JT,2122,DE BEQUE ELEMENTARY SCHOOL,39.7%
1980,DE BEQUE 49JT,2126,DE BEQUE UNDIVIDED HIGH SCHOOL,38.6%
1990,PLATEAU VALLEY 50,3582,GRAND MESA HIGH SCHOOL,0.0%
1990,PLATEAU VALLEY 50,7024,PLATEAU VALLEY ELEMENTARY SCHOOL,42.0%
1990,PLATEAU VALLEY 50,7028,PLATEAU VALLEY MIDDLE SCHOOL,40.0%
1990,PLATEAU VALLEY 50,7032,PLATEAU VALLEY HIGH SCHOOL,40.9%
2000,MESA COUNTY VALLEY 51,0262,APPLETON ELEMENTARY SCHOOL,32.3%
2000,MESA COUNTY VALLEY 51,0361,FRUITA 8/9 SCHOOL,33.6%
2000,MESA COUNTY VALLEY 51,0362,RIM ROCK ELEMENTARY SCHOOL,36.9%
2000,MESA COUNTY VALLEY 51,0363,PEAR PARK ELEMENTARY SCHOOL,70.4%
2000,MESA COUNTY VALLEY 51,0900,BOOKCLIFF MIDDLE SCHOOL,64.2%
2000,MESA COUNTY VALLEY 51,1046,BROADWAY ELEMENTARY SCHOOL,24.8%
2000,MESA COUNTY VALLEY 51,1450,CENTRAL HIGH SCHOOL,47.7%
2000,MESA COUNTY VALLEY 51,1520,CHATFIELD ELEMENTARY SCHOOL,58.5%
2000,MESA COUNTY VALLEY 51,1619,CHIPETA ELEMENTARY SCHOOL,70.9%
2000,MESA COUNTY VALLEY 51,1686,CLIFTON ELEMENTARY SCHOOL,81.5%
2000,MESA COUNTY VALLEY 51,2128,INDEPENDENCE ACADEMY,18.5%
2000,MESA COUNTY VALLEY 51,2224,DOS RIOS ELEMENTARY SCHOOL,80.9%
2000,MESA COUNTY VALLEY 51,2297,DUAL IMMERSION ACADEMY SCHOOL,62.1%
2000,MESA COUNTY VALLEY 51,2392,EAST MIDDLE SCHOOL,50.0%
2000,MESA COUNTY VALLEY 51,2724,NEW EMERSON SCHOOL AT COLUMBUS,11.3%
2000,MESA COUNTY VALLEY 51,3244,FRUITA MIDDLE SCHOOL,39.8%
2000,MESA COUNTY VALLEY 51,3262,FRUITVALE ELEMENTARY SCHOOL,54.5%
2000,MESA COUNTY VALLEY 51,3350,GATEWAY SCHOOL,63.0%
2000,MESA COUNTY VALLEY 51,3469,GLADE PARK COMMUNITY SCHOOL,0.0%
2000,MESA COUNTY VALLEY 51,3570,GRAND JUNCTION HIGH SCHOOL,36.2%
2000,MESA COUNTY VALLEY 51,3584,GRAND MESA MIDDLE SCHOOL,60.0%
2000,MESA COUNTY VALLEY 51,5210,LINCOLN ORCHARD MESA ELEMENTARY SCHOOL,51.4%
2000,MESA COUNTY VALLEY 51,5244,LOMA ELEMENTARY SCHOOL,36.0%
2000,MESA COUNTY VALLEY 51,5828,MESA VALLEY VISION HOME AND COMMUNITY PROGRAM,1.2%
2000,MESA COUNTY VALLEY 51,5842,MESA VIEW ELEMENTARY SCHOOL,48.5%
2000,MESA COUNTY VALLEY 51,6070,FRUITA MONUMENT HIGH SCHOOL,22.8%
2000,MESA COUNTY VALLEY 51,6166,MOUNT GARFIELD MIDDLE SCHOOL,67.1%
2000,MESA COUNTY VALLEY 51,6264,NISLEY ELEMENTARY SCHOOL,79.4%
2000,MESA COUNTY VALLEY 51,6554,ORCHARD AVENUE ELEMENTARY SCHOOL,42.0%
2000,MESA COUNTY VALLEY 51,6562,ORCHARD MESA MIDDLE SCHOOL,58.1%
2000,MESA COUNTY VALLEY 51,6666,PALISADE HIGH SCHOOL,45.6%
2000,MESA COUNTY VALLEY 51,7110,POMONA ELEMENTARY SCHOOL,39.6%
2000,MESA COUNTY VALLEY 51,7236,R-5 HIGH SCHOOL,42.3%
2000,MESA COUNTY VALLEY 51,7281,REDLANDS MIDDLE SCHOOL,26.1%
2000,MESA COUNTY VALLEY 51,7467,ROCKY MOUNTAIN ELEMENTARY SCHOOL,78.6%
2000,MESA COUNTY VALLEY 51,7832,SHELLEDY ELEMENTARY SCHOOL,40.5%
2000,MESA COUNTY VALLEY 51,8462,TAYLOR ELEMENTARY SCHOOL,45.2%
2000,MESA COUNTY VALLEY 51,8846,THUNDER MOUNTAIN ELEMENTARY SCHOOL,36.4%
2000,MESA COUNTY VALLEY 51,8876,TOPE ELEMENTARY SCHOOL,40.5%
2000,MESA COUNTY VALLEY 51,9406,WEST MIDDLE SCHOOL,38.2%
2000,MESA COUNTY VALLEY 51,9434,SCENIC ELEMENTARY SCHOOL,33.1%
2000,MESA COUNTY VALLEY 51,9673,WINGATE ELEMENTARY SCHOOL,15.1%
2010,CREEDE CONSOLIDATED 1,1962,LAMB ELEMENTARY SCHOOL,56.8%
2010,CREEDE CONSOLIDATED 1,1966,CREEDE MIDDLE/HIGH SCHOOL,43.2%
2020,MOFFAT COUNTY RE:NO 1,1936,SANDROCK ELEMENTARY,54.2%
2020,MOFFAT COUNTY RE:NO 1,1938,CRAIG MIDDLE SCHOOL SCHOOL,42.1%
2020,MOFFAT COUNTY RE:NO 1,2374,EAST ELEMENTARY SCHOOL,56.7%
2020,MOFFAT COUNTY RE:NO 1,5656,MAYBELL ELEMENTARY SCHOOL,35.7%
2020,MOFFAT COUNTY RE:NO 1,5962,MOFFAT COUNTY HIGH SCHOOL,32.2%
2020,MOFFAT COUNTY RE:NO 1,7338,RIDGEVIEW ELEMENTARY SCHOOL,36.2%
2020,MOFFAT COUNTY RE:NO 1,8398,SUNSET ELEMENTARY SCHOOL,39.6%
2035,MONTEZUMA-CORTEZ RE-1,0609,BATTLE ROCK CHARTER SCHOOL,81.1%
2035,MONTEZUMA-CORTEZ RE-1,1888,CORTEZ MIDDLE SCHOOL,62.5%
2035,MONTEZUMA-CORTEZ RE-1,4546,KEMPER ELEMENTARY SCHOOL,64.1%
2035,MONTEZUMA-CORTEZ RE-1,5090,LEWIS-ARRIOLA ELEMENTARY SCHOOL,40.5%
2035,MONTEZUMA-CORTEZ RE-1,5436,MANAUGH ELEMENTARY SCHOOL,79.1%
2035,MONTEZUMA-CORTEZ RE-1,5836,MESA ELEMENTARY SCHOOL,75.1%
2035,MONTEZUMA-CORTEZ RE-1,6026,MONTEZUMA-CORTEZ HIGH SCHOOL,48.4%
2035,MONTEZUMA-CORTEZ RE-1,7082,PLEASANT VIEW ELEMENTARY SCHOOL,45.5%
2035,MONTEZUMA-CORTEZ RE-1,8133,SOUTHWEST OPEN CHARTER SCHOOL,63.1%
2055,DOLORES RE-4A,2204,DOLORES ELEMENTARY SCHOOL,44.5%
2055,DOLORES RE-4A,2206,DOLORES MIDDLE SCHOOL,44.2%
2055,DOLORES RE-4A,2208,DOLORES HIGH SCHOOL,25.1%
2070,MANCOS RE-6,5446,MANCOS ELEMENTARY SCHOOL,68.5%
2070,MANCOS RE-6,5450,MANCOS MIDDLE SCHOOL,62.4%
2070,MANCOS RE-6,5452,MANCOS HIGH SCHOOL,40.4%
2180,MONTROSE COUNTY RE-1J,1392,CENTENNIAL MIDDLE SCHOOL,56.3%
2180,MONTROSE COUNTY RE-1J,1915,COTTONWOOD ELEMENTARY SCHOOL,38.8%
2180,MONTROSE COUNTY RE-1J,4458,JOHNSON ELEMENTARY SCHOOL,63.7%
2180,MONTROSE COUNTY RE-1J,6054,COLUMBINE MIDDLE SCHOOL,39.3%
2180,MONTROSE COUNTY RE-1J,6058,MONTROSE HIGH SCHOOL,38.3%
2180,MONTROSE COUNTY RE-1J,6366,NORTHSIDE ELEMENTARY SCHOOL,77.0%
2180,MONTROSE COUNTY RE-1J,6466,OAK GROVE ELEMENTARY SCHOOL,59.6%
2180,MONTROSE COUNTY RE-1J,6486,OLATHE ELEMENTARY SCHOOL,78.6%
2180,MONTROSE COUNTY RE-1J,6490,OLATHE MIDDLE SCHOOL,68.2%
2180,MONTROSE COUNTY RE-1J,6494,OLATHE HIGH SCHOOL,57.6%
2180,MONTROSE COUNTY RE-1J,6807,PASSAGE CHARTER SCHOOL,71.4%
2180,MONTROSE COUNTY RE-1J,7106,POMONA ELEMENTARY SCHOOL,62.1%
2180,MONTROSE COUNTY RE-1J,9149,VISTA CHARTER SCHOOL,71.8%
2190,WEST END RE-2,6196,NATURITA ELEMENTARY SCHOOL,61.2%
2190,WEST END RE-2,6436,NUCLA JUNIOR/SENIOR HIGH SCHOOL,46.2%
2190,WEST END RE-2,6718,PARADOX VALLEY CHARTER SCHOOL,69.6%
2395,BRUSH RE-2(J),1094,BRUSH MIDDLE SCHOOL,56.8%
2395,BRUSH RE-2(J),1096,BRUSH HIGH SCHOOL,43.7%
2395,BRUSH RE-2(J),1438,BEAVER VALLEY ELEMENTARY SCHOOL,58.3%
2395,BRUSH RE-2(J),8832,THOMSON PRIMARY SCHOOL,61.1%
2405,FORT MORGAN RE-3,0492,BAKER CENTRAL SCHOOL,71.7%
2405,FORT MORGAN RE-3,1850,COLUMBINE ELEMENTARY SCHOOL,71.6%
2405,FORT MORGAN RE-3,3074,FORT MORGAN MIDDLE SCHOOL,71.6%
2405,FORT MORGAN RE-3,3078,FORT MORGAN HIGH SCHOOL,58.5%
2405,FORT MORGAN RE-3,3620,GREEN ACRES ELEMENTARY SCHOOL,63.7%
2405,FORT MORGAN RE-3,5180,LINCOLN HIGH SCHOOL,71.8%
2405,FORT MORGAN RE-3,6954,PIONEER ELEMENTARY SCHOOL,87.7%
2405,FORT MORGAN RE-3,7856,SHERMAN EARLY CHILDHOOD CENTER,76.0%
2505,WELDON VALLEY RE-20(J),9352,WELDON VALLEY ELEMENTARY SCHOOL,29.4%
2505,WELDON VALLEY RE-20(J),9356,WELDON VALLEY JUNIOR HIGH SCHOOL,36.1%
2505,WELDON VALLEY RE-20(J),9360,WELDON VALLEY HIGH SCHOOL,34.0%
2515,WIGGINS RE-50(J),9263,WIGGINS MIDDLE SCHOOL,59.1%
2515,WIGGINS RE-50(J),9576,WIGGINS ELEMENTARY SCHOOL,61.3%
2515,WIGGINS RE-50(J),9582,WIGGINS HIGH SCHOOL,57.6%
2520,EAST OTERO R-1,4841,LA JUNTA INTERMEDIATE SCHOOL,78.6%
2520,EAST OTERO R-1,4843,LA JUNTA PRIMARY SCHOOL,86.3%
2520,EAST OTERO R-1,5015,LA JUNTA JR/SR HIGH SCHOOL,66.9%
2530,ROCKY FORD R-2,5114,JEFFERSON INTERMEDIATE SCHOOL,80.8%
2530,ROCKY FORD R-2,7442,ROCKY FORD JUNIOR/SENIOR HIGH SCHOOL,75.1%
2530,ROCKY FORD R-2,9264,WASHINGTON PRIMARY SCHOOL,79.8%
2535,MANZANOLA 3J,5498,MANZANOLA ELEMENTARY SCHOOL,83.5%
2535,MANZANOLA 3J,5506,MANZANOLA JUNIOR-SENIOR HIGH SCHOOL,84.1%
2540,FOWLER R-4J,0056,FOWLER ELEMENTARY SCHOOL,55.3%
2540,FOWLER R-4J,3130,FOWLER JUNIOR HIGH SCHOOL,50.7%
2540,FOWLER R-4J,3134,FOWLER HIGH SCHOOL,41.2%
2560,CHERAW 31,1538,CHERAW ELEMENTARY SCHOOL,59.1%
2560,CHERAW 31,1546,CHERAW HIGH SCHOOL,58.0%
2560,CHERAW 31,1548,CHERAW MIDDLE SCHOOL,52.5%
2570,SWINK 33,8452,SWINK ELEMENTARY SCHOOL,45.7%
2570,SWINK 33,8456,SWINK JUNIOR-SENIOR HIGH SCHOOL,36.0%
2580,OURAY R-1,6596,OURAY ELEMENTARY SCHOOL,37.1%
2580,OURAY R-1,6598,OURAY MIDDLE SCHOOL,40.6%
2580,OURAY R-1,6600,OURAY SENIOR HIGH SCHOOL,30.0%
2590,RIDGWAY R-2,7342,RIDGWAY ELEMENTARY SCHOOL,39.9%
2590,RIDGWAY R-2,7344,RIDGWAY MIDDLE SCHOOL,27.6%
2590,RIDGWAY R-2,7346,RIDGWAY HIGH SCHOOL,20.6%
2600,PLATTE CANYON 1,7042,DEER CREEK ELEMENTARY SCHOOL,32.4%
2600,PLATTE CANYON 1,7046,PLATTE CANYON HIGH SCHOOL,30.3%
2600,PLATTE CANYON 1,7048,FITZSIMMONS MIDDLE SCHOOL,30.5%
2610,PARK COUNTY RE-2,3681,GUFFEY CHARTER SCHOOL,51.7%
2610,PARK COUNTY RE-2,4908,LAKE GEORGE CHARTER SCHOOL,53.0%
2610,PARK COUNTY RE-2,7891,SILVERHEELS MIDDLE SCHOOL,41.4%
2610,PARK COUNTY RE-2,8114,EDITH TETER ELEMENTARY SCHOOL,42.9%
2610,PARK COUNTY RE-2,8118,SOUTH PARK HIGH SCHOOL,41.4%
2620,HOLYOKE RE-1J,4076,HOLYOKE ELEMENTARY SCHOOL,56.5%
2620,HOLYOKE RE-1J,4079,HOLYOKE JUNIOR HIGH SCHOOL,52.5%
2620,HOLYOKE RE-1J,4080,HOLYOKE SENIOR HIGH SCHOOL,43.0%
2630,HAXTUN RE-2J,3846,HAXTUN ELEMENTARY SCHOOL,41.0%
2630,HAXTUN RE-2J,3850,HAXTUN HIGH SCHOOL,34.0%
2640,ASPEN 1,0042,ASPEN COMMUNITY CHARTER SCHOOL,2.4%
2640,ASPEN 1,0428,ASPEN ELEMENTARY SCHOOL,8.9%
2640,ASPEN 1,0430,ASPEN MIDDLE SCHOOL,7.3%
2640,ASPEN 1,0432,ASPEN HIGH SCHOOL,3.5%
2650,GRANADA RE-1,3542,GRANADA ELEMENTARY SCHOOL,63.5%
2650,GRANADA RE-1,3546,GRANADA UNDIVIDED HIGH SCHOOL,62.7%
2660,LAMAR RE-2,0200,ALTA VISTA CHARTER SCHOOL,38.1%
2660,LAMAR RE-2,4956,LAMAR MIDDLE SCHOOL,67.4%
2660,LAMAR RE-2,4960,LAMAR HIGH SCHOOL,58.8%
2660,LAMAR RE-2,5190,LINCOLN ELEMENTARY SCHOOL,76.1%
2660,LAMAR RE-2,6794,PARKVIEW ELEMENTARY SCHOOL,81.2%
2660,LAMAR RE-2,9268,WASHINGTON ELEMENTARY SCHOOL,83.1%
2670,HOLLY RE-3,4058,HOLLY HIGH SCHOOL,66.7%
2670,HOLLY RE-3,4069,HOLLY JUNIOR HIGH SCHOOL,69.2%
2670,HOLLY RE-3,7794,SHANNER ELEMENTARY SCHOOL,74.0%
2680,WILEY RE-13 JT,9604,WILEY ELEMENTARY SCHOOL,56.1%
2680,WILEY RE-13 JT,9608,WILEY JUNIOR-SENIOR HIGH SCHOOL,49.6%
2690,PUEBLO CITY 60,0738,BELMONT ELEMENTARY SCHOOL,59.5%
2690,PUEBLO CITY 60,0756,BENJAMIN FRANKLIN ELEMENTARY SCHOOL,83.4%
2690,PUEBLO CITY 60,0822,BESSEMER ELEMENTARY SCHOOL,88.2%
2690,PUEBLO CITY 60,0860,BEULAH HEIGHTS ELEMENTARY SCHOOL,77.1%
2690,PUEBLO CITY 60,0954,BRADFORD ELEMENTARY SCHOOL,92.9%
2690,PUEBLO CITY 60,1304,CARLILE ELEMENTARY SCHOOL,74.4%
2690,PUEBLO CITY 60,1402,CENTENNIAL HIGH SCHOOL,46.0%
2690,PUEBLO CITY 60,1454,CENTRAL HIGH SCHOOL,66.3%
2690,PUEBLO CITY 60,1488,CESAR CHAVEZ ACADEMY,59.7%
2690,PUEBLO CITY 60,1504,GOODNIGHT ELEMENTARY SCHOOL,62.7%
2690,PUEBLO CITY 60,1828,COLUMBIAN ELEMENTARY SCHOOL,92.5%
2690,PUEBLO CITY 60,1872,COMMUNITY TRANSITION HOUSE,14.9%
2690,PUEBLO CITY 60,2096,CORWIN INTERNATIONAL MAGNET SCHOOL,48.9%
2690,PUEBLO CITY 60,2217,DOLORES HUERTA PREPARATORY HIGH SCHOOL,62.3%
2690,PUEBLO CITY 60,2394,EAST HIGH SCHOOL,64.2%
2690,PUEBLO CITY 60,2438,EVA R BACA ELEMENTARY SCHOOL,92.3%
2690,PUEBLO CITY 60,2620,FOUNTAIN INTERNATIONAL MAGNET SCHOOL,44.7%
2690,PUEBLO CITY 60,3206,FREED MIDDLE SCHOOL,83.3%
2690,PUEBLO CITY 60,3724,HAAFF ELEMENTARY SCHOOL,57.6%
2690,PUEBLO CITY 60,3924,HERITAGE ELEMENTARY SCHOOL,75.9%
2690,PUEBLO CITY 60,3976,HIGHLAND PARK ELEMENTARY SCHOOL,61.4%
2690,PUEBLO CITY 60,4302,IRVING ELEMENTARY SCHOOL,83.0%
