Organization Code,School Code,Phone,School Name,Physical Address,Physical City,Physical State,Physical Zipcode
0980,6936,7195792180,Pikes Peak Elementary School,1520 Verde Drive,Colorado Springs,CO,80910
1040,6937,7192342600,Pine Creek High School,10750 Thunder Mountain Avenue,Colorado Springs,CO,80908
0900,6938,3033878075,Pine Grove Elementary School,10450 Stonegate Parkway,Parker,CO,80134
0900,6940,3033878275,Pine Lane Elementary,6485 E Ponderosa Drive,Parker,CO,80138
0990,6952,7193913395,Pinello Elementary School,2515 Cody Drive,Colorado Springs,CO,80911
1020,6953,7195270300,Pinon Valley Elementary School,6205 Farthing Drive,Colorado Springs,CO,80906
2405,6954,9708672080,Pioneer Elementary School,415 South Spruce Street,Fort Morgan,CO,80701
0130,6955,7208868800,Pine Ridge Elementary School,6525 S. Wheatlands Parkway,Aurora,CO,80016
0880,6957,3033298412,Pioneer Charter School,3230 East 38th Avenue,Denver,CO,80205
1040,6960,7192345000,Pioneer Elementary School,3663 Woodland Hills Dr,Colorado Springs,CO,80918
0900,6961,3033878400,Pioneer Elementary School,10881 Riva Ridge Street,Parker,CO,80138
0480,6962,7205617800,Pioneer Bilingual Elementary School,101 E. Baseline Road,Lafayette,CO,80026
3110,6963,0,Pioneer Ridge Elementary School,2300 Cinnamon Teal,Johnstown,CO,80534
0880,6970,7204242840,Pitt-Waller K-8 School,21601 East 51st Place,Denver,CO,80249
1440,6992,7197293331,Plainview Elementary School,13997 County Road 71,Sheridan Lake,CO,81071
1440,7009,7197293331,Plainview Junior-Senior High School,13997 County Road 71,Sheridan Lake,CO,81071
1990,7024,9704873547,Plateau Valley Elementary School,56600 Highway 330,Collbran,CO,81624
1990,7028,9704873547,Plateau Valley Middle School,56600 Highway 330,Collbran,CO,81624
1990,7032,9704873547,Plateau Valley High School,56600 Highway 330,Collbran,CO,81624
2600,7042,3038387666,Deer Creek Elementary School,1737 Cr 43,Bailey,CO,80421
0880,7045,7204240960,Place Bridge Academy,7125 Cherry Creek Drive North,Denver,CO,80224
2600,7046,3038387666,Platte Canyon High School,57243 Us Highway 285,Bailey,CO,80421
0900,7047,3032211070,Platte River Charter Academy,4085 S. Lark Sparrow St.,Highlands Ranch,CO,80130
2600,7048,3038387666,Fitzsimmons Middle School,57093 Us Highway 285,Bailey,CO,80421
2865,7050,9704635650,Platte Valley Elementary School,415 West Avenue,Sedgwick,CO,80749
3130,7052,9703368520,Platte Valley Elementary School,601 Clark Street,Kersey,CO,80644
3130,7054,9703368610,Platte Valley Middle School,700 Hill Street,Kersey,CO,80644
3080,7056,9707852271,Platteville Elementary School,1202 Main Street,Platteville,CO,80651
3080,7058,9707852205,South Valley Middle School,1004 Main Street,Platteville,CO,80651
1420,7078,3039825921,Pleasant View Elementary School,15920 West 10th Avenue,Golden,CO,80401
2035,7082,9705624286,Pleasant View Elementary School,15238 County Road Cc,Pleasant View,CO,81331
2700,7086,7195427813,Pleasant View Middle School,23600 Everett Road,Pueblo,CO,81006
0900,7096,3033876000,Roxborough Elementary School,8000 Village Circle West,Littleton,CO,80125
0130,7102,7207472600,Polton Community Elementary School,2985 South Oakland Street,Aurora,CO,80014
1550,7104,9704888260,Polaris Expeditionary Learning School,1905 Orchard Place,Fort Collins,CO,80521
2180,7106,9702492514,Pomona Elementary School,1045 South Cascade,Montrose,CO,81401
2000,7110,9702544990,Pomona Elementary School,588 25-1/2 Road,Grand Junction,CO,81505
1560,7113,9706799500,Ponderosa Elementary,4550 Florence Drive,Loveland,CO,80538
1420,7114,3039820710,Pomona High School,8101 West Pomona Drive,Arvada,CO,80005
0130,7116,7207472800,Ponderosa Elementary School,1885 South Lima Street,Aurora,CO,80012
0900,7118,3033874000,Ponderosa High School,7007 East Bayou Gulch Road,Parker,CO,80134
1550,7124,9704886011,Poudre High School,201 Impala Drive,Fort Collins,CO,80521
1550,7127,9704903295,Poudre Community Academy,2540 Laporte Avenue,Fort Collins,CO,80521
1420,7128,3039820074,Powderhorn Elementary School,12109 West Coal Mine Avenue,Littleton,CO,80127
0040,7129,3036552900,Prairie View High School,12909 E 120th Ave,Henderson,CO,80640
0040,7131,7206855400,Prairie View Middle School,12915 East 120th Avenue,Henderson,CO,80640
0060,7133,3036226328,Prairie Creeks Charter School,1983 Monroe Street,Strasburg,CO,80136
0900,7134,3033878200,Prairie Crossing Elementary School,11605 South Bradbury Ranch Drive,Parker,CO,80134
2700,7153,7196479732,Prairie Winds Elementary School,597 E Earl Drive,Pueblo West,CO,81007
3147,7154,9704375351,Prairie Elementary School,42315 Wcr 133,New Raymer,CO,80742
0020,7155,7209728780,Prairie Hills Elementary School,13801 Garfield Place,Thornton,CO,80602
3147,7156,9704375351,Prairie Junior-Senior High School,42315 Wcr 133,New Raymer,CO,80742
0470,7157,7204943641,Prairie Ridge Elementary School,6632 St Vrain Ranch Boulevard,Firestone,CO,80504
0130,7158,7207473000,Prairie Middle School,12600 East Jewell Avenue,Aurora,CO,80012
1040,7159,7192345100,Prairie Hills Elementary School,8025 Telegraph Drive,Colorado Springs,CO,80920
1590,7160,7198682715,Primero Elementary School,20200 State Highway 12,Weston,CO,81091
1550,7161,9704887300,Preston Middle School,4901 Corbett Drive,Fort Collins,CO,80528
0880,7163,7204248451,P.R.E.P. (Positive Refocus Education Program),2727 Columbine Street,Denver,CO,80205
1590,7164,7198682715,Primero Junior-Senior High School,20200 State Highway 12,Weston,CO,81091
1080,7165,7195590800,Prairie Winds Elementary School,790 King's Deer Point East,Monument,CO,80132
0240,7174,7195234045,Pritchett Elementary School,533 Irving Street,Pritchett,CO,81064
0240,7176,7195234045,Pritchett Middle School,533 Irving Street,Pritchett,CO,81064
0240,7180,7195234045,Pritchett High School,533 Irving Street,Pritchett,CO,81064
1420,7190,3039827535,Prospect Valley Elementary School,3400 Pierson Street,Wheat Ridge,CO,80033
1550,7198,9704903086,Psd Online Academy,703 East Prospect,Fort Collins,CO,80521
0880,7199,3035756690,P.S.1 Charter School,1062 Delaware Street,Denver,CO,80204
2700,7208,7199483352,Pueblo County High School,1050  35th Lane,Pueblo,CO,81006
2690,7209,7195492737,Pueblo Charter School For The Arts & Sciences,1745 Acero,Pueblo,CO,81004
2700,7210,7195472191,Pueblo West Elementary School,386 East Hahns Peak Avenue,Pueblo West,CO,81007
2700,7212,7195473752,Pueblo West Middle School,484 South Maher Drive,Pueblo West,CO,81007
2700,7214,7195478050,Pueblo West High School,661 Capistrano Drive,Pueblo West,CO,81007
1550,7218,9704887700,Putnam Elementary School,1400 Maple Street,Fort Collins,CO,80521
1010,7228,7193283200,Queen Palmer Elementary School,1921 East Yampa Street,Colorado Springs,CO,80909
0180,7232,3033433664,Aurora Quest K-8,472 South Wheeling St,Aurora,CO,80012
2000,7236,9702546880,R-5 High School,310 N 7th St,Grand Junction,CO,81501
1420,7238,3039824386,Ralston Elementary School,25856 Columbine Glen,Golden,CO,80401
1420,7239,3039825600,Ralston Valley Senior High School,13355 West 80th Avenue,Arvada,CO,80005
1040,7240,7192342000,Rampart High School,8250 Lexington Drive,Colorado Springs,CO,80920
0900,7245,3033872300,Ranch View Middle School,1731 Wildcat Reserve Parkway,Highlands Ranch,CO,80129
1040,7247,7192345500,Ranch Creek Elementary,9155 Tutt Boulevard,Colorado Springs,CO,80924
0180,7250,3036956848,Rangeview High School,17599 East Iliff Ave,Aurora,CO,80013
2720,7268,9706752267,Parkview Elementary School,550 River Road,Rangely,CO,81648
2720,7276,9706752253,Rangely Junior/Senior High School,234 South Jones Avenue,Rangely,CO,81648
0130,7277,7208863800,Red Hawk Ridge Elementary School,16251 E Geddes Avenue,Centennial,CO,80112
8001,7278,3034127601,Ricardo Flores Magon Academy,7255 Irving Street,Westminster,CO,80030
2000,7281,9702547000,Redlands Middle School,2200 Broadway,Grand Junction,CO,81503
1420,7282,3039828063,Red Rocks Elementary School,17199 Highway 74,Morrison,CO,80465
0910,7285,0,Red Table Early Learning Center,500 Red Table Drive,Gypsum,CO,81637
1550,7290,9704886550,Red Feather Lakes Elementary School,505  N County Road 73c,Red Feather Lakes,CO,80545
0910,7296,9703282910,Red Sandstone Elementary School,551 North Frontage Road,Vail,CO,81657
0900,7297,3033877300,Redstone Elementary School,9970 Glenstone Circle,Highlands Ranch,CO,80130
0920,7300,3036461848,Elizabeth Running Creek Preschool,589 South Banner Street,Elizabeth,CO,80107
0070,7305,3034289577,Iver C. Ranum Middle School,2401 West 80th Avenue,Denver,CO,80221
1110,7317,7195746482,Remington Elementary School,2825 Pony Tracks Drive,Colorado Springs,CO,80922
0900,7319,3033878000,Renaissance Expedition Learn Outward Bound School,3960 Trailboss Lane,Castle Rock,CO,80104
2865,7322,9704635477,Revere Junior-Senior High School,300 Morgan Ave,Ovid,CO,80744
1550,7325,9704888700,Rice Elementary School,7000 Third Street,Wellington,CO,80549
2020,7338,9708247018,Ridgeview Elementary School,600 Westridge Road,Craig,CO,81625
1110,7339,7194948700,Ridgeview Elementary School,6753 Shimmering Creek Place,Colorado Springs,CO,80922
2590,7342,9706265468,Ridgway Elementary School,1115 West Clinton Street,Ridgway,CO,81432
2590,7344,9706265788,Ridgway Middle School,1200 Green Street,Ridgway,CO,81432
2590,7346,9706265788,Ridgway High School,1200 Green Street,Ridgway,CO,81432
1550,7350,9704887935,Riffenburgh Elementary School,1320 East Stuart,Fort Collins,CO,80525
1195,7356,9706257900,Rifle Middle School,753 Railroad,Rifle,CO,81650
1195,7360,9706257725,Rifle High School,1350 Prefontaine Ave,Rifle,CO,81650
0880,7370,7204241260,Rishel Middle School,451 South Tejon Street,Denver,CO,80223
1195,7388,9706257800,Riverside School,215 Alder Avenue,New Castle,CO,81647
1520,7402,9702473862,Riverview Elementary School,2900 Mesa Avenue,Durango,CO,81301
1180,7422,9703845757,Roaring Fork High School,2270 Highway 133,Carbondale,CO,81623
2035,7430,9705653372,Preschool/Jumpstart,510 North Beech Street,Cortez,CO,81321
0900,7435,3033873000,Rock Canyon High School,5810 Mac Arthur Ranch Road,Littleton,CO,80124
2530,7442,7192547431,Rocky Ford Junior/Senior High School,100 West Washington,Rocky Ford,CO,81067
0900,7448,3033873300,Rocky Heights Middle School,11033 Monarch Boulevard,Littleton,CO,80124
1040,7460,7192345200,Rockrimmon Elementary School,194 W Mikado Drive,Colorado Springs,CO,80919
1420,7462,3039827113,Rocky Mountain Academy Of Evergreen,2959 Royale Elk Way,Evergreen,CO,80439
1110,7463,7193911171,Rocky Mountain Classical Academy,1710 Piros Drive,Colorado Springs,CO,80915
0470,7464,3037726750,Rocky Mountain Elementary School,800 East 5th,Longmont,CO,80501
2000,7467,9702544900,Rocky Mountain Elementary School,3260 D1/2 Road,Clifton,CO,81520
1550,7470,9704887023,Rocky Mountain High School,1300 West Swallow Road,Fort Collins,CO,80526
0130,7476,7208863400,Rolling Hills Elementary School,5756 South Biscay Circle,Aurora,CO,80015
2690,7481,7195497450,Roncalli Middle School,4202 Highway 78,Pueblo,CO,81005
1010,7482,7196370311,Roosevelt Edison Charter School,205 South Byron Drive,Colorado Springs,CO,80910
1420,7483,3039829620,Rooney Ranch Elementary School,2200 South Coors Street,Lakewood,CO,80228
3110,7490,9705874633,Roosevelt High School,616 North 2nd Street,Johnstown,CO,80534
0030,7500,3032870163,Rose Hill Elementary School,6900 East 58th Avenue,Commerce City,CO,80022
8001,7512,9709637199,Ross Montessori School,407 Merrill Avenue,Carbondale,CO,81623
1010,7513,7193287600,Rudy Elementary School,5370 Cracker Barrel Circle,Colorado Springs,CO,80917
0920,7517,3036464620,Running Creek Elementary School,900 South Elbert Street,Elizabeth,CO,80107
0140,7518,3033474650,Runyon Elementary School,7455 South Elati Street,Littleton,CO,80120
1010,7523,7193285200,Russell Middle School,3825 Montbello Drive,Colorado Springs,CO,80918
0480,7528,7205617000,Ryan Elementary School,1405 Centaur Village Drive,Lafayette,CO,80026
1420,7529,3039823105,Ryan Elementary School,5851 West 115th Avenue,Westminster,CO,80020
2700,7530,7194892272,Rye Elementary School,8120 Highway 165 West,Rye,CO,81069
2700,7532,7196763030,Craver Middle School,4850 Crow Cut Off Road,Colorado City,CO,81019
2700,7534,7194892271,Rye High School,1 High School Drive,Rye,CO,81069
0880,7554,7204244520,Sabin World School,3050 South Vrain Street,Denver,CO,80236
1010,7556,7193287000,Sabin Middle School,3605 North Carefree Circle,Colorado Springs,CO,80917
0180,7558,3033403140,Sable Elementary School,2601 Sable Blvd,Aurora,CO,80011
0130,7559,7208866400,Sagebrush Elementary School,14700 East Temple Place,Aurora,CO,80015
0900,7562,3033876400,Saddle Ranch Elementary School,805 West English Sparrow Trail,Highlands Ranch,CO,80129
0470,7565,3036824339,St. Vrain Community Montossori School,1067 South Hover St Pmb E235,Longmont,CO,80501
0500,7568,7195305400,Salida High School,905 D Street,Salida,CO,81201
0880,7578,7204244450,Samuels Elementary School,3985 South Vincennes Court,Denver,CO,80237
0470,7584,3037723838,Sanborn Elementary School,2235 Vivian Street,Longmont,CO,80501
0640,7588,7196723282,Centennial Elementary School,909 North Main Street,San Luis,CO,81152
0480,7592,7205617300,Sanchez Elementary School,655 Sir Galahad Drive,Lafayette,CO,80026
0140,7606,3033474675,Sandburg Elementary School,6900 South Elizabeth Street,Centennial,CO,80122
0900,7610,3033876600,Sand Creek Elementary School,8898 South Maplewood Drive,Highlands Ranch,CO,80126
0980,7611,7195793760,Sand Creek Elementary School,550 Sand Creek Drive,Colorado Springs,CO,80916
0560,7612,7192745167,Sanford Elementary School,755 Second Street,Sanford,CO,81151
1110,7613,7195720924,Sand Creek High School,7005 North Carefree Circle,Colorado Springs,CO,80922
0560,7616,7192745167,Sanford Junior/Senior High School,755 Second Street,Sanford,CO,81151
0110,7626,7193782381,Sangre De Cristo Elementary School,11430 2nd Avenue,Hooper,CO,81136
0110,7630,7193782321,Sangre De Cristo Undivided High School,5401 Terry Street,Mosca,CO,81146
1560,7640,9706136700,Sarah Milner Elementary School,743 Jocelyn Drive,Loveland,CO,80537
1560,7650,9706136800,Stansberry Elementary School,407 East 42nd Street,Loveland,CO,80538
2750,7660,7198524024,Sargent Elementary School,7090 North Road 2 East,Monte Vista,CO,81144
2750,7664,7198524025,Sargent Senior High School,7090 North Road 2 East,Monte Vista,CO,81144
2750,7668,7198524025,Sargent Junior High School,7090 North Road 2 East,Monte Vista,CO,81144
0880,7694,3039354606,Charles M. Schenck (Cms) Community School,1300 South Lowell Boulevard,Denver,CO,80219
0880,7698,7204244230,Schmitt Elementary School,1820 South Vallejo Street,Denver,CO,80223
3120,7700,9703482200,Scott Elementary School,3000  13th Street,Greeley,CO,80634
1420,7701,3039727433,Collegiate Academy Of Colorado,8420 South Sangre De Cristo Rd,Littleton,CO,80127
1010,7705,7193286200,Scott Elementary School,6175 Whetstone Drive,Colorado Springs,CO,80918
1420,7708,3039820760,Secrest Elementary School,6875 West 64th Avenue,Arvada,CO,80003
0040,7714,7206857550,Second Creek Elementary School,9950 Laredo Drive,Commerce City,CO,80022
0900,7718,3033875500,Sedalia Elementary School,5449 North Huxtable Street,Sedalia,CO,80135
0040,7725,7206855490,Sd 27j Preschool At The Brighton Lrc,1850 Egbert Suite G20,Brighton,CO,80601
1460,7746,9706642616,Hi Plains Undivided High School,200 Iowa Ave,Seibert,CO,80834
2690,7748,7195497371,Keating Continuing Education,215 East Orman,Pueblo,CO,81004
1420,7753,3039826460,Semper Elementary School,7575 West 96th Avenue,Westminster,CO,80021
3100,7755,9706745200,Severance Middle School,1801 Avery Plaza Street,Windsor,CO,80550
0890,7764,9706772296,Seventh Street Elementary School,713 North Main Street,Dove Creek,CO,81324
1420,7780,3039823901,Shaffer Elementary School,7961 S Sangre De Cristo Road,Littleton,CO,80127
0470,7789,7204943721,Silver Creek High School,4901 Nelson Road,Longmont,CO,80503
2670,7794,7195376662,Shanner Elementary School,201 North Main,Holly,CO,81047
0020,7795,7209723941,Silver Creek Elementary,15101 Fillmore Stre,Thornton,CO,80602
0070,7810,3034282161,Flynn Elementary School,8731 Lowell Boulevard,Westminster,CO,80030
0070,7812,3034289533,Shaw Heights Middle School,8780 Circle Drive,Westminster,CO,80030
3120,7814,9703482300,Shawsheen Elementary School,4020 West 7th Street,Greeley,CO,80634
2000,7832,9702546460,Shelledy Elementary School,353 North Mesa,Fruita,CO,81521
1420,7833,3039825686,Shelton Elementary School,420 Crawford Street,Golden,CO,80401
1550,7834,9704884525,Shepardson Elementary School,1501 Springwood Drive,Fort Collins,CO,80525
0123,7837,7208336988,Sheridan Middle School,4107 South Federal Boulevard,Englewood,CO,80150
0123,7842,7208336987,Sheridan High School,3201 West Oxford Avenue,Denver,CO,80236
0123,7843,7208336991,Early Childhood Education Center,4000 South Lowell Boulevard,Englewood,CO,80150
2405,7856,9708672998,Sherman Early Childhood Center,300 Sherman Street,Fort Morgan,CO,80701
0070,7860,3034285353,Sherrelwood Elementary School,8095 Kalamath Drive,Denver,CO,80221
0180,7865,3037551785,Side Creek Elementary School,19191 East Iliff Pl,Aurora,CO,80013
1420,7870,3039820821,Sierra Elementary School,7751 Oak Street,Arvada,CO,80005
0740,7876,7193793257,Sierra Grande Elementary School,17523 East Highway 160,Blanca,CO,81123
0740,7878,7193793257,Sierra Grande Middle School,17523 East Highway 160,Blanca,CO,81123
2700,7879,7195471627,Southern Colorado Early College,Tbd,Pueblo West,CO,81007
0740,7880,7193793257,Sierra Grande Senior High School,17523 East Highway 160,Blanca,CO,81123
0980,7882,7195792090,Sierra High School,2250 Jet Wing Drive,Colorado Springs,CO,80916
2700,7886,7195472878,Sierra Vista Elementary School,500 South Spaulding,Pueblo West,CO,81007
1195,7890,9706257850,Cactus Valley Elementary School,222 Grand Avenue,Silt,CO,81652
2610,7891,7198364406,Silverheels Middle School,640 Hathaway Street,Fairplay,CO,80440
2820,7900,9703875543,Silverton Elementary School,1160 Snowden Street,Silverton,CO,81433
2820,7902,9703875543,Silverton Middle School,1160 Snowden Street,Silverton,CO,81433
2820,7904,9703875543,Silverton High School,1160 Snowden Street,Silverton,CO,81433
0940,7914,7195412291,Simla Elementary School,619 Pueblo St,Simla,CO,80835
0940,7918,7195412291,Simla Junior High School,619 Pueblo St,Simla,CO,80835
0940,7922,7195412291,Simla High School,619 Pueblo St,Simla,CO,80835
0920,7924,3032662708,Singing Hills Preschool,41012 Madrid Drive,Parker,CO,80134
0920,7925,3036461858,Singing Hills Elementary School,41012 Madrid Drive,Parker,CO,80134
0180,7932,3033666019,Sixth Avenue Elementary School,560 Vaughn St,Aurora,CO,80011
0880,7942,7204241420,Skinner Middle School,3435 West 40th Avenue,Denver,CO,80211
1140,7950,7192766050,Skyline Elementary School,2855 North 9th Street,Canon City,CO,81212
0070,7952,3034282300,Skyline Vista Elementary School,7395 Zuni Street,Denver,CO,80221
0470,7954,7204943741,Skyline High School,600 East Mountain View,Longmont,CO,80501
3100,7958,9706868500,Skyview Elementary School,1000 Stone Mountain Drive,Windsor,CO,80550
1110,7960,7194955560,Skyview Middle School,6350 Windom Peak Boulevard,Colorado Springs,CO,80922
1420,7962,3039827575,Slater Elementary School,8605 West 23rd Avenue,Lakewood,CO,80215
0880,7972,7204244150,Slavens K-8 School,3000 South Clayton Street,Denver,CO,80210
0880,7992,7204241540,Smiley Middle School,2540 Holly Street,Denver,CO,80207
1520,7994,9702479491,Escalante Middle School,141 Baker Lane,Durango,CO,81301
0880,8006,7204244000,Smith Elementary School,3590 Jasmine Street,Denver,CO,80207
1110,8010,7194948600,Springs Ranch Elementary School,4350 Centerville Drive,Colorado Springs,CO,80922
0130,8020,7208865300,Smoky Hill High School,16100 East Smoky Hill Road,Aurora,CO,80015
2690,8030,7195497595,Somerlid Elementary School,2717 West Street,Pueblo,CO,81003
0040,8032,3036552750,John W Thimmig Elementary School,11453 Oswego Street,Henderson,CO,80640
0980,8034,7195404000,Soaring Eagles Elementary School,4710 Harrier Ridge Drive,Colorado Springs,CO,80916
1420,8036,3039825995,Sobesky Academy,2001 Hoyt Street,Lakewood,CO,80215
1180,8038,9703845400,Sopris Elementary School,1150 Mount Sopris Drive,Glenwood Springs,CO,81602
2780,8048,9707368531,Soroco Middle School,305 South Grant Street,Oak Creek,CO,80467
2780,8050,9707362531,Soroco High School,305 South Grant Street,Oak Creek,CO,80467
0880,8053,3034868573,Soar,4800 Telluride Street #4,Denver,CO,80239
0880,8054,7204239560,Henry World School Grades 6-8,3005 South Golden Way,Denver,CO,80227
0040,8060,3036552600,South Elementary School,305 South 5th Avenue,Brighton,CO,80601
0140,8064,3033474600,Moody Elementary School,6390 South Windermere Street,Littleton,CO,80120
0180,8078,3033647623,South Middle School,12310 East Parkview Dr,Aurora,CO,80011
2690,8082,7195497255,South High School,1801 Hollywood Drive,Pueblo,CO,81005
0880,8085,3035732017,West Denver Prep:  Federal Campus,1825 South Federal,Denver,CO,80219
0880,8086,7204236000,South High School,1700 East Louisiana Avenue,Denver,CO,80210
1420,8090,3039829655,Deane Elementary School,580 South Harlan Street,Lakewood,CO,80226
1420,8102,3039827325,South Lakewood Elementary School,8425 West 1st Avenue,Lakewood,CO,80226
0900,8106,3033875260,Soaring Hawk Elementary School,4665 Tanglevine Drive,Castle Rock,CO,80109
2700,8110,7195436444,South Mesa Elementary School,23701 East Preston Road,Pueblo,CO,81006
2610,8114,7198362949,Edith Teter Elementary School,640 Hathaway Street,Fairplay,CO,80440
2690,8116,7195497600,South Park Elementary School,3100 Hollywood,Pueblo,CO,81005
2610,8118,7198362006,South Park High School,640 Hathaway Street,Fairplay,CO,80440
2780,8119,9707362434,South Routt Early Learning Center,26 W. 5th Street,Yampa,CO,80483
2780,8120,9706384558,South Routt Elementary School,448 Main Street,Yampa,CO,80483
0990,8122,7193913355,Venetucci Elementary School,405 Willis Drive,Colorado Springs,CO,80911
0900,8126,3033875075,South Street Elementary School,1100 South Street,Castle Rock,CO,80104
0040,8130,3038662680,Southeast Elementary School,1595 Southern Street,Brighton,CO,80601
0880,8132,3039355473,Southwest Early College Charter School,3001 South Federal Boulevard,Denver,CO,80236
2035,8133,9705651150,Southwest Open Charter School,401 North Dolores Road,Cortez,CO,81321
0480,8135,7205613400,Southern Hills Middle School,1500 Knox Drive,Boulder,CO,80305
0880,8138,7204243930,Southmoor Elementary School,3755 South Magnolia Way,Denver,CO,80237
0470,8140,7204943761,Spangler Elementary School,1440 Collyer Street,Longmont,CO,80501
2690,8143,7195443590,Spann Elementary School,2300 East 10th,Pueblo,CO,81001
0880,8145,7204233054,Summit Academy,3001 South Federal Blvd,Denver,CO,80219
0250,8160,7195234391,Springfield Elementary School,389 Tipton Street,Springfield,CO,81073
0250,8164,7195236522,Springfield Junior High School,389 Tipton Street,Springfield,CO,81073
0250,8168,7195236522,Springfield High School,389 Tipton Street,Springfield,CO,81073
0990,8178,7193913215,Sproul Junior High School,235 Sumac Drive,Colorado Springs,CO,80911
2770,8208,9708790652,Soda Creek Elementary School,220 Park Avenue,Steamboat Springs,CO,80487
1420,8209,3039823311,Standley Lake High School,9300 West 104th Avenue,Westminster,CO,80021
2770,8210,9708791058,Steamboat Springs Middle School,39610 Amethyst Drive,Steamboat Springs,CO,80487
0020,8211,7209723620,The Studio School,10604 Grant Drive,Northglenn,CO,80233
2770,8212,9708713699,Steamboat Springs High School,45 East Maple Street,Steamboat Springs,CO,80487
0880,8222,7204243870,Steck Elementary School,425 Ash Street,Denver,CO,80220
0020,8225,7209722340,Stellar Elementary School,3901 East 124th Avenue,Thornton,CO,80241
0880,8232,7204243800,Stedman Elementary School,2940 Dexter Street,Denver,CO,80207
0880,8242,7204243720,Steele Elementary School,320 South Marion Parkway,Denver,CO,80209
1010,8246,7193284700,Steele Elementary School,1720 North Weber Street,Colorado Springs,CO,80907
1420,8248,3039827407,Stein Elementary School,80 South Teller Street,Lakewood,CO,80226
1828,8256,9705221041,Sterling Middle School,1177 Pawnee Street,Sterling,CO,80751
1828,8260,9705222944,Sterling High School,407 West Broadway,Sterling,CO,80751
1110,8266,7195744711,Stetson Elementary School,4910 Jedediah Smith Road,Colorado Springs,CO,80922
1420,8272,3039822198,Stevens Elementary School,4001 Reed Street,Wheat Ridge,CO,80033
1220,8274,9702855707,Grand Valley Middle School,0364 Siprelle Drive,Parachute,CO,81635
0020,8275,720972400,Stem School,11700 Irma Drive,Northglenn,CO,80233
1420,8276,3039827610,Stober Elementary School,2300 Urban Street,Lakewood,CO,80215
1420,8280,3039824120,Stony Creek Elementary School,7203 South Everett,Littleton,CO,80128
1420,8300,3039822638,Stott Elementary School,6600 Yank Way,Arvada,CO,80004
1550,8318,9704886575,Stove Prairie Elementary School,3891 Stove Prairie Road,Bellvue,CO,80512
0060,8328,3036229211,Strasburg Elementary School,56729 East Colorado Avenue,Strasburg,CO,80136
0060,8332,3036229211,Hemphill Middle School,56729 East Colorado Avenue,Strasburg,CO,80136
0060,8334,3036229211,Strasburg High School,56729 East Colorado Avenue,Strasburg,CO,80136
0980,8337,7195792185,Stratmoor Hills Elementary School,200 Loomis Avenue,Colorado Springs,CO,80906
1480,8342,7193485521,Stratton Elementary School,6 Main,Stratton,CO,80836
1010,8346,7193283400,Stratton Elementary School,2460 Paseo Road,Colorado Springs,CO,80907
0980,8350,7195792190,Stratton Meadows Elementary School,610 Brookshire Avenue,Colorado Springs,CO,80906
1480,8351,7193485369,Stratton Middle School,219 Illinois Avenue,Stratton,CO,80836
1480,8354,7193485369,Stratton Senior High School,219 Illinois Avenue,Stratton,CO,80836
0180,8356,3033648715,William Smith High School,400 Airport Blvd,Aurora,CO,80011
2770,8358,9708797550,Strawberry Park Elementary School,39620 Amethyst Drive,Steamboat Springs,CO,80487
1010,8359,7193922015,Space Technology And Arts Academy (Star Academy),2508 Airport Road,Colorado Springs,CO,80910
0020,8361,7209725420,Stukey Elementary School,11080 Grant Drive,Northglenn,CO,80233
3000,8370,9703681499,Dillon Valley Elementary School,108 Deerpath Road,Dillon,CO,80435
3000,8372,9703681399,Breckenridge Elementary School,312 South Harris Street,Breckenridge,CO,80424
3000,8374,9703681599,Frisco Elementary School,800 8th Avenue,Frisco,CO,80443
3000,8375,0,Summit Alternative High School,333 Fiedler Avenue,Dillon,CO,80435
3000,8376,9703681699,Silverthorne Elementary School,101 Hamilton Creek Road,Silverthorne,CO,80498
3000,8377,9706685037,Summit Middle School,School Road,Frisco,CO,80443
3000,8378,9703681199,Summit High School,16201 U S Highway 9,Frisco,CO,80443
3020,8379,7196862401,Summit Elementary School,490 Meadow Park Dr,Divide,CO,80814
0130,8380,7208866400,Summit Elementary School,18201 East Quincy Ave,Aurora,CO,80015
1420,8381,3039829013,Summit Ridge Middle School,11809 West Coal Mine Road,Littleton,CO,80127
0900,8382,3033876800,Summit View Elementary School,10200 South Piedmont Drive,Highlands Ranch,CO,80126
3000,8385,9703681799,Summit Cove Elementary School,0727 Cove Boulevard,Dillon,CO,80435
0480,8387,7205613900,Summit Middle Charter School,4655 Hanover Avenue,Boulder,CO,80305
1520,8388,9702595249,Sunnyside Elementary School,75 Cr 218,Durango,CO,81301
0990,8392,7193913415,Sunrise Elementary School,7070 Grand Valley Drive,Colorado Springs,CO,80911
0130,8394,7208862900,Sunrise Elementary School,4050 South Genoa Way,Aurora,CO,80013
2020,8398,9708245762,Sunset Elementary School,800 West 7th Street,Craig,CO,81625
2690,8402,7195497610,Sunset Park Elementary School,110 University Circle,Pueblo,CO,81005
0070,8406,3034268907,Sunset Ridge Elementary School,9451 Hooker Street,Westminster,CO,80030
0480,8418,7205614100,Superior Elementary School,1800 South Indiana St.,Superior,CO,80027
0870,8419,9708566193,Surface Creek Vision School,695 N Grand Mesa Dr,Cedaredge,CO,81413
2700,8420,7195471627,Swallows Charter Academy,278 South Mcculloch Boulevard,Pueblo West,CO,81007
0880,8422,7204243630,Swansea Elementary School,4650 Columbine Street,Denver,CO,80216
